PLANT_NAME,ZONE,FUEL_TYPE,BUS,PMAX,PMIN,COST
Bath County,PJM_Dom,WAT,0,477.0,0,0
North Anna,PJM_Dom,NUC,0,979.7,0,0
North Anna,PJM_Dom,NUC,0,979.7,0,0
North Anna,PJM_Dom,WAT,0,1.0,0,0
Laurel Dam,PJM_West,WAT,0,70.0,0,0
Merom,MIS_INKY,BIT,0,540.0,0,0
Merom,MIS_INKY,BIT,0,540.0,0,0
Pearl Station,MIS_IL,DFO,0,24.0,0,0
Mayo,S_VACA,BIT,0,763.2,0,0
Mountaineer,PJM_West,BIT,0,1300.0,0,0
Detour,MIS_WUMS,DFO,0,3.0,0,0
Detour,MIS_WUMS,DFO,0,3.0,0,0
Ocracoke Hybrid,S_VACA,DFO,0,3.0,0,0
Ocracoke Hybrid,S_VACA,MWH,0,1.0,0,0
Tangier,PJM_EMAC,DFO,0,1.2,0,0
Tangier,PJM_EMAC,DFO,0,1.2,0,0
Smith Island,PJM_EMAC,DFO,0,0.5,0,0
Smith Island,PJM_EMAC,DFO,0,1.0,0,0
Center Hill,S_C_TVA,WAT,0,45.0,0,0
Center Hill,S_C_TVA,WAT,0,50.0,0,0
Center Hill,S_C_TVA,WAT,0,45.0,0,0
Cheatham,S_C_TVA,WAT,0,12.0,0,0
Cheatham,S_C_TVA,WAT,0,12.0,0,0
Cheatham,S_C_TVA,WAT,0,12.0,0,0
Queens Creek,S_VACA,WAT,0,1.4,0,0
Yards Creek Energy,PJM_EMAC,WAT,0,151.0,0,0
Yards Creek Energy,PJM_EMAC,WAT,0,151.0,0,0
Yards Creek Energy,PJM_EMAC,WAT,0,151.0,0,0
Dam No. 4 Hydro Station,PJM_AP,WAT,0,0.5,0,0
Dam No. 4 Hydro Station,PJM_AP,WAT,0,0.5,0,0
Dam No. 4 Hydro Station,PJM_AP,WAT,0,0.9,0,0
Dam No. 5 Hydro Station,PJM_AP,WAT,0,0.5,0,0
Dam No. 5 Hydro Station,PJM_AP,WAT,0,0.5,0,0
Millville Hydro Station,PJM_AP,WAT,0,0.8,0,0
Millville Hydro Station,PJM_AP,WAT,0,1.0,0,0
Millville Hydro Station,PJM_AP,WAT,0,1.0,0,0
London,PJM_West,WAT,0,4.8,0,0
London,PJM_West,WAT,0,4.8,0,0
London,PJM_West,WAT,0,4.8,0,0
Marmet,PJM_West,WAT,0,4.8,0,0
Marmet,PJM_West,WAT,0,4.8,0,0
Marmet,PJM_West,WAT,0,4.8,0,0
Winfield,PJM_West,WAT,0,14.7,0,0
Winfield,PJM_West,WAT,0,4.9,0,0
Winfield,PJM_West,WAT,0,4.9,0,0
Berlin,PJM_EMAC,DFO,0,1.1,0,0
Berlin,PJM_EMAC,DFO,0,2.5,0,0
Berlin,PJM_EMAC,NG,0,2.0,0,0
Lake Lynn Hydro Station,PJM_AP,WAT,0,12.8,0,0
Lake Lynn Hydro Station,PJM_AP,WAT,0,12.8,0,0
Lake Lynn Hydro Station,PJM_AP,WAT,0,12.8,0,0
Lake Lynn Hydro Station,PJM_AP,WAT,0,12.8,0,0
R D Green,MIS_INKY,NG,0,293.0,0,0
R D Green,MIS_INKY,NG,0,293.0,0,0
Warrick,MIS_INKY,BIT,0,166.6,0,0
Warrick,MIS_INKY,BIT,0,166.6,0,0
Warrick,MIS_INKY,BIT,0,166.6,0,0
Warrick,MIS_INKY,BIT,0,323.0,0,0
D B Wilson,MIS_INKY,BIT,0,509.4,0,0
Gravel Neck,PJM_Dom,DFO,0,16.3,0,0
Gravel Neck,PJM_Dom,DFO,0,23.8,0,0
Gravel Neck,PJM_Dom,NG,0,91.9,0,0
Gravel Neck,PJM_Dom,NG,0,91.9,0,0
Gravel Neck,PJM_Dom,NG,0,91.9,0,0
Gravel Neck,PJM_Dom,NG,0,91.9,0,0
Hoist,MIS_WUMS,WAT,0,1.4,0,0
Hoist,MIS_WUMS,WAT,0,2.0,0,0
McClure Dam,MIS_WUMS,WAT,0,4.0,0,0
McClure Dam,MIS_WUMS,WAT,0,4.0,0,0
Cataract (MI),MIS_WUMS,WAT,0,2.0,0,0
Gladstone,MIS_WUMS,DFO,0,22.6,0,0
William F Matson Generating Station,PJM_PENE,WAT,0,7.0,0,0
William F Matson Generating Station,PJM_PENE,WAT,0,14.7,0,0
Forked River,PJM_EMAC,NG,0,38.4,0,0
Forked River,PJM_EMAC,NG,0,38.4,0,0
Hay Road,PJM_EMAC,NG,0,103.5,0,0
Hay Road,PJM_EMAC,NG,0,103.5,0,0
Hay Road,PJM_EMAC,NG,0,122.0,0,0
Hay Road,PJM_EMAC,NG,0,207.0,0,0
Hay Road,PJM_EMAC,NG,0,122.4,0,0
Hay Road,PJM_EMAC,NG,0,122.4,0,0
Hay Road,PJM_EMAC,NG,0,122.4,0,0
Hay Road,PJM_EMAC,NG,0,195.0,0,0
Woodsdale,PJM_West,NG,0,95.3,0,0
Woodsdale,PJM_West,NG,0,95.3,0,0
Woodsdale,PJM_West,NG,0,95.3,0,0
Woodsdale,PJM_West,NG,0,95.3,0,0
Woodsdale,PJM_West,NG,0,95.3,0,0
Woodsdale,PJM_West,NG,0,95.3,0,0
Darbytown,PJM_Dom,NG,0,92.1,0,0
Darbytown,PJM_Dom,NG,0,92.1,0,0
Darbytown,PJM_Dom,NG,0,92.1,0,0
Darbytown,PJM_Dom,NG,0,92.1,0,0
Clover,PJM_Dom,BIT,0,424.0,0,0
Clover,PJM_Dom,BIT,0,424.0,0,0
491 E 48th Street,MIS_LMI,NG,0,39.1,0,0
491 E 48th Street,MIS_LMI,NG,0,39.1,0,0
491 E 48th Street,MIS_LMI,NG,0,83.5,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,536.4,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
Lincoln Combustion,S_VACA,NG,0,109.6,0,0
O'Shaughnessy Hydro,PJM_West,WAT,0,1.3,0,0
O'Shaughnessy Hydro,PJM_West,WAT,0,3.9,0,0
Sherman Avenue,PJM_EMAC,NG,0,112.8,0,0
Van Sant Station,PJM_EMAC,NG,0,45.1,0,0
Richmond,PJM_West,NG,0,41.4,0,0
Richmond,PJM_West,NG,0,41.4,0,0
Anderson,PJM_West,NG,0,41.4,0,0
Anderson,PJM_West,NG,0,41.4,0,0
Anderson,PJM_West,NG,0,85.9,0,0
Falling Spring,PJM_AP,NG,0,2.0,0,0
Falling Spring,PJM_AP,NG,0,2.0,0,0
Falling Spring,PJM_AP,NG,0,3.2,0,0
Water Street Station,MIS_LMI,NG,0,5.7,0,0
Water Street Station,MIS_LMI,NG,0,6.9,0,0
Henry Station,MIS_LMI,NG,0,7.7,0,0
Henry Station,MIS_LMI,NG,0,7.7,0,0
Interstate,MIS_IL,NG,0,138.6,0,0
Edenton Generators,PJM_Dom,DFO,0,1.2,0,0
Edenton Generators,PJM_Dom,DFO,0,1.2,0,0
Church Street Plant,PJM_Dom,DFO,0,1.1,0,0
Church Street Plant,PJM_Dom,DFO,0,1.6,0,0
Church Street Plant,PJM_Dom,DFO,0,1.6,0,0
Godwin Drive Plant,PJM_Dom,DFO,0,1.5,0,0
Godwin Drive Plant,PJM_Dom,DFO,0,1.6,0,0
Godwin Drive Plant,PJM_Dom,DFO,0,1.6,0,0
Godwin Drive Plant,PJM_Dom,DFO,0,1.6,0,0
VMEA 1 Credit Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA 1 Credit Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA 1 Credit Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA 1 Credit Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA 1 Credit Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA 1 Credit Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA 1 Credit Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA 1 Credit Gen,PJM_Dom,DFO,0,2.0,0,0
VMEA Peaking Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA Peaking Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA Peaking Gen,PJM_Dom,DFO,0,1.6,0,0
VMEA Peaking Gen,PJM_Dom,DFO,0,1.6,0,0
Upper Sterling,PJM_COMD,WAT,0,1.1,0,0
Upper Sterling,PJM_COMD,WAT,0,1.1,0,0
Croswell,MIS_LMI,DFO,0,0.6,0,0
Croswell,MIS_LMI,DFO,0,0.7,0,0
Croswell,MIS_LMI,DFO,0,1.2,0,0
Croswell,MIS_LMI,DFO,0,1.3,0,0
Croswell,MIS_LMI,DFO,0,1.3,0,0
Wayne County Energy Complex,S_VACA,NG,0,195.2,0,0
Wayne County Energy Complex,S_VACA,NG,0,195.2,0,0
Wayne County Energy Complex,S_VACA,NG,0,195.2,0,0
Wayne County Energy Complex,S_VACA,NG,0,195.2,0,0
Wayne County Energy Complex,S_VACA,NG,0,198.9,0,0
State Farm,PJM_COMD,DFO,0,1.7,0,0
State Farm,PJM_COMD,DFO,0,1.7,0,0
State Farm,PJM_COMD,DFO,0,1.7,0,0
Belleville Dam,PJM_West,WAT,0,21.0,0,0
Belleville Dam,PJM_West,WAT,0,21.0,0,0
Prospect Municipal,PJM_ATSI,DFO,0,1.8,0,0
Auglaize Hydro,PJM_ATSI,WAT,0,0.7,0,0
Auglaize Hydro,PJM_ATSI,WAT,0,0.9,0,0
Auglaize Hydro,PJM_ATSI,WAT,0,0.9,0,0
Auglaize Hydro,PJM_ATSI,WAT,0,0.5,0,0
Auglaize Hydro,PJM_ATSI,WAT,0,0.5,0,0
Auglaize Hydro,PJM_ATSI,WAT,0,0.1,0,0
Pennsbury,PJM_EMAC,LFG,0,3.0,0,0
Pennsbury,PJM_EMAC,LFG,0,3.0,0,0
Watts Bar Nuclear Plant,S_C_TVA,NUC,0,1269.9,0,0
Watts Bar Nuclear Plant,S_C_TVA,NUC,0,1269.9,0,0
Georgetown,MIS_INKY,NG,0,85.0,0,0
Georgetown,MIS_INKY,NG,0,85.0,0,0
Georgetown,MIS_INKY,NG,0,85.0,0,0
Georgetown,MIS_INKY,NG,0,85.0,0,0
Tilton,MIS_IL,NG,0,47.0,0,0
Tilton,MIS_IL,NG,0,47.0,0,0
Tilton,MIS_IL,NG,0,47.0,0,0
Tilton,MIS_IL,NG,0,47.0,0,0
Henry County,MIS_INKY,NG,0,60.5,0,0
Henry County,MIS_INKY,NG,0,60.5,0,0
Henry County,MIS_INKY,NG,0,60.5,0,0
Cleveland Peaking,PJM_ATSI,DFO,0,1.8,0,0
Cleveland Peaking,PJM_ATSI,DFO,0,1.8,0,0
Cleveland Peaking,PJM_ATSI,DFO,0,1.8,0,0
Cleveland Peaking,PJM_ATSI,DFO,0,1.8,0,0
Cleveland Peaking,PJM_ATSI,DFO,0,1.8,0,0
Cleveland Peaking,PJM_ATSI,DFO,0,1.8,0,0
Versailles Peaking,PJM_West,DFO,0,1.8,0,0
Versailles Peaking,PJM_West,DFO,0,1.8,0,0
Versailles Peaking,PJM_West,DFO,0,1.8,0,0
Napoleon Peaking,PJM_ATSI,DFO,0,1.8,0,0
Napoleon Peaking,PJM_ATSI,DFO,0,1.8,0,0
Napoleon Peaking,PJM_ATSI,DFO,0,1.8,0,0
Dover Peaking,PJM_West,DFO,0,1.8,0,0
Dover Peaking,PJM_West,DFO,0,1.8,0,0
Dover Peaking,PJM_West,DFO,0,1.8,0,0
Dover Peaking,PJM_West,DFO,0,1.8,0,0
Dover Peaking,PJM_West,DFO,0,1.8,0,0
Dover Peaking,PJM_West,DFO,0,1.8,0,0
Orrville Peaking,PJM_ATSI,DFO,0,1.8,0,0
Orrville Peaking,PJM_ATSI,DFO,0,1.8,0,0
Orrville Peaking,PJM_ATSI,DFO,0,1.8,0,0
Bryan Peaking,PJM_ATSI,DFO,0,1.8,0,0
Bryan Peaking,PJM_ATSI,DFO,0,1.8,0,0
Bryan Peaking,PJM_ATSI,DFO,0,1.8,0,0
Bryan Peaking,PJM_ATSI,DFO,0,1.8,0,0
Bryan Peaking,PJM_ATSI,DFO,0,1.8,0,0
Bryan Peaking,PJM_ATSI,DFO,0,1.8,0,0
Jackson Cntr Peaking,PJM_West,DFO,0,1.8,0,0
Hamilton Peaking,PJM_West,NG,0,32.0,0,0
Bowling Green Peaking,PJM_ATSI,NG,0,32.0,0,0
Montpelier,PJM_ATSI,DFO,0,1.8,0,0
Montpelier,PJM_ATSI,DFO,0,1.8,0,0
Montpelier,PJM_ATSI,DFO,0,1.8,0,0
Montpelier,PJM_ATSI,DFO,0,1.8,0,0
Montpelier,PJM_ATSI,DFO,0,1.8,0,0
Montpelier,PJM_ATSI,DFO,0,1.8,0,0
Dominion/Lo Mar,PJM_Dom,DFO,0,12.0,0,0
Dominion/Lo Mar,PJM_Dom,DFO,0,1.8,0,0
Dominion/Lo Mar,PJM_Dom,DFO,0,1.8,0,0
Dominion/Lo Mar,PJM_Dom,DFO,0,1.8,0,0
Dominion/Lo Mar,PJM_Dom,DFO,0,1.8,0,0
Gateway Gen,PJM_Dom,DFO,0,1.8,0,0
Gateway Gen,PJM_Dom,DFO,0,1.8,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,199.4,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,199.4,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,199.4,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,199.4,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,191.2,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,199.4,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,199.4,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,199.4,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,191.2,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,195.5,0,0
Sherwood H Smith Jr Energy Complex,S_VACA,NG,0,271.1,0,0
Pine Street,MIS_LMI,NG,0,4.4,0,0
Pine Street,MIS_LMI,NG,0,3.3,0,0
Hamilton Hydro,PJM_West,WAT,0,1.1,0,0
Hamilton Hydro,PJM_West,WAT,0,1.1,0,0
Alsey,MIS_IL,NG,0,30.0,0,0
Alsey,MIS_IL,NG,0,30.0,0,0
Alsey,MIS_IL,NG,0,20.0,0,0
Alsey,MIS_IL,NG,0,20.0,0,0
Alsey,MIS_IL,NG,0,25.0,0,0
Alsey,MIS_IL,NG,0,48.0,0,0
Big Quinnesec 92,MIS_WUMS,WAT,0,8.0,0,0
Big Quinnesec 92,MIS_WUMS,WAT,0,8.0,0,0
Big Quinnesec 61,MIS_WUMS,WAT,0,2.2,0,0
Big Quinnesec 61,MIS_WUMS,WAT,0,2.2,0,0
Rowan,S_VACA,NG,0,199.4,0,0
Rowan,S_VACA,NG,0,199.4,0,0
Rowan,S_VACA,NG,0,199.4,0,0
Rowan,S_VACA,NG,0,199.4,0,0
Rowan,S_VACA,NG,0,199.4,0,0
Rowan,S_VACA,NG,0,195.0,0,0
Shelby North,PJM_West,DFO,0,1.8,0,0
Shelby South,PJM_West,DFO,0,1.8,0,0
Beaver Island,MIS_LMI,DFO,0,1.2,0,0
Beaver Island,MIS_LMI,DFO,0,1.2,0,0
Beaver Island,MIS_LMI,DFO,0,0.9,0,0
Essential Power Rock Springs LLC,PJM_EMAC,NG,0,198.9,0,0
Essential Power Rock Springs LLC,PJM_EMAC,NG,0,198.9,0,0
Essential Power Rock Springs LLC,PJM_EMAC,NG,0,198.9,0,0
Essential Power Rock Springs LLC,PJM_EMAC,NG,0,198.9,0,0
Marsh Run Generation Facility,PJM_Dom,NG,0,198.9,0,0
Marsh Run Generation Facility,PJM_Dom,NG,0,198.9,0,0
Marsh Run Generation Facility,PJM_Dom,NG,0,198.9,0,0
Louisa Generation Facility,PJM_Dom,NG,0,86.7,0,0
Louisa Generation Facility,PJM_Dom,NG,0,86.7,0,0
Louisa Generation Facility,PJM_Dom,NG,0,86.7,0,0
Louisa Generation Facility,PJM_Dom,NG,0,86.7,0,0
Louisa Generation Facility,PJM_Dom,NG,0,198.9,0,0
Remington,PJM_Dom,NG,0,178.5,0,0
Remington,PJM_Dom,NG,0,170.0,0,0
Remington,PJM_Dom,NG,0,178.5,0,0
Remington,PJM_Dom,NG,0,178.5,0,0
Ladysmith,PJM_Dom,NG,0,178.5,0,0
Ladysmith,PJM_Dom,NG,0,178.5,0,0
Ladysmith,PJM_Dom,NG,0,178.5,0,0
Ladysmith,PJM_Dom,NG,0,178.5,0,0
Ladysmith,PJM_Dom,NG,0,178.5,0,0
Lagoon Creek,S_C_TVA,NG,0,173.4,0,0
Lagoon Creek,S_C_TVA,NG,0,173.4,0,0
Lagoon Creek,S_C_TVA,NG,0,84.5,0,0
Lagoon Creek,S_C_TVA,NG,0,86.2,0,0
Lagoon Creek,S_C_TVA,NG,0,86.2,0,0
Lagoon Creek,S_C_TVA,NG,0,86.2,0,0
Lagoon Creek,S_C_TVA,NG,0,84.5,0,0
Lagoon Creek,S_C_TVA,NG,0,84.5,0,0
Lagoon Creek,S_C_TVA,NG,0,84.5,0,0
Lagoon Creek,S_C_TVA,NG,0,84.5,0,0
Lagoon Creek,S_C_TVA,NG,0,84.5,0,0
Lagoon Creek,S_C_TVA,NG,0,84.5,0,0
Lagoon Creek,S_C_TVA,NG,0,84.5,0,0
Lagoon Creek,S_C_TVA,NG,0,86.2,0,0
Lagoon Creek,S_C_TVA,NG,0,257.6,0,0
Avenue A Generator Sets,PJM_COMD,DFO,0,1.8,0,0
Avenue A Generator Sets,PJM_COMD,DFO,0,1.8,0,0
Robert P Mone Plant,PJM_West,NG,0,198.9,0,0
Robert P Mone Plant,PJM_West,NG,0,198.9,0,0
Robert P Mone Plant,PJM_West,NG,0,198.9,0,0
Edgerton,PJM_ATSI,DFO,0,1.8,0,0
Edgerton,PJM_ATSI,DFO,0,1.8,0,0
Wellington,PJM_ATSI,DFO,0,1.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Powell Valley,S_C_TVA,DFO,0,2.0,0,0
Galion,PJM_ATSI,DFO,0,1.8,0,0
Galion,PJM_ATSI,DFO,0,1.8,0,0
Galion,PJM_ATSI,DFO,0,1.8,0,0
Seville,PJM_ATSI,DFO,0,1.8,0,0
Seville,PJM_ATSI,DFO,0,1.8,0,0
Seville,PJM_ATSI,DFO,0,1.8,0,0
Buffalo Mountain,S_C_TVA,WND,0,0.6,0,0
Buffalo Mountain,S_C_TVA,WND,0,0.6,0,0
Buffalo Mountain,S_C_TVA,WND,0,0.6,0,0
Gaylord - Wolverine,MIS_LMI,NG,0,23.4,0,0
Gaylord - Wolverine,MIS_LMI,NG,0,23.4,0,0
Gaylord - Wolverine,MIS_LMI,NG,0,23.4,0,0
Industrial Park,PJM_COMD,DFO,0,1.8,0,0
Industrial Park,PJM_COMD,DFO,0,1.8,0,0
Industrial Park,PJM_COMD,DFO,0,1.8,0,0
Industrial Park,PJM_COMD,DFO,0,1.8,0,0
Industrial Park,PJM_COMD,DFO,0,1.8,0,0
Industrial Park,PJM_COMD,DFO,0,2.2,0,0
Industrial Park,PJM_COMD,DFO,0,2.2,0,0
Ponton Diesel Generating Facility,PJM_Dom,DFO,0,2.0,0,0
Ponton Diesel Generating Facility,PJM_Dom,DFO,0,2.0,0,0
Nottoway Diesel Generating Facility,PJM_Dom,DFO,0,2.0,0,0
Nottoway Diesel Generating Facility,PJM_Dom,DFO,0,2.0,0,0
Lawrence County Station,MIS_INKY,NG,0,67.0,0,0
Lawrence County Station,MIS_INKY,NG,0,67.0,0,0
Lawrence County Station,MIS_INKY,NG,0,67.0,0,0
Lawrence County Station,MIS_INKY,NG,0,67.0,0,0
Lawrence County Station,MIS_INKY,NG,0,67.0,0,0
Lawrence County Station,MIS_INKY,NG,0,67.0,0,0
Warren F Sam Beasley Generation Station,PJM_EMAC,NG,0,45.0,0,0
Warren F Sam Beasley Generation Station,PJM_EMAC,NG,0,51.0,0,0
Sumpter,MIS_LMI,NG,0,85.0,0,0
Sumpter,MIS_LMI,NG,0,85.0,0,0
Sumpter,MIS_LMI,NG,0,85.0,0,0
Sumpter,MIS_LMI,NG,0,85.0,0,0
Kalkaska CT #1,MIS_LMI,NG,0,60.5,0,0
Altamont,MIS_IL,DFO,0,1.8,0,0
Altamont,MIS_IL,DFO,0,1.8,0,0
Altamont,MIS_IL,DFO,0,1.8,0,0
Altamont,MIS_IL,DFO,0,1.8,0,0
Crane Clean Energy Center,PJM_WMAC,NUC,0,980.8,0,0
Croydon CT Generating Station,PJM_EMAC,DFO,0,68.3,0,0
Croydon CT Generating Station,PJM_EMAC,DFO,0,68.3,0,0
Croydon CT Generating Station,PJM_EMAC,DFO,0,68.3,0,0
Croydon CT Generating Station,PJM_EMAC,DFO,0,68.3,0,0
Croydon CT Generating Station,PJM_EMAC,DFO,0,68.3,0,0
Croydon CT Generating Station,PJM_EMAC,DFO,0,68.3,0,0
Croydon CT Generating Station,PJM_EMAC,DFO,0,68.3,0,0
Croydon CT Generating Station,PJM_EMAC,DFO,0,68.3,0,0
Factory,MIS_IL,DFO,0,26.6,0,0
Belews Creek,S_VACA,NG,0,1245.6,0,0
Belews Creek,S_VACA,NG,0,1245.6,0,0
"Gavin Power, LLC",PJM_West,BIT,0,1300.0,0,0
"Gavin Power, LLC",PJM_West,BIT,0,1300.0,0,0
Seneca Generation LLC,PJM_PENE,WAT,0,205.9,0,0
Seneca Generation LLC,PJM_PENE,WAT,0,205.9,0,0
Seneca Generation LLC,PJM_PENE,WAT,0,26.1,0,0
WestRock-West Point Mill,PJM_Dom,BLQ,0,5.0,0,0
WestRock-West Point Mill,PJM_Dom,BLQ,0,10.0,0,0
WestRock-West Point Mill,PJM_Dom,BLQ,0,25.0,0,0
WestRock-West Point Mill,PJM_Dom,BLQ,0,15.0,0,0
WestRock-West Point Mill,PJM_Dom,BLQ,0,46.0,0,0
Energy Center Dover,PJM_EMAC,NG,0,18.0,0,0
Energy Center Dover,PJM_EMAC,NG,0,50.0,0,0
Energy Center Dover,PJM_EMAC,NG,0,50.0,0,0
"Wabtec U.S Rail, Grove City Engine Plant",PJM_ATSI,DFO,0,4.4,0,0
"Mars Wrigley Confectionery US, LLC",PJM_EMAC,NG,0,10.9,0,0
"Mars Wrigley Confectionery US, LLC",PJM_EMAC,NG,0,1.4,0,0
John B Rich Memorial Power Station,PJM_WMAC,WC,0,88.4,0,0
Harrisburg Facility,PJM_WMAC,MSW,0,24.1,0,0
CIP II/AR Bridgewater Holdings - NJCOE,PJM_EMAC,NG,0,5.0,0,0
Hoffmann LaRoche,PJM_EMAC,NG,0,5.3,0,0
Hoffmann LaRoche,PJM_EMAC,NG,0,5.3,0,0
Indiana University of Pennsylvania,PJM_PENE,NG,0,6.1,0,0
Indiana University of Pennsylvania,PJM_PENE,NG,0,6.1,0,0
Indiana University of Pennsylvania,PJM_PENE,NG,0,6.1,0,0
Indiana University of Pennsylvania,PJM_PENE,NG,0,6.1,0,0
Colver Green Energy,PJM_PENE,WC,0,118.0,0,0
Grant Town Power Plant,PJM_AP,WC,0,95.7,0,0
Warrior Ridge Hydro,PJM_PENE,WAT,0,0.7,0,0
Warrior Ridge Hydro,PJM_PENE,WAT,0,0.7,0,0
Warrior Ridge Hydro,PJM_PENE,WAT,0,0.7,0,0
Warrior Ridge Hydro,PJM_PENE,WAT,0,0.7,0,0
Brasfield,PJM_Dom,WAT,0,2.9,0,0
Metropolitan Sewerage District,S_VACA,WAT,0,0.8,0,0
Metropolitan Sewerage District,S_VACA,WAT,0,0.8,0,0
Metropolitan Sewerage District,S_VACA,WAT,0,0.8,0,0
Escanaba Mill,MIS_WUMS,BLQ,0,38.6,0,0
Escanaba Mill,MIS_WUMS,BLQ,0,29.8,0,0
Escanaba Mill,MIS_WUMS,BLQ,0,54.0,0,0
Merck Rahway Power Plant,PJM_EMAC,NG,0,5.0,0,0
Merck Rahway Power Plant,PJM_EMAC,NG,0,10.8,0,0
Merck Rahway Power Plant,PJM_EMAC,NG,0,4.5,0,0
Merck Rahway Power Plant,PJM_EMAC,SUN,0,0.5,0,0
Pixelle Specialty Solutions LLC - Chilli,PJM_West,BLQ,0,10.6,0,0
Pixelle Specialty Solutions LLC - Chilli,PJM_West,BLQ,0,24.0,0,0
Pixelle Specialty Solutions LLC - Chilli,PJM_West,BLQ,0,31.0,0,0
Pixelle Specialty Solutions LLC - Chilli,PJM_West,NG,0,27.2,0,0
ArcelorMittal Burns Harbor,MIS_INKY,BFG,0,62.0,0,0
ArcelorMittal Burns Harbor,MIS_INKY,BFG,0,51.0,0,0
ArcelorMittal Burns Harbor,MIS_INKY,BFG,0,63.2,0,0
Domtar Kingsport Mill,S_C_TVA,NG,0,50.0,0,0
Haw River Hydro,S_VACA,WAT,0,1.0,0,0
Haw River Hydro,S_VACA,WAT,0,0.5,0,0
Townsend Hydro,PJM_ATSI,WAT,0,2.6,0,0
Townsend Hydro,PJM_ATSI,WAT,0,2.6,0,0
Juniata Locomotive Shop,PJM_PENE,NG,0,1.5,0,0
Sayreville Cogeneration Facility,PJM_EMAC,NG,0,143.4,0,0
Sayreville Cogeneration Facility,PJM_EMAC,NG,0,143.4,0,0
Sayreville Cogeneration Facility,PJM_EMAC,NG,0,143.4,0,0
T B Simon Power Plant,MIS_LMI,NG,0,12.5,0,0
T B Simon Power Plant,MIS_LMI,NG,0,12.5,0,0
T B Simon Power Plant,MIS_LMI,NG,0,15.0,0,0
T B Simon Power Plant,MIS_LMI,NG,0,21.0,0,0
T B Simon Power Plant,MIS_LMI,NG,0,24.0,0,0
T B Simon Power Plant,MIS_LMI,NG,0,14.3,0,0
T B Simon Power Plant,MIS_LMI,NG,0,9.4,0,0
T B Simon Power Plant,MIS_LMI,NG,0,9.4,0,0
T B Simon Power Plant,MIS_LMI,NG,0,9.4,0,0
Foster Wheeler Mt Carmel Cogen,PJM_WMAC,WC,0,47.3,0,0
Lumberton,S_VACA,WDS,0,34.7,0,0
Indiana Harbor West,MIS_INKY,NG,0,32.0,0,0
Indiana Harbor West,MIS_INKY,NG,0,40.0,0,0
Indiana Harbor West,MIS_INKY,NG,0,55.0,0,0
Cleveland Works,PJM_ATSI,BFG,0,10.0,0,0
Cleveland Works,PJM_ATSI,BFG,0,22.0,0,0
Cleveland Works,PJM_ATSI,BFG,0,70.0,0,0
Camden Resource Recovery Facility,PJM_EMAC,MSW,0,17.5,0,0
