PLANT_NAME,ZONE,FUEL_TYPE,BUS,PMAX,PMIN,COST,FUEL_COST_NAME,GEN_ID,PG
SUN_PJM_EMAC,PJM_EMAC,SUN,0,4.0,0,0.0,,GEN_3790,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,3.5,0,0.0,,GEN_3791,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,12.0,0,0.0,,GEN_3792,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.5,0,0.0,,GEN_3793,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.5,0,0.0,,GEN_3794,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,0.8,0,0.0,,GEN_3795,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,3.0,0,0.0,,GEN_3796,0
SUN_PJM_WMAC,PJM_WMAC,SUN,0,0.9,0,0.0,,GEN_3797,0
SUN_PJM_WMAC,PJM_WMAC,SUN,0,0.4,0,0.0,,GEN_3798,0
WND_MIS_IL,MIS_IL,WND,0,0.0,0,0.0,,GEN_3799,0
SUN_S_C_TVA,S_C_TVA,SUN,0,0.9,0,0.0,,GEN_3800,0
SUN_S_C_TVA,S_C_TVA,SUN,0,0.9,0,0.0,,GEN_3801,0
LFG_MIS_LMI,MIS_LMI,LFG,0,1.6,0,0.0,,GEN_3802,0
LFG_MIS_LMI,MIS_LMI,LFG,0,1.6,0,0.0,,GEN_3803,0
MWH_PJM_WMAC,PJM_WMAC,MWH,0,20.0,0,0.0,,GEN_3804,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,4.0,0,0.0,,GEN_3805,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,2.5,0,0.0,,GEN_3806,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.9,0,0.0,,GEN_3807,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,2.5,0,0.0,,GEN_3808,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,3.5,0,0.0,,GEN_3809,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.4,0,0.0,,GEN_3810,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.1,0,0.0,,GEN_3811,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.1,0,0.0,,GEN_3812,0
WND_PJM_WMAC,PJM_WMAC,WND,0,0.0,0,0.0,,GEN_3813,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,3.7,0,0.0,,GEN_3814,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,2.3,0,0.0,,GEN_3815,0
SUN_PJM_SMAC,PJM_SMAC,SUN,0,2.0,0,0.0,,GEN_3816,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.6,0,0.0,,GEN_3817,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,0.8,0,0.0,,GEN_3818,0
LFG_PJM_AP,PJM_AP,LFG,0,1.0,0,0.0,,GEN_3819,0
LFG_PJM_AP,PJM_AP,LFG,0,1.0,0,0.0,,GEN_3820,0
SUN_PJM_AP,PJM_AP,SUN,0,13.7,0,0.0,,GEN_3821,0
WND_MIS_IL,MIS_IL,WND,0,0.0,0,0.0,,GEN_3822,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.3,0,0.0,,GEN_3823,0
WND_PJM_PENE,PJM_PENE,WND,0,0.0,0,0.0,,GEN_3824,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.3,0,0.0,,GEN_3825,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,2.0,0,0.0,,GEN_3826,0
NG_PJM_SMAC,PJM_SMAC,NG,0,5.4,0,0.0,,GEN_3827,0
NG_PJM_SMAC,PJM_SMAC,NG,0,5.4,0,0.0,,GEN_3828,0
NG_PJM_West,PJM_West,NG,0,260.0,0,0.0,,GEN_3829,0
NG_PJM_West,PJM_West,NG,0,260.0,0,0.0,,GEN_3830,0
NG_PJM_West,PJM_West,NG,0,260.0,0,0.0,,GEN_3831,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.4,0,0.0,,GEN_3832,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,2.3,0,0.0,,GEN_3833,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,3.5,0,0.0,,GEN_3834,0
OG_PJM_West,PJM_West,OG,0,67.0,0,0.0,,GEN_3835,0
NG_PJM_EMAC,PJM_EMAC,NG,0,222.7,0,0.0,,GEN_3836,0
NG_PJM_EMAC,PJM_EMAC,NG,0,222.7,0,0.0,,GEN_3837,0
NG_PJM_EMAC,PJM_EMAC,NG,0,327.5,0,0.0,,GEN_3838,0
NG_MIS_INKY,MIS_INKY,NG,0,192.0,0,0.0,,GEN_3839,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.0,0,0.0,,GEN_3840,0
WND_MIS_LMI,MIS_LMI,WND,0,0.0,0,0.0,,GEN_3841,0
WND_MIS_LMI,MIS_LMI,WND,0,0.0,0,0.0,,GEN_3842,0
WND_MIS_LMI,MIS_LMI,WND,0,0.0,0,0.0,,GEN_3843,0
WND_PJM_West,PJM_West,WND,0,0.0,0,0.0,,GEN_3844,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,2.4,0,0.0,,GEN_3845,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,0.5,0,0.0,,GEN_3846,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,0.5,0,0.0,,GEN_3847,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,0.3,0,0.0,,GEN_3848,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,0.7,0,0.0,,GEN_3849,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,1.0,0,0.0,,GEN_3850,0
WND_MIS_LMI,MIS_LMI,WND,0,0.0,0,0.0,,GEN_3851,0
NG_PJM_West,PJM_West,NG,0,1.1,0,0.0,,GEN_3852,0
LFG_S_VACA,S_VACA,LFG,0,4.8,0,0.0,,GEN_3853,0
LFG_S_VACA,S_VACA,LFG,0,4.8,0,0.0,,GEN_3854,0
LFG_PJM_Dom,PJM_Dom,LFG,0,1.6,0,0.0,,GEN_3855,0
LFG_PJM_Dom,PJM_Dom,LFG,0,1.6,0,0.0,,GEN_3856,0
LFG_PJM_Dom,PJM_Dom,LFG,0,1.6,0,0.0,,GEN_3857,0
LFG_PJM_Dom,PJM_Dom,LFG,0,1.6,0,0.0,,GEN_3858,0
NG_PJM_West,PJM_West,NG,0,11.9,0,0.0,,GEN_3859,0
NG_PJM_West,PJM_West,NG,0,11.9,0,0.0,,GEN_3860,0
DFO_PJM_West,PJM_West,DFO,0,1.9,0,0.0,,GEN_3861,0
NG_PJM_West,PJM_West,NG,0,21.5,0,0.0,,GEN_3862,0
SUN_PJM_COMD,PJM_COMD,SUN,0,20.0,0,0.0,,GEN_3863,0
DFO_MIS_IL,MIS_IL,DFO,0,1.6,0,0.0,,GEN_3864,0
BIT_MIS_IL,MIS_IL,BIT,0,3.5,0,0.0,,GEN_3865,0
DFO_PJM_West,PJM_West,DFO,0,2.0,0,0.0,,GEN_3866,0
DFO_PJM_West,PJM_West,DFO,0,1.5,0,0.0,,GEN_3867,0
DFO_PJM_West,PJM_West,DFO,0,2.5,0,0.0,,GEN_3868,0
SUN_PJM_EMAC,PJM_EMAC,SUN,0,10.0,0,0.0,,GEN_3869,0
BIT_MIS_LMI,MIS_LMI,BIT,0,1.5,0,0.0,,GEN_3870,0
BIT_MIS_LMI,MIS_LMI,BIT,0,1.0,0,0.0,,GEN_3871,0
