branch_idx,line,flow,limit,utilization,cost,capacity
0,True,123.24356161118324,2444.0,5.04269892026118,201992.78440750553,251705.95
1,True,427.88571764883375,6220.0,6.879191602071281,201992.78440750553,251705.95
2,True,1240.527937628808,2785.0,44.543193451662766,201992.78440750553,251705.95
3,True,1770.6005739981465,1850.0,95.70813913503494,201992.78440750553,251705.95
4,True,895.8067170723368,3395.0,26.386059413029066,201992.78440750553,251705.95
5,True,123.24356161118324,2444.0,5.04269892026118,201992.78440750553,251705.95
6,True,772.5631554611537,7400.0,10.44004264136694,201992.78440750553,251705.95
7,True,449.2936311619256,980.0,45.846288894074036,201992.78440750553,251705.95
8,True,427.88571764883375,6220.0,6.879191602071281,201992.78440750553,251705.95
9,True,1342.7148563493124,1950.0,68.85717212047756,201992.78440750553,251705.95
10,True,467.92099942350313,3873.0,12.081616303214643,201992.78440750553,251705.95
11,True,831.651791790319,1050.0,79.20493255145895,201992.78440750553,251705.95
12,True,559.7636317248215,9350.0,5.986776809891139,201992.78440750553,251705.95
13,True,1240.527937628808,2785.0,44.543193451662766,201992.78440750553,251705.95
14,True,1619.7130881118142,5173.0,31.310904467655405,201992.78440750553,251705.95
15,True,1770.6005739981465,1850.0,95.70813913503494,201992.78440750553,251705.95
16,True,1342.7148563493124,1950.0,68.85717212047756,201992.78440750553,251705.95
17,True,831.651791790319,1050.0,79.20493255145895,201992.78440750553,251705.95
18,True,1391.4154235151402,1530.0,90.94218454347322,201992.78440750553,251705.95
19,True,895.8067170723368,3395.0,26.386059413029066,201992.78440750553,251705.95
20,True,772.5631554611537,7400.0,10.44004264136694,201992.78440750553,251705.95
21,True,449.2936311619256,980.0,45.846288894074036,201992.78440750553,251705.95
22,True,467.92099942350313,3873.0,12.081616303214643,201992.78440750553,251705.95
23,True,559.7636317248215,9350.0,5.986776809891139,201992.78440750553,251705.95
24,True,1619.7130881118142,5173.0,31.310904467655405,201992.78440750553,251705.95
25,True,1391.4154235151402,1530.0,90.94218454347322,201992.78440750553,251705.95
