branch_idx,line,flow,limit,utilization,cost,capacity
0,True,226.6991425545636,2444.0,9.275742330383126,211889.1049402409,247825.04
1,True,491.0310115246345,6220.0,7.894389252807628,211889.1049402409,247825.04
2,True,1243.9302564833167,2785.0,44.66535929922142,211889.1049402409,247825.04
3,True,1689.6084460861603,1850.0,91.33018627492758,211889.1049402409,247825.04
4,True,825.1054175946482,3395.0,24.303546910004364,211889.1049402409,247825.04
5,True,226.6991425545636,2444.0,9.275742330383126,211889.1049402409,247825.04
6,True,598.4062750400847,7400.0,8.086571284325467,211889.1049402409,247825.04
7,True,30.522794100782225,980.0,3.114570826610431,211889.1049402409,247825.04
8,True,491.0310115246345,6220.0,7.894389252807628,211889.1049402409,247825.04
9,True,1198.577434561526,1950.0,61.46550946469363,211889.1049402409,247825.04
10,True,334.074406070014,3873.0,8.625726983475705,211889.1049402409,247825.04
11,True,877.7394404617891,1050.0,83.59423242493229,211889.1049402409,247825.04
12,True,418.94182461990977,9350.0,4.480661225881388,211889.1049402409,247825.04
13,True,1243.9302564833167,2785.0,44.66535929922142,211889.1049402409,247825.04
14,True,1636.857437487778,5173.0,31.64232432800653,211889.1049402409,247825.04
15,True,1689.6084460861603,1850.0,91.33018627492758,211889.1049402409,247825.04
16,True,1198.577434561526,1950.0,61.46550946469363,211889.1049402409,247825.04
17,True,877.7394404617891,1050.0,83.59423242493229,211889.1049402409,247825.04
18,True,1296.6812650816987,1530.0,84.75040948246398,211889.1049402409,247825.04
19,True,825.1054175946482,3395.0,24.303546910004364,211889.1049402409,247825.04
20,True,598.4062750400847,7400.0,8.086571284325467,211889.1049402409,247825.04
21,True,30.522794100782225,980.0,3.114570826610431,211889.1049402409,247825.04
22,True,334.074406070014,3873.0,8.625726983475705,211889.1049402409,247825.04
23,True,418.94182461990977,9350.0,4.480661225881388,211889.1049402409,247825.04
24,True,1636.857437487778,5173.0,31.64232432800653,211889.1049402409,247825.04
25,True,1296.6812650816987,1530.0,84.75040948246398,211889.1049402409,247825.04
