branch_idx,line,flow,limit,utilization,cost,capacity
0,True,172.0331973070262,2444.0,7.039001526474068,223292.6080058996,243353.07799999998
1,True,235.02780284203365,6220.0,3.7785820392609915,223292.6080058996,243353.07799999998
2,True,1097.5176185303176,2785.0,39.40817301724659,223292.6080058996,243353.07799999998
3,True,1731.8162605852774,1850.0,93.61168976136635,223292.6080058996,243353.07799999998
4,True,705.8897064844281,3395.0,20.792038482604656,223292.6080058996,243353.07799999998
5,True,172.0331973070262,2444.0,7.039001526474068,223292.6080058996,243353.07799999998
6,True,533.8565091774019,7400.0,7.214277151045971,223292.6080058996,243353.07799999998
7,True,171.0859926030938,980.0,17.45775434725447,223292.6080058996,243353.07799999998
8,True,235.02780284203365,6220.0,3.7785820392609915,223292.6080058996,243353.07799999998
9,True,1496.7884577432435,1950.0,76.75838244837146,223292.6080058996,243353.07799999998
10,True,470.86190364239434,3873.0,12.157549797118367,223292.6080058996,243353.07799999998
11,True,883.472343576598,1050.0,84.14022319777123,223292.6080058996,243353.07799999998
12,True,449.86900723552486,9350.0,4.8114332324655065,223292.6080058996,243353.07799999998
13,True,1097.5176185303176,2785.0,39.40817301724659,223292.6080058996,243353.07799999998
14,True,1495.9925283034722,5173.0,28.919244699467857,223292.6080058996,243353.07799999998
15,True,1731.8162605852774,1850.0,93.61168976136635,223292.6080058996,243353.07799999998
16,True,1496.7884577432435,1950.0,76.75838244837146,223292.6080058996,243353.07799999998
17,True,883.472343576598,1050.0,84.14022319777123,223292.6080058996,243353.07799999998
18,True,1333.341350812123,1530.0,87.14649351713221,223292.6080058996,243353.07799999998
19,True,705.8897064844281,3395.0,20.792038482604656,223292.6080058996,243353.07799999998
20,True,533.8565091774019,7400.0,7.214277151045971,223292.6080058996,243353.07799999998
21,True,171.0859926030938,980.0,17.45775434725447,223292.6080058996,243353.07799999998
22,True,470.86190364239434,3873.0,12.157549797118367,223292.6080058996,243353.07799999998
23,True,449.86900723552486,9350.0,4.8114332324655065,223292.6080058996,243353.07799999998
24,True,1495.9925283034722,5173.0,28.919244699467857,223292.6080058996,243353.07799999998
25,True,1333.341350812123,1530.0,87.14649351713221,223292.6080058996,243353.07799999998
