line,flow,limit,utilization
True,187.36935981717926,2444.0,7.6665040841726375
True,290.3148396842991,6220.0,4.667441152480693
True,1153.570732160253,2785.0,41.420852142199394
True,1728.292402513113,1850.0,93.42121094665477
True,739.3165079711457,3395.0,21.776627628016072
True,187.36935981717926,2444.0,7.6665040841726375
True,551.9471481539665,7400.0,7.458745245323872
True,120.44232196965746,980.0,12.290032854046679
True,290.3148396842991,6220.0,4.667441152480693
True,1437.977562828814,1950.0,73.74243911942635
True,449.00166828684667,3873.0,11.593123374305362
True,860.8227907408586,1050.0,81.98312292770082
True,477.94703117342164,9350.0,5.111732953726435
True,1153.570732160253,2785.0,41.420852142199394
True,1543.093312759086,5173.0,29.829756674252582
True,1728.292402513113,1850.0,93.42121094665477
True,1437.977562828814,1950.0,73.74243911942635
True,860.8227907408586,1050.0,81.98312292770082
True,1338.76982191428,1530.0,87.50129554995296
True,739.3165079711457,3395.0,21.776627628016072
True,551.9471481539665,7400.0,7.458745245323872
True,120.44232196965746,980.0,12.290032854046679
True,449.00166828684667,3873.0,11.593123374305362
True,477.94703117342164,9350.0,5.111732953726435
True,1543.093312759086,5173.0,29.829756674252582
True,1338.76982191428,1530.0,87.50129554995296
