GEN_ID,PLANT_NAME,PLANT_TYPE,FUEL_TYPE,ZONE,BUS,PG,PMAX,PMIN,COST
52173_G_GEN2,Conemaugh Hydro Plant,Hydro,Hydro,PJM_PENE,0,0,2.0,0,0.0
52193_G_CT1,Delaware City Plant,Combustion Turbine,Natural Gas,PJM_EMAC,0,0,65.0,0,2.55
52193_G_CT2,Delaware City Plant,Combustion Turbine,Natural Gas,PJM_EMAC,0,0,65.0,0,2.55
54_G_GT1,J K Smith,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,104.0,0,12.025
54_G_GT10,J K Smith,Combustion Turbine,Natural Gas,PJM_West,0,0,74.0,0,2.55
54_G_GT2,J K Smith,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,104.0,0,12.025
54_G_GT3,J K Smith,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,104.0,0,12.025
54_G_GT4,J K Smith,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,73.0,0,12.025
54_G_GT5,J K Smith,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,73.0,0,12.025
54_G_GT6,J K Smith,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,73.0,0,12.025
54_G_GT7,J K Smith,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,73.0,0,12.025
54_G_GT9,J K Smith,Combustion Turbine,Natural Gas,PJM_West,0,0,75.0,0,2.55
54333_G_G001,Bucknell University,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_WMAC,0,0,4.5,0,12.025
54333_G_G502,Bucknell University,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_WMAC,0,0,0.8,0,12.025
54525_G_1,Kankakee Hydro Facility,Hydro,Hydro,PJM_COMD,0,0,0.4,0,0.0
54525_G_2,Kankakee Hydro Facility,Hydro,Hydro,PJM_COMD,0,0,0.4,0,0.0
54525_G_3,Kankakee Hydro Facility,Hydro,Hydro,PJM_COMD,0,0,0.4,0,0.0
54556_G_TG03,Ingredion Incorporated,Combustion Turbine,Natural Gas,PJM_COMD,0,0,4.4,0,2.55
54556_G_TG04,Ingredion Incorporated,Combustion Turbine,Natural Gas,PJM_COMD,0,0,4.4,0,2.55
54640_G_GEN1,NAEA Lakewood LLC,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,84.6,0,12.025
54640_G_GEN2,NAEA Lakewood LLC,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,83.6,0,12.025
54640_G_GEN3,NAEA Lakewood LLC,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,79.7,0,12.025
54655_G_SCH1,Schoolfield Dam,Hydro,Hydro,PJM_Dom,0,0,1.5,0,0.0
54655_G_SCH2,Schoolfield Dam,Hydro,Hydro,PJM_Dom,0,0,1.5,0,0.0
54655_G_SCH3,Schoolfield Dam,Hydro,Hydro,PJM_Dom,0,0,1.5,0,0.0
54662_G_GEN1,Woodland Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_COMD,0,0,0.8,0,1.5
54662_G_GEN2,Woodland Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_COMD,0,0,0.8,0,1.5
54662_G_GEN3,Woodland Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_COMD,0,0,1.6,0,1.5
54662_G_GEN4,Woodland Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_COMD,0,0,1.6,0,1.5
54723_G_UNT1,I 95 Landfill Phase II,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
54723_G_UNT2,I 95 Landfill Phase II,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
54723_G_UNT3,I 95 Landfill Phase II,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
54723_G_UNT4,I 95 Landfill Phase II,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
54766_G_GEN1,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN10,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN11,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN12,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN13,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN14,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN15,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN16,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN17,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN18,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN19,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN2,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN20,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN21,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN22,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN23,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN24,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN25,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN26,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN27,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN28,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN29,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN3,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN30,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN31,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN32,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN33,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN34,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN4,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN5,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN6,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN7,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN8,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54766_G_GEN9,Boydton Plank Road Cogen Plant Hybrid,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,0.3,0,12.025
54785_G_GEN2,Grays Ferry Cogeneration,Combustion Turbine,Natural Gas,PJM_EMAC,0,0,114.0,0,2.55
54788_G_GEN1,Evanston Township High School,Combustion Turbine,Natural Gas,PJM_COMD,0,0,0.8,0,2.55
54788_G_GEN2,Evanston Township High School,Combustion Turbine,Natural Gas,PJM_COMD,0,0,0.8,0,2.55
54788_G_GEN3,Evanston Township High School,Combustion Turbine,Natural Gas,PJM_COMD,0,0,0.8,0,2.55
54832_G_1,Brandywine Power Facility,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_SMAC,0,0,78.6,0,12.025
54832_G_2,Brandywine Power Facility,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_SMAC,0,0,78.6,0,12.025
54832_G_3,Brandywine Power Facility,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_SMAC,0,0,72.8,0,12.025
54844_G_GOR1,Gordonsville Energy LP,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,68.4,0,12.025
54844_G_GOR2,Gordonsville Energy LP,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,68.4,0,12.025
54844_G_GOR3,Gordonsville Energy LP,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,40.6,0,12.025
54844_G_GOR4,Gordonsville Energy LP,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,40.6,0,12.025
54926_G_II-4,Prairie View I & II LFGTE,Landfill Gas,Landfill Gas,PJM_West,0,0,0.8,0,1.5
54969_G_1,Dixon Hydroelectric Dam,Hydro,Hydro,PJM_COMD,0,0,0.6,0,0.0
54969_G_2,Dixon Hydroelectric Dam,Hydro,Hydro,PJM_COMD,0,0,0.6,0,0.0
54969_G_3,Dixon Hydroelectric Dam,Hydro,Hydro,PJM_COMD,0,0,0.6,0,0.0
54969_G_4,Dixon Hydroelectric Dam,Hydro,Hydro,PJM_COMD,0,0,0.6,0,0.0
54969_G_5,Dixon Hydroelectric Dam,Hydro,Hydro,PJM_COMD,0,0,0.6,0,0.0
54974_G_UNT1,Sauder Power Plant,Biomass,Biomass,PJM_ATSI,0,0,3.6,0,7.39
54974_G_UNT2,Sauder Power Plant,Biomass,Biomass,PJM_ATSI,0,0,3.6,0,7.39
54980_G_UNT1,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,0.8,0,1.5
54980_G_UNT10,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.5,0,1.5
54980_G_UNT11,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.5,0,1.5
54980_G_UNT12,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.5,0,1.5
54980_G_UNT2,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,0.8,0,1.5
54980_G_UNT3,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,0.8,0,1.5
54980_G_UNT4,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,0.8,0,1.5
54980_G_UNT5,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,0.8,0,1.5
54980_G_UNT6,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,0.8,0,1.5
54980_G_UNT7,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.5,0,1.5
54980_G_UNT8,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.5,0,1.5
54980_G_UNT9,Ocean County Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.5,0,1.5
55014_G_GEN1,Greene Valley Gas Recovery,Landfill Gas,Landfill Gas,PJM_COMD,0,0,2.9,0,1.5
55014_G_GEN2,Greene Valley Gas Recovery,Landfill Gas,Landfill Gas,PJM_COMD,0,0,2.9,0,1.5
55054_G_1,Livingston Generating Facility,Landfill Gas,Landfill Gas,PJM_COMD,0,0,3.4,0,1.5
55054_G_3,Livingston Generating Facility,Landfill Gas,Landfill Gas,PJM_COMD,0,0,3.4,0,1.5
55054_G_GEN2,Livingston Generating Facility,Landfill Gas,Landfill Gas,PJM_COMD,0,0,3.4,0,1.5
55067_G_GEN4,MPEA Energy Center,Combustion Turbine,Distillate Fuel Oil,PJM_COMD,0,0,2.0,0,21.5
55067_G_GEN5,MPEA Energy Center,Combustion Turbine,Distillate Fuel Oil,PJM_COMD,0,0,2.0,0,21.5
55067_G_GEN6,MPEA Energy Center,Combustion Turbine,Distillate Fuel Oil,PJM_COMD,0,0,2.0,0,21.5
55074_G_GEN1,Lakeview Gas Recovery,Landfill Gas,Landfill Gas,PJM_PENE,0,0,3.0,0,1.5
55074_G_GEN2,Lakeview Gas Recovery,Landfill Gas,Landfill Gas,PJM_PENE,0,0,3.0,0,1.5
55109_G_T4,Rocky Road Power LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,104.9,0,2.55
55109_G_TG1,Rocky Road Power LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,101.4,0,2.55
55109_G_TG2,Rocky Road Power LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,103.6,0,2.55
55109_G_TG3,Rocky Road Power LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,28.7,0,2.55
55110_G_CT1,Madison,Combustion Turbine,Natural Gas,PJM_West,0,0,71.0,0,2.55
55110_G_CT2,Madison,Combustion Turbine,Natural Gas,PJM_West,0,0,71.0,0,2.55
55110_G_CT3,Madison,Combustion Turbine,Natural Gas,PJM_West,0,0,69.0,0,2.55
55110_G_CT4,Madison,Combustion Turbine,Natural Gas,PJM_West,0,0,70.0,0,2.55
55110_G_CT5,Madison,Combustion Turbine,Natural Gas,PJM_West,0,0,70.0,0,2.55
55110_G_CT6,Madison,Combustion Turbine,Natural Gas,PJM_West,0,0,72.0,0,2.55
55110_G_CT7,Madison,Combustion Turbine,Natural Gas,PJM_West,0,0,73.0,0,2.55
55110_G_CT8,Madison,Combustion Turbine,Natural Gas,PJM_West,0,0,70.0,0,2.55
55131_G_CTG1,Kendall County Generation Facility,Combined Cycle,Natural Gas,PJM_COMD,0,0,160.0,0,2.55
55131_G_CTG2,Kendall County Generation Facility,Combined Cycle,Natural Gas,PJM_COMD,0,0,160.0,0,2.55
55131_G_CTG3,Kendall County Generation Facility,Combined Cycle,Natural Gas,PJM_COMD,0,0,160.0,0,2.55
55131_G_CTG4,Kendall County Generation Facility,Combined Cycle,Natural Gas,PJM_COMD,0,0,160.0,0,2.55
55131_G_STG1,Kendall County Generation Facility,Combined Cycle,Natural Gas,PJM_COMD,0,0,125.0,0,2.55
55131_G_STG2,Kendall County Generation Facility,Combined Cycle,Natural Gas,PJM_COMD,0,0,125.0,0,2.55
55131_G_STG3,Kendall County Generation Facility,Combined Cycle,Natural Gas,PJM_COMD,0,0,125.0,0,2.55
55131_G_STG4,Kendall County Generation Facility,Combined Cycle,Natural Gas,PJM_COMD,0,0,125.0,0,2.55
55156_G_UNT1,MM Prince William Energy,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.9,0,1.5
55156_G_UNT2,MM Prince William Energy,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.9,0,1.5
55156_G_UNT3,MM Prince William Energy,Landfill Gas,Landfill Gas,PJM_Dom,0,0,1.6,0,1.5
55156_G_UNT4,MM Prince William Energy,Landfill Gas,Landfill Gas,PJM_Dom,0,0,1.6,0,1.5
55156_G_UNT5,MM Prince William Energy,Landfill Gas,Landfill Gas,PJM_Dom,0,0,1.6,0,1.5
55164_G_CT1,Bluegrass Generating Station,Combustion Turbine,Natural Gas,PJM_West,0,0,167.0,0,2.55
55164_G_CT2,Bluegrass Generating Station,Combustion Turbine,Natural Gas,PJM_West,0,0,167.0,0,2.55
55164_G_CT3,Bluegrass Generating Station,Combustion Turbine,Natural Gas,PJM_West,0,0,167.0,0,2.55
55183_G_CT1,Nelson Energy Center,Combined Cycle,Natural Gas,PJM_COMD,0,0,168.0,0,2.55
55183_G_CT2,Nelson Energy Center,Combined Cycle,Natural Gas,PJM_COMD,0,0,168.0,0,2.55
55183_G_ST1,Nelson Energy Center,Combined Cycle,Natural Gas,PJM_COMD,0,0,125.0,0,2.55
55183_G_ST2,Nelson Energy Center,Combined Cycle,Natural Gas,PJM_COMD,0,0,125.0,0,2.55
55188_G_PT11,Cordova Energy,Combined Cycle,Natural Gas,PJM_COMD,0,0,165.0,0,2.55
55188_G_PT21,Cordova Energy,Combined Cycle,Natural Gas,PJM_COMD,0,0,165.0,0,2.55
55188_G_PT31,Cordova Energy,Combined Cycle,Natural Gas,PJM_COMD,0,0,191.2,0,2.55
55193_G_CTG1,Ontelaunee Energy Center,Combined Cycle,Natural Gas,PJM_WMAC,0,0,184.4,0,2.55
55193_G_CTG2,Ontelaunee Energy Center,Combined Cycle,Natural Gas,PJM_WMAC,0,0,181.9,0,2.55
55193_G_STG,Ontelaunee Energy Center,Combined Cycle,Natural Gas,PJM_WMAC,0,0,186.5,0,2.55
55196_G_UNT1,Springdale 1 & 2,Combustion Turbine,Natural Gas,PJM_AP,0,0,44.0,0,2.55
55196_G_UNT2,Springdale 1 & 2,Combustion Turbine,Natural Gas,PJM_AP,0,0,44.0,0,2.55
55198_G_GTG1,Riverside Generating LLC,Combustion Turbine,Natural Gas,PJM_West,0,0,165.0,0,2.55
55198_G_GTG2,Riverside Generating LLC,Combustion Turbine,Natural Gas,PJM_West,0,0,165.0,0,2.55
55198_G_GTG3,Riverside Generating LLC,Combustion Turbine,Natural Gas,PJM_West,0,0,165.0,0,2.55
55198_G_GTG4,Riverside Generating LLC,Combustion Turbine,Natural Gas,PJM_West,0,0,165.0,0,2.55
55198_G_GTG5,Riverside Generating LLC,Combustion Turbine,Natural Gas,PJM_West,0,0,165.0,0,2.55
55199_G_GT1,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55199_G_GT2,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55199_G_GT3,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55199_G_GT4,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55199_G_GT5,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55199_G_GT6,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55199_G_GT7,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55199_G_GT8,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55199_G_GT9,Elwood Energy LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,150.0,0,2.55
55216_G_STG1,Morris Cogeneration LLC,Combined Cycle,Natural Gas,PJM_COMD,0,0,62.0,0,2.55
55216_G_UNT1,Morris Cogeneration LLC,Combined Cycle,Natural Gas,PJM_COMD,0,0,44.0,0,2.55
55216_G_UNT2,Morris Cogeneration LLC,Combined Cycle,Natural Gas,PJM_COMD,0,0,44.0,0,2.55
55216_G_UNT3,Morris Cogeneration LLC,Combined Cycle,Natural Gas,PJM_COMD,0,0,44.0,0,2.55
55222_G_CTG1,Lincoln Generating Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,77.5,0,2.55
55222_G_CTG2,Lincoln Generating Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,77.8,0,2.55
55222_G_CTG3,Lincoln Generating Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,78.0,0,2.55
55222_G_CTG4,Lincoln Generating Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,78.0,0,2.55
55222_G_CTG5,Lincoln Generating Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,77.5,0,2.55
55222_G_CTG6,Lincoln Generating Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,77.3,0,2.55
55222_G_CTG7,Lincoln Generating Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,78.2,0,2.55
55222_G_CTG8,Lincoln Generating Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,78.6,0,2.55
55228_G_GT1,Greenville Electric Generating Station,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,49.0,0,12.025
55228_G_GT2,Greenville Electric Generating Station,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,49.0,0,12.025
55228_G_GT3,Greenville Electric Generating Station,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,49.0,0,12.025
55228_G_GT4,Greenville Electric Generating Station,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,49.0,0,12.025
55231_G_GTG1,Liberty Electric Power Plant,Combined Cycle,Natural Gas,PJM_EMAC,0,0,169.1,0,2.55
55231_G_GTG2,Liberty Electric Power Plant,Combined Cycle,Natural Gas,PJM_EMAC,0,0,169.1,0,2.55
55231_G_STG,Liberty Electric Power Plant,Combined Cycle,Natural Gas,PJM_EMAC,0,0,223.8,0,2.55
55233_G_GT01,Handsome Lake Energy LLC,Combustion Turbine,Natural Gas,PJM_PENE,0,0,53.5,0,2.55
55233_G_GT02,Handsome Lake Energy LLC,Combustion Turbine,Natural Gas,PJM_PENE,0,0,53.5,0,2.55
55233_G_GT03,Handsome Lake Energy LLC,Combustion Turbine,Natural Gas,PJM_PENE,0,0,53.5,0,2.55
55233_G_GT04,Handsome Lake Energy LLC,Combustion Turbine,Natural Gas,PJM_PENE,0,0,53.5,0,2.55
55233_G_GT05,Handsome Lake Energy LLC,Combustion Turbine,Natural Gas,PJM_PENE,0,0,53.5,0,2.55
55236_G_CT1,Lee Energy Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,84.9,0,2.55
55236_G_CT2,Lee Energy Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,84.9,0,2.55
55236_G_CT3,Lee Energy Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,84.9,0,2.55
55236_G_CT4,Lee Energy Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,84.1,0,2.55
55236_G_CT5,Lee Energy Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,85.1,0,2.55
55236_G_CT6,Lee Energy Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,85.1,0,2.55
55236_G_CT7,Lee Energy Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,83.9,0,2.55
55236_G_CT8,Lee Energy Facility,Combustion Turbine,Natural Gas,PJM_COMD,0,0,83.9,0,2.55
55238_G_0001,NRG Rockford I,Combustion Turbine,Natural Gas,PJM_COMD,0,0,184.3,0,2.55
55238_G_0002,NRG Rockford I,Combustion Turbine,Natural Gas,PJM_COMD,0,0,181.6,0,2.55
55239_G_0001,Red Oak Power LLC,Combined Cycle,Natural Gas,PJM_EMAC,0,0,167.3,0,2.55
55239_G_0002,Red Oak Power LLC,Combined Cycle,Natural Gas,PJM_EMAC,0,0,167.3,0,2.55
55239_G_0003,Red Oak Power LLC,Combined Cycle,Natural Gas,PJM_EMAC,0,0,167.3,0,2.55
55239_G_0004,Red Oak Power LLC,Combined Cycle,Natural Gas,PJM_EMAC,0,0,274.0,0,2.55
55247_G_GT1,"Darby Power, LLC",Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,80.0,0,12.025
55247_G_GT2,"Darby Power, LLC",Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,80.0,0,12.025
55247_G_GT3,"Darby Power, LLC",Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,80.0,0,12.025
55247_G_GT4,"Darby Power, LLC",Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,80.0,0,12.025
55247_G_GT5,"Darby Power, LLC",Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,80.0,0,12.025
55247_G_GT6,"Darby Power, LLC",Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,80.0,0,12.025
55250_G_UPG1,University Park South,Combustion Turbine,Natural Gas,PJM_COMD,0,0,50.0,0,2.55
55250_G_UPG2,University Park South,Combustion Turbine,Natural Gas,PJM_COMD,0,0,50.0,0,2.55
55250_G_UPG3,University Park South,Combustion Turbine,Natural Gas,PJM_COMD,0,0,50.0,0,2.55
55250_G_UPG4,University Park South,Combustion Turbine,Natural Gas,PJM_COMD,0,0,50.0,0,2.55
55250_G_UPG5,University Park South,Combustion Turbine,Natural Gas,PJM_COMD,0,0,50.0,0,2.55
55250_G_UPG6,University Park South,Combustion Turbine,Natural Gas,PJM_COMD,0,0,50.0,0,2.55
55253_G_GT1,Crete Energy Venture LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,75.0,0,2.55
55253_G_GT2,Crete Energy Venture LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,75.0,0,2.55
55253_G_GT3,Crete Energy Venture LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,75.0,0,2.55
55253_G_GT4,Crete Energy Venture LLC,Combustion Turbine,Natural Gas,PJM_COMD,0,0,75.0,0,2.55
55262_G_CT1,Bowling Green Generating Station,Combustion Turbine,Natural Gas,PJM_ATSI,0,0,26.0,0,2.55
55262_G_CT2,Bowling Green Generating Station,Combustion Turbine,Natural Gas,PJM_ATSI,0,0,12.0,0,2.55
55263_G_CT1,Galion Generating Station,Combustion Turbine,Natural Gas,PJM_ATSI,0,0,26.0,0,2.55
55263_G_CT2,Galion Generating Station,Combustion Turbine,Natural Gas,PJM_ATSI,0,0,12.0,0,2.55
55264_G_CT1,Napoleon Peaking Station,Combustion Turbine,Natural Gas,PJM_ATSI,0,0,26.0,0,2.55
