GEN_ID,PLANT_NAME,PLANT_TYPE,FUEL_TYPE,ZONE,BUS,PG,PMAX,PMIN,COST
50189_B_1HFB,Domtar Paper Co LLC Plymouth NC,Biomass,Biomass,PJM_Dom,0,0,22.7,0,7.39
50189_B_2HFB,Domtar Paper Co LLC Plymouth NC,Biomass,Biomass,PJM_Dom,0,0,19.2,0,7.39
50189_B_5REC,Domtar Paper Co LLC Plymouth NC,Non-Fossil Waste,Non-Fossil Waste,PJM_Dom,0,0,73.0,0,0.0
50215_B_101,York County Resource Recovery,Municipal Solid Waste,MSW,PJM_WMAC,0,0,10.0,0,0.0
50215_B_102,York County Resource Recovery,Municipal Solid Waste,MSW,PJM_WMAC,0,0,10.0,0,0.0
50215_B_103,York County Resource Recovery,Municipal Solid Waste,MSW,PJM_WMAC,0,0,10.0,0,0.0
50279_B_MAIN,Archbald Power Station,Landfill Gas,Landfill Gas,PJM_WMAC,0,0,20.0,0,1.5
50366_B_BLR1,University of Notre Dame,O/G Steam,Natural Gas,PJM_West,0,0,2.6,0,2.55
50366_B_BLR2,University of Notre Dame,O/G Steam,Natural Gas,PJM_West,0,0,2.6,0,2.55
2828_B_1,Cardinal,Coal Steam,Bituminous,PJM_West,0,0,585.0,0,2.14
2828_B_2,Cardinal,Coal Steam,Bituminous,PJM_West,0,0,585.0,0,2.14
2828_B_3,Cardinal,Coal Steam,Bituminous,PJM_West,0,0,620.0,0,2.14
2876_B_1,Kyger Creek,Coal Steam,"Bituminous, Subbituminous",PJM_West,0,0,194.0,0,2.14
2876_B_2,Kyger Creek,Coal Steam,"Bituminous, Subbituminous",PJM_West,0,0,192.0,0,2.14
2876_B_3,Kyger Creek,Coal Steam,"Bituminous, Subbituminous",PJM_West,0,0,192.0,0,2.14
2876_B_4,Kyger Creek,Coal Steam,"Bituminous, Subbituminous",PJM_West,0,0,192.0,0,2.14
2876_B_5,Kyger Creek,Coal Steam,"Bituminous, Subbituminous",PJM_West,0,0,192.0,0,2.14
2878_B_1,FirstEnergy Bay Shore,Coal Steam,Petroleum Coke,PJM_ATSI,0,0,139.0,0,1.8
2914_B_4,Dover,Coal Steam,Bituminous,PJM_West,0,0,23.2,0,2.14
2935_B_10,Orrville,Coal Steam,Bituminous,PJM_West,0,0,6.7,0,2.14
2935_B_11,Orrville,Coal Steam,Bituminous,PJM_West,0,0,6.7,0,2.14
2935_B_12,Orrville,O/G Steam,Natural Gas,PJM_West,0,0,30.0,0,2.55
2935_B_13,Orrville,Coal Steam,Bituminous,PJM_West,0,0,23.0,0,2.14
2936_B_3,Painesville,Coal Steam,Bituminous,PJM_ATSI,0,0,9.8,0,2.14
2936_B_4,Painesville,Coal Steam,Bituminous,PJM_ATSI,0,0,18.6,0,2.14
2936_B_5,Painesville,Coal Steam,Bituminous,PJM_ATSI,0,0,18.6,0,2.14
3118_B_1,Conemaugh,Coal Steam,Bituminous,PJM_PENE,0,0,850.0,0,2.14
3118_B_2,Conemaugh,Coal Steam,Bituminous,PJM_PENE,0,0,850.0,0,2.14
3130_B_1,Seward (PA),Coal Steam,Waste Coal,PJM_PENE,0,0,260.0,0,5.53
3130_B_2,Seward (PA),Coal Steam,Waste Coal,PJM_PENE,0,0,260.0,0,5.53
3131_B_1,Shawville,O/G Steam,Natural Gas,PJM_PENE,0,0,122.0,0,2.55
3131_B_2,Shawville,O/G Steam,Natural Gas,PJM_PENE,0,0,125.0,0,2.55
3131_B_3,Shawville,O/G Steam,Natural Gas,PJM_PENE,0,0,174.0,0,2.55
3131_B_4,Shawville,O/G Steam,Natural Gas,PJM_PENE,0,0,175.0,0,2.55
3136_B_1,Keystone,Coal Steam,Bituminous,PJM_PENE,0,0,850.0,0,2.14
3136_B_2,Keystone,Coal Steam,Bituminous,PJM_PENE,0,0,850.0,0,2.14
3138_B_3,New Castle Plant,O/G Steam,Natural Gas,PJM_ATSI,0,0,92.0,0,2.55
3138_B_4,New Castle Plant,O/G Steam,Natural Gas,PJM_ATSI,0,0,93.0,0,2.55
3138_B_5,New Castle Plant,O/G Steam,Natural Gas,PJM_ATSI,0,0,141.0,0,2.55
3140_B_1,Brunner Island,O/G Steam,Natural Gas,PJM_WMAC,0,0,306.0,0,2.55
3140_B_2,Brunner Island,O/G Steam,Natural Gas,PJM_WMAC,0,0,363.0,0,2.55
3140_B_3,Brunner Island,O/G Steam,Natural Gas,PJM_WMAC,0,0,742.0,0,2.55
3148_B_3,TalenEnergy Martins Creek,O/G Steam,"Natural Gas, Residual Fuel Oil",PJM_WMAC,0,0,850.0,0,10.275
3148_B_4,TalenEnergy Martins Creek,O/G Steam,"Natural Gas, Residual Fuel Oil",PJM_WMAC,0,0,850.0,0,10.275
3149_B_1,TalenEnergy Montour,Coal Steam,Bituminous,PJM_WMAC,0,0,752.0,0,2.14
3149_B_2,TalenEnergy Montour,Coal Steam,Bituminous,PJM_WMAC,0,0,752.0,0,2.14
3775_B_1,Clinch River,O/G Steam,Natural Gas,PJM_West,0,0,230.0,0,2.55
3775_B_2,Clinch River,O/G Steam,Natural Gas,PJM_West,0,0,230.0,0,2.55
3935_B_1,John E Amos,Coal Steam,Bituminous,PJM_West,0,0,800.0,0,2.14
3935_B_2,John E Amos,Coal Steam,Bituminous,PJM_West,0,0,800.0,0,2.14
3935_B_3,John E Amos,Coal Steam,Bituminous,PJM_West,0,0,1300.0,0,2.14
3943_B_1,FirstEnergy Fort Martin Power Station,Coal Steam,Bituminous,PJM_AP,0,0,552.0,0,2.14
3943_B_2,FirstEnergy Fort Martin Power Station,Coal Steam,Bituminous,PJM_AP,0,0,546.0,0,2.14
3944_B_1,FirstEnergy Harrison Power Station,Coal Steam,Bituminous,PJM_AP,0,0,652.0,0,2.14
3944_B_2,FirstEnergy Harrison Power Station,Coal Steam,Bituminous,PJM_AP,0,0,651.0,0,2.14
3944_B_3,FirstEnergy Harrison Power Station,Coal Steam,Bituminous,PJM_AP,0,0,651.0,0,2.14
3948_B_1,Mitchell (WV),Coal Steam,Bituminous,PJM_West,0,0,770.0,0,2.14
3948_B_2,Mitchell (WV),Coal Steam,Bituminous,PJM_West,0,0,790.0,0,2.14
3954_B_1,Mt Storm,Coal Steam,Bituminous,PJM_AP,0,0,554.0,0,2.14
3954_B_2,Mt Storm,Coal Steam,Bituminous,PJM_AP,0,0,555.0,0,2.14
3954_B_3,Mt Storm,Coal Steam,Bituminous,PJM_AP,0,0,520.0,0,2.14
50366_B_BLR3,University of Notre Dame,O/G Steam,Natural Gas,PJM_West,0,0,2.6,0,2.55
50366_B_BLR4,University of Notre Dame,O/G Steam,Natural Gas,PJM_West,0,0,2.6,0,2.55
50366_B_BLR5,University of Notre Dame,O/G Steam,Natural Gas,PJM_West,0,0,2.6,0,2.55
50366_B_BLR6,University of Notre Dame,O/G Steam,Natural Gas,PJM_West,0,0,2.6,0,2.55
50366_B_BLR7,University of Notre Dame,O/G Steam,Natural Gas,PJM_West,0,0,2.6,0,2.55
50366_B_BLR8,University of Notre Dame,O/G Steam,Natural Gas,PJM_West,0,0,2.6,0,2.55
50397_B_5PB036,Pixelle Specialty Solutions LLC - Spring Grove Facility,Coal Steam,Bituminous,PJM_WMAC,0,0,53.0,0,2.14
50397_B_6PB038,Pixelle Specialty Solutions LLC - Spring Grove Facility,O/G Steam,Natural Gas,PJM_WMAC,0,0,1.8,0,2.55
50397_B_7PB039,Pixelle Specialty Solutions LLC - Spring Grove Facility,O/G Steam,Natural Gas,PJM_WMAC,0,0,11.7,0,2.55
50397_B_REC037,Pixelle Specialty Solutions LLC - Spring Grove Facility,Non-Fossil Waste,Non-Fossil Waste,PJM_WMAC,0,0,18.4,0,0.0
50611_B_031,Westwood Generation LLC,Coal Steam,Waste Coal,PJM_WMAC,0,0,30.0,0,5.53
50628_B_2A,Paulsboro Refinery,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,7.2,0,0.0
50628_B_2B,Paulsboro Refinery,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,7.2,0,0.0
50628_B_2C,Paulsboro Refinery,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,7.2,0,0.0
50628_B_HRSG,Paulsboro Refinery,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,7.2,0,0.0
50657_B_1,Montgomery County Resource Recovery,Municipal Solid Waste,MSW,PJM_SMAC,0,0,18.0,0,0.0
50657_B_2,Montgomery County Resource Recovery,Municipal Solid Waste,MSW,PJM_SMAC,0,0,18.0,0,0.0
50657_B_3,Montgomery County Resource Recovery,Municipal Solid Waste,MSW,PJM_SMAC,0,0,18.0,0,0.0
50658_B_1,Covanta Fairfax Energy,Municipal Solid Waste,MSW,PJM_Dom,0,0,24.5,0,0.0
50658_B_2,Covanta Fairfax Energy,Municipal Solid Waste,MSW,PJM_Dom,0,0,24.5,0,0.0
50658_B_3,Covanta Fairfax Energy,Municipal Solid Waste,MSW,PJM_Dom,0,0,24.5,0,0.0
50658_B_4,Covanta Fairfax Energy,Municipal Solid Waste,MSW,PJM_Dom,0,0,24.5,0,0.0
50663_B_B100,Covanta Alexandria/Arlington Energy,Municipal Solid Waste,MSW,PJM_Dom,0,0,9.7,0,0.0
50663_B_B200,Covanta Alexandria/Arlington Energy,Municipal Solid Waste,MSW,PJM_Dom,0,0,9.7,0,0.0
50663_B_B300,Covanta Alexandria/Arlington Energy,Municipal Solid Waste,MSW,PJM_Dom,0,0,9.7,0,0.0
50776_B_BLR1,Panther Creek Energy Facility,Coal Steam,Waste Coal,PJM_WMAC,0,0,40.0,0,5.53
50776_B_BLR2,Panther Creek Energy Facility,Coal Steam,Waste Coal,PJM_WMAC,0,0,40.0,0,5.53
50813_B_CB1,Hopewell Mill,Non-Fossil Waste,Non-Fossil Waste,PJM_Dom,0,0,20.4,0,0.0
50813_B_RB1,Hopewell Mill,Non-Fossil Waste,Non-Fossil Waste,PJM_Dom,0,0,20.4,0,0.0
50859_B_BLR1,Lancaster County Resource Recovery,Municipal Solid Waste,MSW,PJM_WMAC,0,0,10.8,0,0.0
50859_B_BLR2,Lancaster County Resource Recovery,Municipal Solid Waste,MSW,PJM_WMAC,0,0,10.8,0,0.0
50859_B_BLR3,Lancaster County Resource Recovery,Municipal Solid Waste,MSW,PJM_WMAC,0,0,10.8,0,0.0
7213_B_1,Clover,Coal Steam,Bituminous,PJM_Dom,0,0,440.0,0,2.14
7213_B_2,Clover,Coal Steam,Bituminous,PJM_Dom,0,0,437.0,0,2.14
8102_B_1,"Gavin Power, LLC",Coal Steam,Bituminous,PJM_West,0,0,1361.0,0,2.14
8102_B_2,"Gavin Power, LLC",Coal Steam,Bituminous,PJM_West,0,0,1361.0,0,2.14
972_B_4,Winnetka,O/G Steam,"Natural Gas, Distillate Fuel Oil",PJM_COMD,0,0,7.0,0,12.025
972_B_5,Winnetka,O/G Steam,Natural Gas,PJM_COMD,0,0,7.0,0,2.55
972_B_7,Winnetka,O/G Steam,"Natural Gas, Distillate Fuel Oil",PJM_COMD,0,0,7.0,0,12.025
972_B_8,Winnetka,O/G Steam,Natural Gas,PJM_COMD,0,0,7.0,0,2.55
50885_B_BLR1,Wheelabrator Gloucester LP,Municipal Solid Waste,MSW,PJM_EMAC,0,0,6.0,0,0.0
50885_B_BLR2,Wheelabrator Gloucester LP,Municipal Solid Waste,MSW,PJM_EMAC,0,0,6.0,0,0.0
50888_B_BLR1,Northampton Generating Company LP,Coal Steam,Waste Coal,PJM_WMAC,0,0,112.0,0,5.53
50900_B_10PB,Covington Facility,O/G Steam,Natural Gas,PJM_Dom,0,0,6.4,0,2.55
50900_B_11PB,Covington Facility,O/G Steam,Natural Gas,PJM_Dom,0,0,6.7,0,2.55
50900_B_1PB,Covington Facility,Biomass,Biomass,PJM_Dom,0,0,37.0,0,7.39
50900_B_1RB,Covington Facility,Non-Fossil Waste,Non-Fossil Waste,PJM_Dom,0,0,17.1,0,0.0
50900_B_2RB,Covington Facility,Non-Fossil Waste,Non-Fossil Waste,PJM_Dom,0,0,64.0,0,0.0
50900_B_6PB,Covington Facility,O/G Steam,Natural Gas,PJM_Dom,0,0,10.7,0,2.55
50900_B_9PB,Covington Facility,Coal Steam,Bituminous,PJM_Dom,0,0,14.7,0,2.14
50960_B_UNIT1,Union County Resource Recovery,Municipal Solid Waste,MSW,PJM_EMAC,0,0,12.5,0,0.0
50960_B_UNIT2,Union County Resource Recovery,Municipal Solid Waste,MSW,PJM_EMAC,0,0,12.5,0,0.0
50960_B_UNIT3,Union County Resource Recovery,Municipal Solid Waste,MSW,PJM_EMAC,0,0,12.5,0,0.0
50974_B_UNIT 1,Scrubgrass Reclamation CO. LP.,Coal Steam,"Bituminous, Waste Coal",PJM_PENE,0,0,42.0,0,3.835
50974_B_UNIT 2,Scrubgrass Reclamation CO. LP.,Coal Steam,"Bituminous, Waste Coal",PJM_PENE,0,0,42.0,0,3.835
52193_B_BLR2,Delaware City Plant,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,25.0,0,0.0
52193_B_BLR3,Delaware City Plant,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,27.0,0,0.0
52193_B_BLR4,Delaware City Plant,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,33.0,0,0.0
52193_B_HRSG 1,Delaware City Plant,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,24.8,0,0.0
52193_B_HRSG 2,Delaware City Plant,Fossil Waste,Fossil Waste,PJM_EMAC,0,0,24.8,0,0.0
54081_B_3A,Spruance Operating Services LLC,O/G Steam,Natural Gas,PJM_Dom,0,0,21.2,0,2.55
54081_B_3B,Spruance Operating Services LLC,O/G Steam,Natural Gas,PJM_Dom,0,0,21.2,0,2.55
54081_B_4A,Spruance Operating Services LLC,O/G Steam,Natural Gas,PJM_Dom,0,0,6.2,0,2.55
54081_B_4B,Spruance Operating Services LLC,O/G Steam,Natural Gas,PJM_Dom,0,0,6.2,0,2.55
54207_B_1,Clevelandcliffs Warren,Fossil Waste,Fossil Waste,PJM_ATSI,0,0,2.8,0,0.0
54207_B_2,Clevelandcliffs Warren,Fossil Waste,Fossil Waste,PJM_ATSI,0,0,7.0,0,0.0
54207_B_3,Clevelandcliffs Warren,Fossil Waste,Fossil Waste,PJM_ATSI,0,0,9.3,0,0.0
54556_B_BLR10,Ingredion Incorporated,O/G Steam,Natural Gas,PJM_COMD,0,0,10.6,0,2.55
54556_B_BLR6,Ingredion Incorporated,O/G Steam,Natural Gas,PJM_COMD,0,0,10.6,0,2.55
54556_B_BLR7,Ingredion Incorporated,O/G Steam,Natural Gas,PJM_COMD,0,0,10.6,0,2.55
54556_B_BLR8,Ingredion Incorporated,O/G Steam,Natural Gas,PJM_COMD,0,0,10.6,0,2.55
54625_B_1,Covanta Plymouth Renewable Energy,Municipal Solid Waste,MSW,PJM_EMAC,0,0,14.0,0,0.0
54625_B_2,Covanta Plymouth Renewable Energy,Municipal Solid Waste,MSW,PJM_EMAC,0,0,14.0,0,0.0
54634_B_1,St Nicholas Cogen Project,Coal Steam,Waste Coal,PJM_WMAC,0,0,86.0,0,5.53
54746_B_1,Wheelabrator Falls,Municipal Solid Waste,MSW,PJM_EMAC,0,0,22.0,0,0.0
54746_B_2,Wheelabrator Falls,Municipal Solid Waste,MSW,PJM_EMAC,0,0,22.0,0,0.0
54785_B_1CT,Grays Ferry Cogeneration,O/G Steam,Natural Gas,PJM_EMAC,0,0,27.0,0,2.55
54785_B_B25,Grays Ferry Cogeneration,O/G Steam,Natural Gas,PJM_EMAC,0,0,30.0,0,2.55
54998_B_12300,Wheelabrator Portsmouth,Municipal Solid Waste,MSW,PJM_Dom,0,0,11.6,0,0.0
54998_B_12400,Wheelabrator Portsmouth,Municipal Solid Waste,MSW,PJM_Dom,0,0,11.6,0,0.0
54998_B_12500,Wheelabrator Portsmouth,Municipal Solid Waste,MSW,PJM_Dom,0,0,11.6,0,0.0
54998_B_12600,Wheelabrator Portsmouth,Municipal Solid Waste,MSW,PJM_Dom,0,0,11.6,0,0.0
56671_B_UHA01,Longview Power Plant,Coal Steam,Bituminous,PJM_AP,0,0,710.0,0,2.14
56808_B_1,Virginia City Hybrid Energy Center,Coal Steam,"Bituminous, Waste Coal",PJM_West,0,0,305.0,0,3.835
56808_B_2,Virginia City Hybrid Energy Center,Coal Steam,"Bituminous, Waste Coal",PJM_West,0,0,305.0,0,3.835
56848_B_HRSG10,Haverhill North Cogeneration Facility,Fossil Waste,Fossil Waste,PJM_West,0,0,8.8,0,0.0
56848_B_HRSG11,Haverhill North Cogeneration Facility,Fossil Waste,Fossil Waste,PJM_West,0,0,8.8,0,0.0
56848_B_HRSG6,Haverhill North Cogeneration Facility,Fossil Waste,Fossil Waste,PJM_West,0,0,8.8,0,0.0
56848_B_HRSG7,Haverhill North Cogeneration Facility,Fossil Waste,Fossil Waste,PJM_West,0,0,8.8,0,0.0
56848_B_HRSG8,Haverhill North Cogeneration Facility,Fossil Waste,Fossil Waste,PJM_West,0,0,8.8,0,0.0
56848_B_HRSG9,Haverhill North Cogeneration Facility,Fossil Waste,Fossil Waste,PJM_West,0,0,8.8,0,0.0
57822_B_HRSG1,"Middletown Coke Company, LLC",Fossil Waste,Fossil Waste,PJM_West,0,0,9.4,0,0.0
57822_B_HRSG2,"Middletown Coke Company, LLC",Fossil Waste,Fossil Waste,PJM_West,0,0,9.4,0,0.0
57822_B_HRSG3,"Middletown Coke Company, LLC",Fossil Waste,Fossil Waste,PJM_West,0,0,9.4,0,0.0
57822_B_HRSG4,"Middletown Coke Company, LLC",Fossil Waste,Fossil Waste,PJM_West,0,0,9.4,0,0.0
57822_B_HRSG5,"Middletown Coke Company, LLC",Fossil Waste,Fossil Waste,PJM_West,0,0,9.4,0,0.0
58560_B_BLR1,Halifax County Biomass,Biomass,Biomass,PJM_Dom,0,0,45.0,0,7.39
593_B_3,Edge Moor,O/G Steam,"Natural Gas, Residual Fuel Oil",PJM_EMAC,0,0,86.0,0,10.275
593_B_4,Edge Moor,O/G Steam,"Natural Gas, Residual Fuel Oil",PJM_EMAC,0,0,174.0,0,10.275
593_B_5,Edge Moor,O/G Steam,"Natural Gas, Residual Fuel Oil",PJM_EMAC,0,0,450.0,0,10.275
6018_B_2,East Bend,Coal Steam,Bituminous,PJM_West,0,0,600.0,0,2.14
602_B_1,Brandon Shores,Coal Steam,Bituminous,PJM_SMAC,0,0,635.0,0,2.14
602_B_2,Brandon Shores,Coal Steam,Bituminous,PJM_SMAC,0,0,638.0,0,2.14
6041_B_1,H L Spurlock,Coal Steam,Bituminous,PJM_West,0,0,300.0,0,2.14
6041_B_2,H L Spurlock,Coal Steam,Bituminous,PJM_West,0,0,510.0,0,2.14
6041_B_3,H L Spurlock,Coal Steam,Bituminous,PJM_West,0,0,268.0,0,2.14
6041_B_4,H L Spurlock,Coal Steam,Bituminous,PJM_West,0,0,268.0,0,2.14
6166_B_MB1,Rockport,Coal Steam,Bituminous,PJM_West,0,0,1300.0,0,2.14
6166_B_MB2,Rockport,Coal Steam,Bituminous,PJM_West,0,0,1300.0,0,2.14
6264_B_1,Mountaineer,Coal Steam,Bituminous,PJM_West,0,0,1299.0,0,2.14
10030_G_COG1,Energy Center Dover,Combined Cycle,Natural Gas,PJM_EMAC,0,0,15.0,0,2.55
10030_G_KD-1,Energy Center Dover,Combined Cycle,Natural Gas,PJM_EMAC,0,0,44.0,0,2.55
10030_G_KD-2,Energy Center Dover,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,44.0,0,12.025
10546_G_GEN1,Beaver Valley Patterson Dam,Hydro,Hydro,PJM_West,0,0,0.4,0,0.0
10546_G_GEN2,Beaver Valley Patterson Dam,Hydro,Hydro,PJM_West,0,0,0.4,0,0.0
10546_G_GEN3,Beaver Valley Patterson Dam,Hydro,Hydro,PJM_West,0,0,0.4,0,0.0
10633_G_GT1,Hopewell Cogeneration,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_Dom,0,0,94.1,0,12.025
10061_G_GEN1,"Mars Wrigley Confectionery US, LLC",Combined Cycle,Natural Gas,PJM_EMAC,0,0,8.8,0,2.55
10061_G_GEN2,"Mars Wrigley Confectionery US, LLC",Combined Cycle,Natural Gas,PJM_EMAC,0,0,0.7,0,2.55
7318_G_1,Van Sant Station,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,44.4,0,12.025
7335_G_RCT1,Richmond,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,34.0,0,12.025
7335_G_RCT2,Richmond,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,34.0,0,12.025
7336_G_ACT1,Anderson,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,34.0,0,12.025
7336_G_ACT2,Anderson,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,34.0,0,12.025
7336_G_ACT3,Anderson,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_West,0,0,72.0,0,12.025
7397_G_5,Falling Spring,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_AP,0,0,2.1,0,12.025
7397_G_6,Falling Spring,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_AP,0,0,2.1,0,12.025
7397_G_7,Falling Spring,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_AP,0,0,2.9,0,12.025
7429_G_2,Edenton Generators,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.2,0,21.5
7429_G_3,Edenton Generators,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.2,0,21.5
7438_G_C3A,Church Street Plant,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.0,0,21.5
7438_G_C5,Church Street Plant,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7438_G_C6,Church Street Plant,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7439_G_C10,Godwin Drive Plant,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7439_G_C7,Godwin Drive Plant,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7439_G_C8,Godwin Drive Plant,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7439_G_C9,Godwin Drive Plant,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7440_G_V10,VMEA 1 Credit Gen,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7440_G_V3,VMEA 1 Credit Gen,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7440_G_V4,VMEA 1 Credit Gen,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7440_G_V5,VMEA 1 Credit Gen,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
7440_G_V6,VMEA 1 Credit Gen,Combustion Turbine,Distillate Fuel Oil,PJM_Dom,0,0,1.5,0,21.5
10129_G_GEN1,Indiana University of Pennsylvania,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_PENE,0,0,6.0,0,12.025
10129_G_GEN2,Indiana University of Pennsylvania,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_PENE,0,0,6.0,0,12.025
10129_G_GEN3,Indiana University of Pennsylvania,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_PENE,0,0,6.0,0,12.025
10129_G_GEN4,Indiana University of Pennsylvania,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_PENE,0,0,6.0,0,12.025
10152_G_L-1,Warrior Ridge Hydro,Hydro,Hydro,PJM_PENE,0,0,0.7,0,0.0
10152_G_L-2,Warrior Ridge Hydro,Hydro,Hydro,PJM_PENE,0,0,0.7,0,0.0
10152_G_L-4,Warrior Ridge Hydro,Hydro,Hydro,PJM_PENE,0,0,0.7,0,0.0
10152_G_L-5,Warrior Ridge Hydro,Hydro,Hydro,PJM_PENE,0,0,0.7,0,0.0
10155_G_1,Brasfield,Hydro,Hydro,PJM_Dom,0,0,2.9,0,0.0
10285_G_GEN1,Townsend Hydro,Hydro,Hydro,PJM_West,0,0,2.1,0,0.0
10285_G_GEN2,Townsend Hydro,Hydro,Hydro,PJM_West,0,0,2.1,0,0.0
10308_G_CT1,Sayreville Cogeneration Facility,Combined Cycle,Natural Gas,PJM_EMAC,0,0,112.0,0,2.55
10308_G_CT2,Sayreville Cogeneration Facility,Combined Cycle,Natural Gas,PJM_EMAC,0,0,112.0,0,2.55
10308_G_ST1,Sayreville Cogeneration Facility,Combined Cycle,Natural Gas,PJM_EMAC,0,0,68.0,0,2.55
10751_G_GEN1,Camden Plant Holdings LLC,Combined Cycle,Natural Gas,PJM_EMAC,0,0,79.8,0,2.55
10751_G_GEN2,Camden Plant Holdings LLC,Combined Cycle,Natural Gas,PJM_EMAC,0,0,65.2,0,2.55
10798_G_GEN1,Fries Hydroelectric Project,Hydro,Hydro,PJM_West,0,0,2.0,0,0.0
10798_G_GEN2,Fries Hydroelectric Project,Hydro,Hydro,PJM_West,0,0,0.8,0,0.0
10798_G_GEN3,Fries Hydroelectric Project,Hydro,Hydro,PJM_West,0,0,0.2,0,0.0
10798_G_GEN4,Fries Hydroelectric Project,Hydro,Hydro,PJM_West,0,0,2.0,0,0.0
10805_G_GEN1,Kenilworth Energy Facility,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,20.0,0,12.025
10805_G_GEN2,Kenilworth Energy Facility,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,4.5,0,12.025
10870_G_GEN1,Hazelton,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_WMAC,0,0,58.9,0,12.025
10870_G_GEN2,Hazelton,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_WMAC,0,0,28.3,0,12.025
10870_G_GEN3,Hazelton,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_WMAC,0,0,29.3,0,12.025
10870_G_GEN4,Hazelton,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_WMAC,0,0,29.1,0,12.025
10903_G_1GEN,Lockport Powerhouse,Hydro,Hydro,PJM_COMD,0,0,6.0,0,0.0
10603_B_031,Ebensburg Power,Coal Steam,Waste Coal,PJM_PENE,0,0,50.0,0,5.53
10629_B_BLR1,Wheelabrator Baltimore Refuse,Municipal Solid Waste,MSW,PJM_SMAC,0,0,20.4,0,0.0
10629_B_BLR2,Wheelabrator Baltimore Refuse,Municipal Solid Waste,MSW,PJM_SMAC,0,0,20.4,0,0.0
10629_B_BLR3,Wheelabrator Baltimore Refuse,Municipal Solid Waste,MSW,PJM_SMAC,0,0,20.4,0,0.0
10643_B_1,Covanta Essex Company,Municipal Solid Waste,MSW,PJM_EMAC,0,0,20.0,0,0.0
10643_B_2,Covanta Essex Company,Municipal Solid Waste,MSW,PJM_EMAC,0,0,20.0,0,0.0
10643_B_3,Covanta Essex Company,Municipal Solid Waste,MSW,PJM_EMAC,0,0,20.0,0,0.0
10113_B_CFB1,John B Rich Memorial Power Station,Coal Steam,Waste Coal,PJM_WMAC,0,0,40.0,0,5.53
10113_B_CFB2,John B Rich Memorial Power Station,Coal Steam,Waste Coal,PJM_WMAC,0,0,40.0,0,5.53
10118_B_1,Harrisburg Facility,Municipal Solid Waste,MSW,PJM_WMAC,0,0,5.6,0,0.0
10118_B_2,Harrisburg Facility,Municipal Solid Waste,MSW,PJM_WMAC,0,0,5.6,0,0.0
10118_B_3,Harrisburg Facility,Municipal Solid Waste,MSW,PJM_WMAC,0,0,5.6,0,0.0
