Time,Month,Day,Hour,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West
3213,5,134,22,4502.57170697531,6335.48219505987,9473.34712442436,11364.2788505816,13105.1695961783,1577.22943733278,5790.5716513385,4616.02936170081,18119.1123208855
3214,5,134,23,4404.19821427564,6140.13741510883,8960.91448197075,11145.5530525931,12580.6533815256,1553.76669349932,5525.91187565443,4507.75667031225,17513.2170464179
3215,5,134,24,4375.35098457662,5998.76636961279,8612.14372957087,11021.4356779275,12263.77428713,1527.87430515531,5384.37661354301,4452.68744541814,17076.0489365217
3216,5,135,1,4282.94494032445,5982.19940079421,8328.21638330111,10976.1222717485,12068.7632795274,1534.63494700462,5283.3402223089,4476.80736979766,16986.7294435918
3217,5,135,2,4381.52658018445,6094.07062505795,8130.24923437445,11007.2309706232,12153.2807959199,1563.74979991577,5302.96197827522,4615.53344558496,17290.9291477671
3218,5,135,3,4443.44832487804,6152.11425670439,8143.14229440078,11139.2731202977,12354.4819916035,1625.83405944722,5406.62217078958,4799.49007823896,17690.1781475037
3219,5,135,4,4559.63473100342,6330.3988460527,8240.8431592616,11374.3328023165,12842.9510235497,1671.01619343267,5602.03426057694,5050.4677240998,18154.4959144833
3220,5,135,5,4766.70638336995,6680.06241766924,8426.8164645269,11710.4795972035,13608.3671329555,1755.96279968747,5985.4806955389,5420.08118921826,19524.7922311405
3221,5,135,6,4908.41114006167,6955.41162068429,8800.31015626174,12083.4890532209,14294.0705628589,1831.28666195645,6309.40049466789,5683.5951892417,20605.2335920617
3222,5,135,7,5029.70818676081,7109.47696757817,9214.24290741834,12334.8133472691,14710.9583301984,1839.01955276941,6486.80910814283,5827.55446165343,21350.0408846661
3223,5,135,8,5151.3571026507,7247.32157302566,9575.01345685357,12455.9091108477,14838.5905208578,1862.45308126644,6613.57644112712,5860.42946086243,21766.2282969532
3224,5,135,9,5257.5717156485,7473.46154357507,9759.55566997626,12569.4771881045,14938.777843562,1839.16415920405,6629.75309831239,5825.3615144348,22451.8004379109
3225,5,135,10,5293.40115555805,7577.36792657728,9929.46513684898,12597.3401043343,14780.6212878691,1828.7625116095,6592.94356601843,5723.7788566126,22854.3330367552
3226,5,135,11,5315.78597101989,7757.4142026167,9867.38113621704,12592.0851761323,14713.9242349727,1798.8324047934,6666.21969965484,5637.96663619137,23159.526383208
3227,5,135,12,5395.51123770769,7844.93142877634,9852.38382120741,12632.9034404082,14882.7370241564,1816.63849135512,6786.0128641552,5601.19033105884,23664.6166501183
3228,5,135,13,5516.66878296914,7857.30164092967,9836.6420085814,12704.9131654726,15097.1262684681,1842.07227868263,6783.93035617027,5621.77552823338,24083.6775911067
3229,5,135,14,5556.1903421919,7894.01687595216,9846.6646879833,12752.7070281645,15376.2663338579,1858.15461105666,6924.65584565871,5649.68641195818,24087.8532950492
3230,5,135,15,5510.43155011924,7776.10797323106,9961.53331242546,12794.2466155125,15430.2565310568,1848.92021080119,6980.27089714103,5613.49843911637,23840.21768612
3231,5,135,16,5474.91825709697,7740.26189607848,9953.78575993315,12844.4118968211,15717.1330629917,1854.32794512472,7067.373819071,5607.71904975036,23385.2459169347
3232,5,135,17,5485.24869015951,7723.26123293296,9992.28458512127,12962.1735087203,16155.4379230551,1854.7892532927,7325.13545867402,5697.2866875482,22982.4282669319
3233,5,135,18,5401.05151944762,7740.71599287856,10043.7005086962,12918.4366458749,16007.7277068,1840.02472157486,7353.32058721936,5576.09199399933,22874.2045631676
3234,5,135,19,5185.77584289414,7397.73579137359,10255.0282646955,12605.129179818,15391.3795004791,1772.08045758749,7117.84629337878,5298.87047206791,21684.3218850183
3235,5,135,20,4897.2592243426,6930.35848712482,10084.4157298727,12195.3925887904,14635.1118639853,1667.60645903122,6830.02245626541,4986.64144823962,20084.7225293122
3236,5,135,21,4651.45221583935,6577.18838847662,9669.76737019982,11790.3830093086,13904.048056083,1597.64790136893,6472.70341914682,4719.96046766473,18732.7259380777
3237,5,135,22,4492.02387409322,6304.46441291171,9126.64240568803,11497.8034360696,13277.2498763606,1535.3698222943,6170.54011905895,4541.00476291424,17820.4858430514
3238,5,135,23,4357.58591582327,6065.99481784809,8683.23211951724,11265.77760153,12780.8128720685,1519.55429437865,5887.93503715632,4430.36341051009,17151.6644497635
3239,5,135,24,4307.7584692772,5879.98522088097,8282.80205875721,11085.532327239,12458.8605718032,1503.09910400392,5693.20404365241,4380.31011809357,16702.3871771236
3240,5,136,1,4307.68410932605,5855.60760108472,8019.55961145247,10982.9619788713,12258.9656500293,1490.412697932,5587.57781980329,4352.26283359857,16485.5212470938
3241,5,136,2,4327.70800876572,5818.3600755635,7829.88409915192,11008.1963838295,12181.5351717328,1518.33778632012,5561.4763435719,4422.39596192155,16668.4537851082
3242,5,136,3,4362.43063445452,5839.84159176626,7736.98375684273,11011.9682684798,12154.519326757,1533.05821377457,5560.80425113651,4543.34602267232,16609.1204060069
3243,5,136,4,4433.30858828938,5980.91341624805,7671.21435193746,11307.4150616833,12559.1848742535,1610.43156992939,5748.15928327365,4822.50204575056,17352.9018405942
3244,5,136,5,4735.89201785571,6254.67582715652,7697.80152024517,11807.0530376722,13212.7634928368,1684.86503271951,6188.11820329803,5119.25274025818,18597.6538646873
3245,5,136,6,4948.33547467208,6491.14610741264,7890.15802957584,12308.1454940053,13842.9225228521,1728.58988744718,6622.29065163996,5360.71684844307,19977.8551820627
3246,5,136,7,5126.72725856381,6660.32404939246,8233.4037959175,12833.5356282718,14435.6387343542,1773.18146977283,6992.97836590102,5539.94725892831,21142.9693869731
3247,5,136,8,5319.58070692225,6817.42330510957,8604.24473413981,13278.9659886441,15027.5488399482,1778.85300548401,7399.16555253215,5680.69833410346,22104.0962058422
3248,5,136,9,5451.9279492779,6936.23469993039,8867.86039865831,13665.8514533195,15776.4548231564,1810.57513141644,7800.99575920262,5771.78330892658,23143.195312978
3249,5,136,10,5562.94369829391,6923.49574094453,9061.34385573885,13930.3254499495,16424.4087373963,1802.37605984845,8094.70342036302,5826.74099985781,23878.5563547053
3250,5,136,11,5634.92068600588,6972.99487846982,9074.03465544705,14324.3406976675,16825.5409377182,1802.68535672036,8408.24767034698,5856.82222516404,24616.1958685607
3251,5,136,12,5780.64317386567,7080.3373830166,9000.97102571695,14622.4776404897,17429.4618852727,1796.89889296448,8766.40389251563,5993.62683924122,25069.1611651284
3252,5,136,13,5989.09059582396,7076.57663371063,9087.25519625325,14868.9659549615,18140.4197597337,1841.1145982706,9031.53481863615,6119.33978560545,25698.1353249871
3253,5,136,14,6104.76888092504,7232.76558280959,9068.96330838893,15103.5154571132,18828.2961654192,1868.02663327986,9327.95257381036,6225.86509288567,26266.0812267796
3254,5,136,15,6123.69861985202,7289.3317046719,9136.31752210484,15057.9084730599,18921.8483276045,1872.83554476741,9349.20999688612,6224.09731570306,26078.0716086532
3255,5,136,16,6053.55307369978,7242.63797747875,9265.84875828383,14892.7187334777,18878.9485847612,1873.5437981461,9283.19872918884,6199.94191462239,25462.1609216079
3256,5,136,17,5988.76178446264,7251.04026822643,9374.75007842262,14755.5427769923,19042.967890199,1895.64317051687,9272.60335231025,6264.73494486,24941.8236064391
3257,5,136,18,5829.58013841547,7382.80641542231,9550.12624576178,14379.6613487469,18593.2375893641,1901.75198141004,9065.51783773082,6170.51446473472,24525.2335333362
3258,5,136,19,5442.03530148082,7029.92071948317,9848.80159687871,13633.9408835263,17355.7969512729,1799.47883164093,8444.53681797965,5788.8876918899,23054.5460717254
3259,5,136,20,5131.11836366817,6664.58105846757,9740.99135043889,12925.0225580498,15956.6137161962,1699.9817479093,7709.67988161247,5351.83268808953,21163.9566742328
3260,5,136,21,4858.05410803403,6311.28044888096,9295.1052671276,12323.8425907338,14753.3189167731,1641.15255704089,7081.1065702698,4978.02551864832,19649.3811319138
3261,5,136,22,4688.52759989235,6099.85576859587,8943.15448144528,11938.7505462714,14054.7541915389,1574.54114129566,6655.45260659142,4778.24895917852,18798.9127810305
3262,5,136,23,4582.00885088354,5994.01576098341,8536.12722168378,11599.2816010458,13307.0514619777,1570.62887539495,6279.10135904003,4707.0887619301,18024.8039560666
3263,5,136,24,4516.88310460807,5946.01691946934,8250.33023262693,11425.1141052339,12808.272434012,1588.82078616952,6068.13703356776,4666.73765614958,17785.0595142928
3264,5,137,1,4535.35315354407,6026.83195769326,8069.71129178893,11383.0370230469,12699.9566662785,1606.64626250387,6014.00967958249,4735.48769442231,17862.1035305862
3265,5,137,2,4739.75369135568,6325.51261319943,7988.73874461645,11623.3945755181,13032.7005888129,1732.00100148014,6280.59570495847,5084.00281959621,18849.1014699557
3266,5,137,3,5010.55243455059,6814.55199830632,8145.12934456443,12116.9817963499,13942.4865151175,1892.01387158241,6721.75811324396,5653.22706660719,20471.3824745211
3267,5,137,4,5239.03783352558,7329.64343521487,8750.9131160451,12517.6251792893,14847.8663732352,1976.08187225372,7145.81775404437,6110.93246499421,21625.9694519018
3268,5,137,5,5383.66543177031,7617.56209537089,9613.55482959023,12781.6839138631,15247.8193242217,2032.4082182553,7347.11312087176,6298.96476212954,22524.2166052238
3269,5,137,6,5538.4553420048,7837.9518442447,10378.7120301277,13103.373044446,15590.8761277811,2080.78114280386,7560.9169502084,6432.73609172554,23325.7978408371
3270,5,137,7,5707.75201535844,7968.84352154623,10656.8561197868,13387.3592714767,15920.2651374938,2131.79132902586,7780.66155620171,6561.48062484226,24529.0744728993
3271,5,137,8,5874.34485290513,8148.03420926225,10838.6623170611,13634.6866506176,16250.683721326,2137.53735349751,7998.72094213924,6625.77283445838,25566.6970837678
3272,5,137,9,6046.09260595508,8333.58361371387,11120.0120024311,13861.9131847492,16635.3242932529,2157.77015811194,8229.09898854794,6666.6276154658,26817.4366055323
3273,5,137,10,6222.69488073902,8438.78588913276,11269.0577191226,14090.4580478859,17095.4792095173,2186.8034404401,8430.8038001712,6757.31945685737,27694.0872237103
3274,5,137,11,6389.35814276864,8513.12602112369,11245.0113410256,14302.6325289211,17731.7343630018,2149.00912957555,8716.06065625278,6786.82992711312,28334.9626165097
3275,5,137,12,6532.70684117566,8540.01272005251,11291.5817803056,14456.9117414399,18329.9066151758,2150.99220712263,9057.64672253112,6864.87624110861,28678.0842315104
3276,5,137,13,6668.65819068999,8624.18606828609,11210.4721864365,14501.0551267899,19146.6738062687,2157.26027760928,9302.25508368614,6981.86963107038,28942.1630909447
3277,5,137,14,6636.81264385168,8611.60203309656,11197.8246622832,14500.0694882436,19753.7256173617,2144.82845126593,9480.38348941283,7048.05063356289,28947.3992956828
3278,5,137,15,6582.30758019364,8492.24888255495,11247.2098848647,14377.5553828549,19846.4319606245,2112.92636390632,9463.9760127,7019.4117404431,28467.7613046299
3279,5,137,16,6503.18157193219,8451.70488107268,11269.1254549619,14256.4060904178,19704.5536626982,2087.02764264576,9320.26545126364,6917.53041774011,27866.715791386
3280,5,137,17,6469.80227148186,8582.64672774892,11242.4679488953,14234.0939631817,19792.8055265619,2119.92438486631,9299.10838034169,6893.32016360074,27283.0237805605
3281,5,137,18,6281.35912243357,8454.88237468579,11263.9319773249,13885.6944643961,19179.0831775264,2104.611614162,9038.82542452154,6755.15609589996,26541.060275037
3282,5,137,19,5860.85469154111,7846.50999318353,11445.0795127473,13206.4588960516,17654.5734505082,1995.84268157197,8385.5092519725,6203.99592545525,24450.8863395204
3283,5,137,20,5482.35256329074,7372.8349424877,11126.5576494752,12546.3582437946,16132.8434640639,1841.10556003594,7602.80425047666,5669.21809802302,22291.036407885
3284,5,137,21,5162.94060497102,7009.61258715022,10398.2025183616,11946.6477424484,14773.0029399723,1751.82219828734,6911.24430038587,5301.82599773757,20854.6408495978
3285,5,137,22,4939.97776337926,6679.72920479051,9639.04518987596,11543.3595981816,13809.1882370996,1682.05299419969,6431.99442161529,5073.2539775875,19708.9867773217
3286,5,137,23,4796.42090268797,6510.71999772337,9102.26113086972,11219.8287583628,13224.9845640556,1672.71298341964,6088.76511337981,4985.05226544062,19077.8487263952
3287,5,137,24,4731.08928596589,6388.44709537558,8730.29501603581,11130.3636961865,12841.3937725007,1654.2329370237,5881.71851509093,4944.27427178966,18623.7414098589
3288,5,138,1,4753.18588410253,6464.81809325179,8457.76651478121,11156.1352238636,12743.9184860679,1704.62932868985,5873.32168888473,5034.92498003473,18804.7023448001
3289,5,138,2,4931.39404976002,6732.20279731044,8340.29824521707,11406.4596222803,13180.2332201739,1764.96939419744,6193.03140178739,5339.83332035537,19788.4162054071
3290,5,138,3,5227.4995185211,7131.97841635936,8437.68251700963,11915.8279855431,14066.1344894768,1972.36743744438,6682.02455333224,5922.77653463608,21335.4091526455
3291,5,138,4,5363.90754374676,7569.99885728718,8908.89245522735,12280.5050297784,14972.3157766265,2062.03835759221,7093.20019747364,6298.30507352238,22520.3141754145
3292,5,138,5,5516.05223896547,7883.02991778742,9647.85565283502,12465.6101754595,15513.3390722322,2113.82350223424,7236.15827195416,6460.57582100766,23159.5213409353
3293,5,138,6,5570.3297384853,8068.20457652336,10292.7426917311,12648.8731122601,15808.5022508218,2128.62159205899,7374.7920788808,6520.08377222322,23854.7551988775
3294,5,138,7,5690.54528269744,8246.79371495438,10657.171912743,12793.8349893034,16061.1508991632,2139.46877812288,7495.91045648546,6628.42835400947,24640.4683381253
3295,5,138,8,5728.09529496995,8390.66928590091,10881.3855133744,13024.2679403511,16308.070183713,2148.49688096112,7588.76581118681,6689.2648496479,25442.6433657429
3296,5,138,9,5794.18145413479,8585.63357797448,11059.3880409699,13383.6360888867,16475.5724589664,2155.81656120829,7688.14531087438,6644.1753912538,26317.5635064177
3297,5,138,10,5882.94809370461,8828.40581408183,11228.2734731462,13759.5716104308,16661.0886644513,2167.09852128444,7741.35130002011,6688.58767639094,27205.7124125787
3298,5,138,11,5998.81141019733,8932.25666030451,11287.36626567,14263.4251168791,16757.9990309245,2142.22267005407,7951.89866726423,6530.8775933113,27733.6181039467
3299,5,138,12,6047.95621424181,8913.98943245075,11367.3895826771,14620.9265364842,16686.0410004199,2116.1858149516,8192.07068113165,6479.07632820396,28136.4870822397
3300,5,138,13,6186.12934990934,8820.93559477947,11322.7471701453,14784.4563248425,16913.9452612239,2118.65695381395,8464.04659181504,6460.18620901879,28427.2819324389
3301,5,138,14,6203.93652545253,8754.25048876757,11308.7655818713,14769.0555459789,17295.8303590777,2123.23573683195,8553.36862164631,6493.49023439255,28460.2051078571
3302,5,138,15,6242.77392962159,8655.84005698349,11300.595466673,14525.5332888436,17550.2558518418,2088.49084141546,8513.81682505742,6453.98931163148,27917.5457055336
3303,5,138,16,6184.90424680619,8605.95166283871,11275.8648265034,14371.1999628062,17811.7073089321,2108.05215115281,8498.41730056345,6466.45727167331,27229.0638521605
3304,5,138,17,6146.24658957184,8528.71332061384,11226.8007514195,14327.5760208724,18350.1381523163,2116.3328610184,8631.08482650241,6527.01637084956,26475.9167876489
3305,5,138,18,5996.89621999669,8501.1289733395,11233.2752022443,14021.2516901189,17934.9206395238,2130.7330809994,8510.03439290128,6403.88782283309,26081.7687197528
3306,5,138,19,5622.41554027982,7967.50506469521,11415.0119723369,13370.3288488133,16831.4907666931,1989.57463215282,7990.53377342103,5941.37582978338,24240.9319944347
3307,5,138,20,5250.40761545108,7402.35232516155,11160.9201582245,12667.6027490569,15528.7251296755,1860.49214159874,7362.08380808559,5529.12143226102,22089.150825648
3308,5,138,21,4949.15020118183,6904.88279857458,10449.6436257579,12094.5559544517,14441.7283413517,1769.52550313707,6763.93192182492,5228.44378392155,20469.7004763918
3309,5,138,22,4754.43439953485,6600.1184850012,9652.02584552681,11713.9238097487,13689.1085525195,1699.02181063685,6318.67124460288,5068.08504547493,19350.3019818837
3310,5,138,23,4632.05878212672,6440.19264871977,9079.24323088198,11467.8278359758,13097.4556390021,1676.47434659782,6050.56909723699,4985.89187454862,18541.9921949494
3311,5,138,24,4603.08630828085,6228.46735866583,8718.18532288199,11284.5904255087,12730.2230404968,1662.70978694747,5875.56925196298,4917.80439049619,18098.8214424781
3312,5,139,1,4595.69660711765,6315.25446311476,8420.00854124427,11323.0450464575,12678.1881209511,1691.27515559059,5876.26363206295,5012.57475557938,18083.7156531244
3313,5,139,2,4793.69013369678,6615.30405452225,8311.74706340356,11593.1207203339,13189.5753776322,1769.98632352398,6193.28857102987,5370.14897025151,18999.1830669462
3314,5,139,3,5078.2838114846,7029.73690932461,8415.40208103894,12041.2426152703,14152.4128922531,1969.23652497384,6745.88277686353,5930.71929346429,20331.4590527382
3315,5,139,4,5287.8057166542,7451.8235841526,8770.78965869681,12539.4660622413,15048.2509419669,2074.91057824642,7212.77021601452,6326.70917242349,21501.9628785629
3316,5,139,5,5361.005957947,7651.83502990235,9508.95186542454,12905.4089189707,15593.4339461909,2079.6902429062,7583.45439055923,6535.15653196435,22363.0790778357
3317,5,139,6,5468.04361258947,7774.85123448027,10282.0895130279,13271.0519250179,16059.3344698283,2087.42799617428,7866.3774695261,6624.12824621957,23057.2566941966
3318,5,139,7,5567.03996876947,7933.34073576313,10754.7279985235,13655.7089928236,16527.666411489,2103.40859822579,8059.42207168431,6737.83064855664,23732.3312862724
3319,5,139,8,5655.89774034718,8047.4960128688,11123.4771810627,13994.7057800005,16945.6140417574,2129.84923386665,8273.78259787885,6779.13702412272,24414.3545709372
3320,5,139,9,5751.16260414459,8210.45940390056,11462.7467931648,14286.9846800954,17293.9143745713,2147.63492938739,8341.29499824222,6745.17215029907,25135.7856572127
3321,5,139,10,5818.82066058887,8400.1632250777,11706.1004395169,14488.2955578801,17607.953992839,2152.92271707959,8372.5194007891,6828.16867671653,25922.9195506087
3322,5,139,11,5887.00922565771,8473.12680009061,11914.2272523845,14801.1026995071,17979.229962666,2138.8756792733,8560.92194280171,6827.78282940904,26500.685261236
3323,5,139,12,5981.06769513628,8579.97288306753,12224.8595264424,15082.1001222972,18548.2164485306,2124.30698041408,8782.63978365161,6862.32152498134,26999.437503073
3324,5,139,13,6097.49929697185,8699.88812836551,12414.7739432524,15317.118364661,19435.8776185855,2122.76777697535,9006.24599000362,6968.94210635688,27488.4847854547
3325,5,139,14,6182.70926406954,8753.46361259882,12589.6070810007,15352.4572313002,20146.8694071497,2122.52081106476,9291.93406347851,6978.53496607774,27759.3461878525
3326,5,139,15,6204.19945927286,8651.05211554993,12757.1356963356,15213.3717142896,20328.8253736304,2097.04594192072,9277.22372137655,6947.05896861551,27478.0709676089
3327,5,139,16,6113.903162779,8611.86752362311,12800.6568445701,14951.1102824768,20306.4626521877,2075.44122131912,9178.2669917664,6836.23472280381,26815.9048767093
3328,5,139,17,6040.10786065165,8485.83714312845,12612.4496054909,14704.2180748229,20432.7734484467,2111.95260687757,9067.97980352674,6845.71366606763,25994.8794951944
3329,5,139,18,5923.784762058,8418.4145700662,12420.9771135829,14297.2986576262,19893.2270762303,2112.08454469378,8831.63638594947,6747.77433573334,25628.6009582517
3330,5,139,19,5530.83952161811,7891.94971034217,12378.9796380046,13503.8819179301,18487.0237190247,1965.52413809131,8200.06104581484,6223.38815696768,23772.4301730544
3331,5,139,20,5126.22817672735,7338.44769180581,12015.8499481533,12666.6391539545,16821.4367504693,1835.61468116472,7439.06495856501,5705.66884439336,21427.218370073
3332,5,139,21,4831.92353220786,6918.17014579211,11138.4727655252,12028.9181590111,15294.7850360118,1766.42482384574,6741.41593389238,5292.97090775264,19704.4860508117
3333,5,139,22,4674.59541833505,6582.75671965568,10186.8695523615,11561.8236560328,14248.1246081788,1725.94178908985,6233.9832243779,5044.18971359473,18571.351400355
3334,5,139,23,4525.06024134128,6423.79018640322,9471.47189256249,11279.6443788674,13530.1661025253,1696.38734116334,5908.57610942575,4969.10535904178,17959.423304341
3335,5,139,24,4509.27074209408,6337.67738770346,8953.14448902213,11112.0099366426,13054.1425736185,1662.35143485272,5725.33864086319,4866.61090152081,17571.8220935228
3336,5,140,1,4547.51484926055,6334.32430227453,8640.07019769674,11096.7771595239,12909.2727895802,1710.90271337591,5692.27910191306,4963.40615066199,17707.7096994477
3337,5,140,2,4660.0350030835,6556.69321156569,8465.52074012655,11356.0332966944,13242.213537811,1784.89217008564,5956.34359198593,5252.89174999991,18548.9753898765
3338,5,140,3,4907.7302381585,7020.89646035854,8518.71241164666,11724.0828627639,14104.0804119029,1900.90153705898,6417.01894453195,5790.46301697197,19791.5410567505
3339,5,140,4,5129.03600622492,7420.06274702669,8866.56054756221,12183.0376881927,15072.27780318,2004.29743135698,6867.23598030478,6230.69529037913,21067.4403388212
3340,5,140,5,5222.92340172902,7759.40938535435,9663.51732623574,12432.8097617962,15606.095771496,2035.75609824723,7128.42351025364,6386.68549729275,21861.0563816569
3341,5,140,6,5366.09414542398,7958.92024198795,10623.2775627521,12737.174785715,16000.5664605672,2071.59292395749,7345.67450177679,6477.13431913505,22824.1472867538
3342,5,140,7,5499.45068281038,8255.78658545434,11286.8050644453,13083.5098581105,16413.4434685655,2115.84777304838,7546.58738841786,6680.29239694061,23668.0560269707
3343,5,140,8,5644.1590882151,8477.95061938362,11809.6142549301,13417.2359618879,16913.2282098185,2147.04302072558,7746.32848154046,6803.70668772745,24405.772231935
3344,5,140,9,5781.01947024833,8606.93258206749,12337.2529843352,13690.830207517,17450.2024533002,2163.31972491928,7971.38531330411,6880.72604912127,25379.0963722353
3345,5,140,10,5929.22938477224,8846.05527507258,12791.6198522339,14023.8360521646,18102.5044532874,2174.001467467,8221.20266001625,7068.80026929229,26343.7550852446
3346,5,140,11,6123.48090131749,8958.20071064305,13183.1883074741,14333.0360755217,18878.1282096041,2170.84459865436,8555.75393536495,7149.39656211362,27140.6091730935
3347,5,140,12,6306.41485359932,9138.2034140833,13653.7812222931,14625.1899902861,19699.6561902601,2160.28179604046,8890.57790968218,7243.87522579424,27787.9604620092
3348,5,140,13,6383.17885338143,9247.12049307598,14015.4557041369,14946.640895227,20657.0671133383,2163.65459501219,9295.03701789084,7329.78513435839,28376.1901328739
3349,5,140,14,6533.06766345773,9252.29261395094,14366.3981953293,15013.7480985111,21381.6153894641,2201.47031251577,9575.08743087974,7378.27956793582,28651.8061270051
3350,5,140,15,6450.88392375457,9193.76518178034,14692.8480046397,14991.36364495,21453.6004131145,2153.79006245318,9555.49452096122,7320.44985556964,28535.6947909465
3351,5,140,16,6379.77636755473,9001.47601695713,14732.6063370969,14617.9942435239,21117.441026546,2168.38601711088,9378.19783884574,7170.49736977547,28014.3468677847
3352,5,140,17,6231.04664486736,8803.1330502431,14555.1259310546,14632.7096216737,21032.1623156219,2201.36634517983,9189.91359042408,7079.99766267617,27022.6757784935
3353,5,140,18,6141.96626137306,8772.5726725194,14227.8928504305,14099.5428831331,20372.4298411043,2147.97132841599,8929.0889376889,6899.74452872343,26481.2998717253
3354,5,140,19,5677.87703859599,8168.09561384281,13999.8877996263,13348.6188693468,18786.9022646872,1983.25056243103,8247.27257660736,6310.4940602644,24343.243987603
3355,5,140,20,5243.508937152,7558.21953835983,13508.2533936162,12558.5286317477,17070.7056649011,1815.97467442324,7485.76123892489,5747.42924476278,22107.8692721324
3356,5,140,21,4873.64176537656,7046.95205241678,12497.7239063673,11923.1893530007,15580.3254418253,1723.5701815268,6788.28730820459,5335.76263899488,20294.3252538427
3357,5,140,22,4702.84326561491,6648.44277968885,11342.7693637291,11487.8098556176,14457.8607518662,1656.42415034119,6312.37698179566,5062.75083597888,19029.0741409829
3358,5,140,23,4536.59625236709,6427.09963895797,10431.7283004865,11178.9795984389,13699.6207844219,1607.53113825415,5967.19063386381,4909.39961259688,18095.8209054609
3359,5,140,24,4530.45763672283,6323.1020785245,9786.65744004391,10989.3182206228,13202.3683327909,1602.9103368925,5763.46078924487,4808.12159661822,17745.6626060821
3360,5,141,1,4489.17843070763,6235.95334956619,9327.19884303275,10994.7251657689,13040.9105687657,1623.50837360264,5743.595309161,4848.08787022898,17735.5501411268
3361,5,141,2,4669.64713460238,6488.4559961089,9032.87178717832,11203.0131823714,13284.0583041764,1701.40858096429,5959.32292501856,5120.11828898868,18614.7763314621
3362,5,141,3,4868.72142153418,6902.87456139245,9047.58367269038,11617.7043876027,14156.563183374,1847.82007726669,6418.84466376407,5605.44206949994,19724.5494610747
3363,5,141,4,5150.49012876672,7423.98283835162,9343.13815229605,12011.5135177312,15097.6570170251,1951.62856553979,6904.06133910201,6049.9583326865,21005.879409737
3364,5,141,5,5290.70079676286,7740.93017963844,10213.9785138709,12313.2997277182,15904.0305456873,2005.87771428742,7221.3719524589,6270.32360823844,22206.8435947094
3365,5,141,6,5480.27312445307,8204.92002398741,11272.8332910648,12697.5782994241,16634.2529116611,2084.10679251695,7568.0456451322,6508.28580037043,23485.6674770963
3366,5,141,7,5752.67375414337,8524.49717600454,12214.7889053412,13117.5096143572,17426.5043864435,2113.62207753184,7875.7667546427,6743.35563537531,24697.3579309855
3367,5,141,8,5929.13545576588,8814.97368352296,13010.3446972366,13545.9334813444,18217.7041684117,2162.23341485627,8202.47467384448,6915.82236469002,25890.9752861582
3368,5,141,9,6156.33178977066,8965.71286753614,13800.8336476287,13955.6782606241,18962.4293471209,2178.21223331363,8523.58148183357,7095.99464665167,27132.3771508667
3369,5,141,10,6416.41654899182,9256.51693951297,14479.7578483784,14347.0743322663,19750.1681447599,2193.12395331729,8863.30501332922,7303.65943119528,28185.1583096477
3370,5,141,11,6545.59282103185,9473.6655697855,14997.0643788646,14728.2961201258,20562.2357326614,2207.11818922823,9236.05048092541,7444.79730180074,28995.8358212682
3371,5,141,12,6707.70317947306,9627.00879431247,15486.3341913738,15082.0716386684,21392.3628302279,2185.60208362879,9662.99120117432,7514.82907936148,29569.7055970999
3372,5,141,13,6824.88075892692,9717.0732348312,15812.784408763,15376.0691737121,22313.5936116495,2208.82029711839,10063.605538013,7620.37394108122,30114.5571414861
3373,5,141,14,6864.27768930614,9771.54133767239,15878.251908987,15554.5710010015,23008.375061874,2191.24171662012,10305.2748094824,7659.21995323309,30100.3256001565
3374,5,141,15,6782.34906748975,9640.18022816341,15751.6041944959,15480.5033059789,23006.3131284203,2153.89498936926,10240.2331636144,7534.48217827173,29604.665437425
3375,5,141,16,6625.98208233119,9433.09855347544,15378.7030737591,15201.7377323909,22675.1949282302,2095.45469674495,10046.2150090513,7359.90147345697,28766.8502835663
3376,5,141,17,6444.55771071722,9142.98067593248,14952.5002686294,14939.1146831824,22484.3027505402,2073.59381614937,9847.45339386755,7212.27623597921,27408.9803383572
3377,5,141,18,6311.31690542291,8907.76580991364,14664.3021435542,14597.5167113362,21995.5326992591,2042.72874237501,9661.22606040663,7086.93297102432,26805.328307588
3378,5,141,19,5917.41335823744,8290.97594920189,14541.5058638111,14036.1494291878,20660.0500390626,1906.48496357236,9109.83554291046,6577.48503439727,25017.9807392701
3379,5,141,20,5486.12281813646,7575.46317701659,14173.2452289324,13348.2475431413,19068.9554752402,1769.03855291095,8411.83771254065,6052.99784908063,22827.5800480519
3380,5,141,21,5156.37777806719,6996.48814044705,13359.2917931286,12723.8471899273,17487.4167022157,1640.95713012446,7749.87775987043,5612.23392384326,20914.8145212205
3381,5,141,22,4821.91632908333,6580.38454201526,12200.8766653932,12238.4686903722,16085.3291263706,1562.81977059463,7159.81912583243,5317.61485454798,19506.1240281094
3382,5,141,23,4664.12781815754,6275.96310186874,11334.1436604429,11906.2592669206,15236.9395243337,1520.15095506247,6800.83021917316,5099.28348128934,18724.2406501751
3383,5,141,24,4616.11364621178,6085.27987961849,10632.3983235545,11689.6961538254,14618.3878510138,1490.57545412177,6532.49592935356,4937.47906659607,18107.6980440503
3384,5,142,1,4526.51309137907,6009.12847529557,10089.5152291967,11550.1079966262,14216.9132800834,1480.9265933493,6335.04843061731,4849.09609271464,17794.1062645997
