Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,3492,6897.262228,11554.58391,16165.40505,14666.77124,19602.85468,2539.823793,9323.674625,7893.980119,31485.76995
,,,,,,,,3493,6836.094643,11479.91973,16360.21656,14711.26855,20095.35483,2499.884005,9475.19228,7904.754929,31066.04624
,,,,,,,,3494,6857.95787,11211.21321,16049.00751,14751.79932,20429.93866,2465.974173,9507.659844,7858.893921,30635.22519
,,,,,,,,3495,6802.144116,11054.24243,15702.30551,14657.53249,20231.56146,2419.428556,9446.914384,7686.067983,30040.22616
,,,,,,,,3496,6766.017582,10807.33777,15424.75821,14607.66984,20052.88806,2410.394614,9465.473967,7563.271988,29420.33983
,,,,,,,,3497,6680.994671,10616.49585,15116.75127,14600.53524,20165.38433,2394.908488,9497.077628,7513.303962,28752.74432
,,,,,,,,3498,6542.0783,10514.77843,14767.92274,14307.24126,19542.87357,2371.230908,9252.9708,7328.174673,28197.81482
,,,,,,,,3499,6196.901462,9718.812294,14613.35935,13668.13488,18135.83771,2217.813794,8599.772269,6710.405828,26537.29247
,,,,,,,,3500,5774.304306,8969.272367,14202.37368,12971.91093,16642.75575,2058.326507,7861.475471,6174.805392,24648.26669
,,,,,,,,3501,5415.738211,8401.341224,13252.07502,12381.69214,15360.97027,1946.022357,7195.159144,5698.094108,22958.36814
,,,,,,,,3502,5260.203995,8013.836786,12125.47371,11983.94134,14418.27713,1860.572804,6685.92625,5506.975832,21774.88798
,,,,,,,,3503,5116.900638,7728.04982,11305.12784,11724.29625,13771.91232,1833.621077,6353.1889,5348.007066,21000.87946
,,,,,,,,3504,4992.625487,7602.250265,10664.1807,11554.47463,13327.82541,1809.592353,6173.518058,5256.569193,20577.94482
,,,,,,,,3505,5040.28958,7673.36653,10215.25191,11583.64904,13271.99053,1822.929981,6148.902243,5307.896162,20671.09326
,,,,,,,,3506,5198.550917,7934.994464,9974.877572,11886.81784,13740.92842,1937.155353,6459.905591,5613.083113,21510.80117
,,,,,,,,3507,5436.160115,8407.377033,10009.94659,12394.33234,14725.08149,2095.703692,7038.148325,6212.232955,22882.9746
,,,,,,,,3508,5689.600242,9065.253152,10402.58485,12825.76532,15724.25021,2203.824854,7426.51707,6569.934203,24289.62314
,,,,,,,,3509,5894.058636,9652.893517,11406.66959,13023.08024,16286.61355,2276.269042,7640.589736,6715.243713,25679.40481
,,,,,,,,3510,6042.893642,9952.94638,12587.69665,13285.70766,16808.62729,2332.939196,7836.572284,6826.82254,26873.07937
,,,,,,,,3511,6160.27544,10478.52695,13536.49015,13507.90441,17271.79656,2389.461602,8033.076815,6932.345129,28173.46904
,,,,,,,,3512,6303.550826,10952.87908,14508.64693,13807.69076,17640.32023,2384.293449,8213.563046,6978.164049,29249.63092
,,,,,,,,3513,6395.31347,11355.57773,15504.28254,14142.70237,17930.99772,2420.639648,8441.74421,6999.717265,30404.38487
,,,,,,,,3514,6550.593218,11660.27026,16197.7194,14603.33306,18280.95096,2435.506019,8601.990057,7063.112838,31515.67358
,,,,,,,,3515,6696.139824,11659.08933,16796.58614,15069.64817,18562.68725,2440.721073,8918.274108,7050.80152,32118.01171
,,,,,,,,3516,6715.087873,11677.26895,17316.53298,15466.02126,18919.12835,2422.095793,9279.87925,7033.302395,32258.65392
,,,,,,,,3517,6756.736026,11614.02115,17543.17053,15763.87681,19546.37877,2388.071038,9700.536373,7067.005428,31726.17416
,,,,,,,,3518,6830.333286,11518.64078,17711.60311,15759.1483,20149.08158,2321.548497,9959.183374,7099.893899,31044.39994
,,,,,,,,3519,6692.480563,11445.78382,18027.61241,15490.24774,20396.26125,2290.636991,9850.50868,7079.346986,30332.93548
,,,,,,,,3520,6639.372542,11254.07957,18085.75303,15243.15778,20692.94262,2278.790474,9746.507056,7077.974146,29494.34094
,,,,,,,,3521,6609.015904,10940.74694,17710.84218,15176.6839,21149.09373,2271.297467,9570.000611,7162.1443,28725.08343
,,,,,,,,3522,6487.281238,10719.62535,17127.54244,14769.06815,20723.02632,2247.074801,9230.220441,7021.323516,28141.45385
,,,,,,,,3523,6095.065022,10031.2088,16565.27285,14058.89755,19426.02638,2149.171139,8644.545251,6561.368128,26370.32907
,,,,,,,,3524,5675.094127,9321.57569,15980.67839,13291.22453,17864.07709,2009.935636,7966.790835,6120.698299,24080.12608
,,,,,,,,3525,5328.437839,8711.845799,14683.04983,12666.6357,16458.22644,1915.544645,7355.928222,5771.643488,22325.16285
,,,,,,,,3526,5092.488205,8170.032658,13333.96824,12209.7444,15410.33703,1837.403518,6848.416173,5551.826447,20940.29463
,,,,,,,,3527,4963.654714,7820.799276,12202.42544,11937.43015,14650.99615,1808.461736,6524.065094,5359.473539,20084.53322
,,,,,,,,3528,4872.556998,7568.765159,11409.76787,11739.60488,14194.335,1790.881572,6309.188513,5325.855361,19538.40549
,,,,,,,,3529,4867.979245,7474.544071,10763.39206,11721.42253,14070.51991,1815.874979,6291.415953,5381.456876,19542.96606
,,,,,,,,3530,4948.394105,7703.949139,10412.06484,11989.97948,14520.58514,1898.507568,6602.457603,5720.989411,20490.64232
,,,,,,,,3531,5311.846659,8044.053633,10350.2554,12471.65691,15431.04912,2018.762919,7163.57396,6261.266505,21643.92598
,,,,,,,,3532,5490.976435,8480.639406,10706.39056,12893.81331,16539.52673,2172.480161,7643.393729,6723.420226,22892.21654
,,,,,,,,3533,5703.625243,8893.084554,11661.79715,13206.11665,17387.6452,2241.837007,7973.067617,6946.626384,23965.9653
,,,,,,,,3534,5875.415208,9170.982948,12823.82876,13543.1827,18060.16938,2287.543188,8327.353337,7199.826206,24922.23928
,,,,,,,,3535,6062.21087,9447.57818,13272.35926,14010.48289,18580.60551,2319.74478,8690.281934,7369.993029,25971.78311
,,,,,,,,3536,6158.785957,9606.489183,13428.99225,14531.564,19278.62387,2348.764128,9005.351577,7550.002074,26773.20784
,,,,,,,,3537,6411.531217,9762.662194,13445.58406,14980.21197,20193.61552,2375.625112,9292.187392,7746.813538,27609.63685
,,,,,,,,3538,6519.173351,9958.50003,13470.23222,15445.7891,20996.46657,2396.759532,9659.839321,7965.251575,28401.10505
,,,,,,,,3539,6683.508259,10076.37461,13421.34315,15869.23696,21836.77629,2384.085436,10004.12381,8161.803647,29030.21533
,,,,,,,,3540,6730.406249,10105.51905,13454.88874,16192.46652,22702.20488,2366.326248,10378.97408,8283.637134,29258.04311
,,,,,,,,3541,6820.261188,10073.66627,13469.19097,16444.15859,23666.62336,2370.477106,10744.54045,8402.036798,29380.89455
,,,,,,,,3542,6877.581764,10029.42047,13463.08764,16540.47485,24320.26259,2323.000579,10988.06553,8435.524046,29052.79576
,,,,,,,,3543,6813.777815,9930.677572,13314.86104,16469.95306,24254.5186,2277.198343,10892.90408,8298.883466,28169.87209
,,,,,,,,3544,6638.174457,9750.851725,13006.34486,16158.34101,23853.5075,2234.414391,10727.03319,8045.269005,27324.66926
,,,,,,,,3545,6470.341571,9467.419437,12536.04612,15897.64273,23676.71614,2232.174844,10478.87684,7895.123051,26595.90804
,,,,,,,,3546,6362.888663,9349.663463,12036.44993,15540.84177,23062.26394,2188.891936,10234.85938,7689.611755,26155.85007
,,,,,,,,3547,5992.831373,8839.570581,11775.85192,14798.40285,21611.51111,2096.141254,9629.187916,7147.699563,24723.2763
,,,,,,,,3548,5614.6215,8158.27168,11469.50328,14019.60304,19943.2797,1954.788538,8888.521878,6536.175419,22808.0461
,,,,,,,,3549,5301.751377,7534.062696,10753.12434,13277.44288,18234.96729,1828.058717,8055.585417,6052.845484,20960.79463
,,,,,,,,3550,5043.755864,7122.077337,9785.381868,12679.46132,16776.12611,1744.915987,7369.485014,5689.812911,19906.30317
,,,,,,,,3551,4930.064802,6798.105929,9204.081503,12292.18335,15907.69607,1698.820152,6981.358468,5453.046971,19048.25906
,,,,,,,,3552,4817.216779,6555.760381,8752.273862,12010.83755,15253.50576,1693.239125,6662.220485,5283.518908,18433.30131
,,,,,,,,3553,4744.442702,6457.796502,8464.255938,11849.26731,14795.17588,1659.66426,6450.316792,5234.149896,18269.47817
,,,,,,,,3554,4822.691608,6496.022405,8259.644247,11758.6691,14550.53773,1692.559149,6389.253066,5276.287869,18417.10435
,,,,,,,,3555,4826.188127,6483.354829,8191.036025,11760.28229,14652.38056,1744.130265,6431.600281,5446.10998,18617.86119
,,,,,,,,3556,4950.870928,6693.863236,8169.94718,12106.71417,15424.56583,1814.007571,6825.692938,5804.413092,19287.1821
,,,,,,,,3557,5223.361749,6971.963945,8363.93868,12699.71239,16671.01546,1893.87945,7367.250123,6272.673544,20570.90573
,,,,,,,,3558,5440.170467,7236.957057,8798.280059,13246.13745,18066.91404,1950.899789,7824.332521,6615.003134,21880.72204
,,,,,,,,3559,5606.125254,7401.381352,9256.557322,13733.99768,19266.52015,1998.506687,8174.197734,6902.696119,23058.8251
,,,,,,,,3560,5790.512179,7493.075575,9672.886256,14140.91272,20316.10839,2025.717584,8413.682711,7088.688808,24085.10789
,,,,,,,,3561,5842.163051,7710.297933,9888.87887,14524.7777,21430.91994,2044.19491,8657.348362,7246.783845,25103.95985
,,,,,,,,3562,5988.108152,7758.274187,10120.41584,14849.80971,22086.70732,2047.003383,8932.067449,7351.823417,25779.70895
,,,,,,,,3563,6113.981215,7835.917961,10164.56072,14966.37624,22532.13284,2032.418393,9180.509579,7457.25224,26318.14611
,,,,,,,,3564,6177.833467,7950.643384,10253.30369,14956.58697,22931.95967,2062.644981,9312.694288,7541.560035,26869.3479
,,,,,,,,3565,6256.768195,8080.644915,10433.91053,14711.56724,22989.04563,2059.905892,9053.675996,7556.116858,27300.44076
,,,,,,,,3566,6232.963197,8166.337952,10639.89608,14496.38812,22824.54246,2063.621075,8932.013167,7463.542418,27510.30472
,,,,,,,,3567,6124.292011,8073.767224,10884.08699,14201.65847,22304.88463,2017.324354,8770.355774,7248.92476,27309.95523
,,,,,,,,3568,6033.34144,7981.95577,10876.60183,13992.28759,21785.54898,2006.273679,8717.519414,7014.444916,26723.33744
,,,,,,,,3569,5937.202944,7861.356095,10794.74211,13876.59981,21576.09106,1962.238861,8696.36186,6882.167805,25758.82898
,,,,,,,,3570,5877.358229,7853.589855,10705.05842,13745.34609,21016.17981,1969.86111,8629.409872,6696.231599,25284.0744
,,,,,,,,3571,5604.997503,7491.270218,10836.22725,13302.07509,19856.08413,1889.702641,8250.633033,6326.419798,24037.15869
,,,,,,,,3572,5280.753885,7087.486989,10703.28246,12814.90667,18480.68196,1788.958884,7830.243011,5864.819686,22248.19417
,,,,,,,,3573,4978.944464,6651.522465,10231.19845,12336.18752,17116.45814,1683.072638,7341.635428,5470.076123,20543.06784
,,,,,,,,3574,4801.465724,6354.335786,9617.974815,11985.18499,15974.22149,1620.325056,6953.93782,5204.374347,19367.97004
,,,,,,,,3575,4641.39407,6125.835512,9101.651342,11728.34022,14996.27349,1576.219275,6619.835965,5016.352012,18468.08853
,,,,,,,,3576,4539.341731,5952.051075,8690.553371,11538.88261,14253.93918,1548.63205,6401.684332,4913.409957,17932.79828
,,,,,,,,3577,4451.489864,5916.726731,8418.42637,11426.06361,13660.82889,1537.872565,6240.512288,4835.360125,17579.0623
,,,,,,,,3578,4451.945576,5872.352546,8203.746132,11365.27746,13230.33173,1549.831867,6179.209631,4826.621942,17386.78031
,,,,,,,,3579,4483.397687,5789.037589,8121.138062,11376.29146,12931.45062,1574.370964,6170.625481,4872.532293,17418.54752
,,,,,,,,3580,4585.128758,6029.831202,7944.877029,11603.93388,13001.64527,1630.847858,6275.200287,5008.736601,18160.64378
,,,,,,,,3581,4846.217587,6392.216256,8046.145088,12013.79388,13415.80662,1724.38869,6476.066592,5231.417528,19584.30387
,,,,,,,,3582,5047.127454,6796.986584,8387.340434,12470.37249,13833.15846,1793.347579,6671.403593,5411.21995,21066.78609
,,,,,,,,3583,5239.055018,7148.756949,8904.071618,12743.75947,14173.7306,1825.557785,6805.005889,5545.182302,22274.88722
,,,,,,,,3584,5388.377766,7542.932659,9387.896463,12881.64421,14338.26808,1854.315021,6900.089424,5612.558719,23527.35917
,,,,,,,,3585,5541.812601,7976.238263,9790.948988,13031.64588,14602.33869,1883.901262,6922.865846,5671.139771,24524.50552
,,,,,,,,3586,5598.273489,8228.043071,10170.66006,13023.98668,14496.26654,1872.228931,6914.889363,5634.874735,25379.73745
,,,,,,,,3587,5689.222851,8252.875641,10444.22991,13063.32682,14493.89759,1881.041754,6924.119412,5579.173221,25947.30802
,,,,,,,,3588,5775.860521,8339.929886,10652.05813,13094.53155,14687.00941,1875.423351,6977.284768,5586.107589,26421.3831
,,,,,,,,3589,5749.778715,8378.449918,10879.38022,13003.33008,14974.14129,1888.923925,6999.495634,5615.764154,26818.75749
,,,,,,,,3590,5830.941004,8426.228098,10988.85282,13033.44773,15410.42548,1907.880188,7114.571683,5697.033188,26930.32778
,,,,,,,,3591,5769.687837,8398.927129,11128.67646,12934.46788,15631.52729,1904.264713,7154.297871,5680.920278,26634.31069
,,,,,,,,3592,5659.643791,8245.323033,11078.28581,12851.0807,15863.723,1899.462525,7232.253958,5691.381517,25974.82929
,,,,,,,,3593,5627.469646,8049.793885,10964.74736,12893.61341,16206.81979,1894.782414,7303.4995,5727.348282,24898.40435
,,,,,,,,3594,5596.533178,8070.996309,10738.08779,12724.91584,15903.59938,1877.294229,7233.070256,5601.093268,24335.21537
,,,,,,,,3595,5286.344767,7700.768853,10659.17144,12278.37105,15061.19733,1798.078324,6847.76752,5269.52382,22884.73994
,,,,,,,,3596,4985.37662,7239.388384,10578.25239,11743.05378,14146.60838,1722.245817,6419.969747,4960.645677,21024.01821
,,,,,,,,3597,4741.868094,6874.896223,10062.06416,11338.26843,13347.88268,1671.532456,6006.244923,4755.748216,19456.6697
,,,,,,,,3598,4595.458819,6563.45539,9556.752164,11090.51232,12937.40673,1615.595131,5778.21549,4617.128066,18591.93658
,,,,,,,,3599,4561.936079,6355.324339,8969.634534,10886.9818,12402.20136,1586.644457,5538.15391,4549.371638,17856.95583
,,,,,,,,3600,4520.143124,6283.430564,8565.533033,10756.89787,12104.32863,1575.671132,5390.28086,4547.497107,17487.57755
,,,,,,,,3601,4526.573384,6329.826914,8295.571386,10782.39305,12068.48333,1615.957192,5432.809015,4628.348283,17625.9227
,,,,,,,,3602,4676.281007,6621.4495,8172.976774,11062.60283,12562.36063,1699.622156,5706.699742,4951.165137,18411.24871
,,,,,,,,3603,4917.904275,6994.997184,8297.961166,11475.09171,13459.28979,1864.839579,6136.551263,5528.272642,19582.51456
,,,,,,,,3604,5155.630431,7397.935903,8641.429632,11757.3038,14230.89881,1975.535897,6524.278909,5909.464057,20883.95121
,,,,,,,,3605,5285.977079,7690.952111,9432.934148,11932.78693,14588.19049,2052.364784,6727.896094,6088.250265,21897.56844
,,,,,,,,3606,5389.026499,7936.258018,10293.93773,12014.32271,14725.66992,2070.597007,6837.859178,6219.711489,22638.51759
,,,,,,,,3607,5494.92557,8082.492828,10891.41571,12199.14106,15007.98934,2129.386013,6908.909805,6354.526896,23385.00334
,,,,,,,,3608,5550.752841,8119.912436,11279.37486,12485.17951,15323.00843,2161.935529,6939.250235,6427.995306,23969.07903
,,,,,,,,3609,5621.192151,8222.380673,11637.57272,12785.95683,15437.27547,2155.319492,7081.44203,6466.675037,24488.5162
,,,,,,,,3610,5715.948409,8344.129259,11914.45106,13096.56061,15593.72457,2138.463255,7284.2886,6541.275472,24992.46802
,,,,,,,,3611,5754.355998,8372.640046,12154.56595,13429.73051,16159.79677,2123.075286,7489.264879,6532.746644,25516.03238
,,,,,,,,3612,5809.562274,8497.33088,12470.55381,13748.94327,16699.23774,2090.379129,7686.825226,6500.983609,25888.87521
,,,,,,,,3613,5866.406088,8554.907623,12775.79434,14081.44279,17272.59464,2059.364354,7916.689218,6542.317735,26234.35188
,,,,,,,,3614,5967.570611,8548.209917,13132.53435,14342.74047,17938.0048,2048.951037,8157.541384,6598.64915,26501.87704
,,,,,,,,3615,5945.32262,8525.329119,13425.6878,14418.09062,18236.8498,2050.790067,8315.802892,6564.035716,26270.11177
,,,,,,,,3616,5935.247175,8460.250966,13571.55072,14347.24341,18534.70742,2017.984843,8367.345798,6504.045126,25646.50702
,,,,,,,,3617,5822.669917,8325.044809,13533.21348,14192.70786,18865.05301,2032.185031,8368.453929,6488.43213,24826.35833
,,,,,,,,3618,5768.667436,8348.646471,13310.74264,13897.74243,18610.79183,2018.583103,8290.921639,6394.904289,24289.82729
,,,,,,,,3619,5436.110052,7946.229876,13083.78348,13222.37943,17414.95653,1907.657833,7733.539625,5964.160498,22916.09209
,,,,,,,,3620,5038.536247,7370.221866,12789.24807,12441.06154,15882.42938,1785.833973,7089.322084,5484.863927,20708.56985
,,,,,,,,3621,4808.455916,6865.149363,11912.26678,11834.81799,14631.55307,1696.986325,6441.336818,5120.620597,19196.88724
,,,,,,,,3622,4678.287362,6526.254057,10929.04376,11423.51806,13679.16273,1634.899016,6007.506493,4911.438919,18325.90714
,,,,,,,,3623,4511.184573,6412.703425,10191.35738,11146.99127,13014.33398,1616.096909,5690.902409,4797.537991,17721.80205
,,,,,,,,3624,4436.927867,6359.541304,9636.611593,10986.26805,12541.84766,1602.673807,5509.254465,4746.528855,17274.47354
,,,,,,,,3625,4432.46637,6391.163245,9231.659045,10953.38875,12404.2237,1632.275996,5490.71678,4814.806672,17432.45395
,,,,,,,,3626,4605.497096,6610.723787,8992.064524,11213.29032,12744.01474,1727.204597,5731.021386,5113.596916,18251.81943
,,,,,,,,3627,4865.843272,7002.921198,9035.783328,11617.24804,13639.89196,1890.329706,6244.88335,5652.635846,19417.77096
,,,,,,,,3628,5019.354691,7323.922865,9395.998947,12020.62101,14509.55879,2000.265748,6659.227101,6035.836089,20477.14474
,,,,,,,,3629,5170.40464,7646.143038,10116.04311,12258.11664,15003.7969,2069.191327,6883.574681,6236.557911,21252.32119
,,,,,,,,3630,5246.319527,7873.549893,10831.15127,12515.49579,15123.3925,2072.421669,7091.007644,6311.237382,22082.58244
,,,,,,,,3631,5354.694695,8120.935444,11339.51487,12763.87203,15849.70642,2104.971831,7235.1527,6402.020061,22820.35646
,,,,,,,,3632,5403.321344,8174.698451,11698.26087,13051.14861,16301.73597,2116.990351,7385.375035,6462.118947,23332.47932
,,,,,,,,3633,5426.593717,8217.227873,11953.96412,13345.50499,16538.26191,2124.730629,7572.684529,6529.629665,23930.94904
,,,,,,,,3634,5483.366474,8306.442082,12056.25683,13620.91209,17046.6768,2141.021515,7761.333897,6588.443749,24413.53328
,,,,,,,,3635,5485.343874,8258.913576,12082.62684,13875.13871,17437.12773,2097.610946,7935.102415,6593.642388,24893.38951
,,,,,,,,3636,5528.392491,8270.169447,12107.83752,14186.92936,17882.6706,2072.053376,8183.68897,6570.486999,25030.26416
,,,,,,,,3637,5556.751909,8168.894373,12023.78083,14383.04442,18411.96774,2055.823515,8385.358275,6621.376047,25197.93614
,,,,,,,,3638,5574.014133,8149.619985,11914.38558,14482.93871,18956.33198,2046.747572,8502.913293,6599.94398,25551.42613
,,,,,,,,3639,5609.701316,8067.670126,11768.78476,14416.2507,18997.42573,2022.812816,8463.26027,6501.952808,25419.63066
,,,,,,,,3640,5638.173698,7916.438559,11663.55822,14283.33282,19017.25622,2012.629124,8499.708618,6429.526749,24943.29187
,,,,,,,,3641,5642.710083,7902.749518,11413.39204,14211.22828,19227.83008,2003.169182,8570.191345,6419.810849,24264.45286
,,,,,,,,3642,5551.132612,7983.663582,11225.21926,13932.32095,18817.77712,2011.526323,8328.215738,6317.53464,23877.14378
,,,,,,,,3643,5266.463116,7673.346746,11187.98814,13263.03466,17576.08332,1899.211216,7736.539021,5930.912355,22655.6187
,,,,,,,,3644,4974.099605,7216.235153,11037.25821,12527.44269,16048.81302,1755.282456,7081.632542,5488.237474,20828.50393
,,,,,,,,3645,4755.41723,6846.009028,10358.92727,11914.8182,14771.90486,1708.707906,6470.738923,5129.58052,19384.88721
,,,,,,,,3646,4625.028273,6470.78405,9577.068751,11502.9583,13839.46172,1633.917327,6045.996156,4940.327517,18436.36814
,,,,,,,,3647,4539.903904,6248.454933,9001.188051,11265.05228,13199.48669,1625.461192,5770.591132,4836.140176,17742.91585
,,,,,,,,3648,4513.205693,6110.675045,8628.246016,11092.45502,12738.68655,1610.891896,5582.995465,4797.369122,17311.68775
,,,,,,,,3649,4513.579326,6156.878963,8343.449465,11086.0958,12634.1811,1626.785117,5584.191416,4864.746886,17460.19609
,,,,,,,,3650,4676.742803,6375.654535,8167.883577,11329.92835,12920.45155,1744.256999,5847.036633,5161.363968,17982.50992
,,,,,,,,3651,4911.201779,6759.152487,8238.851722,11710.80525,13796.71213,1863.153634,6328.443291,5715.878528,18919.53589
,,,,,,,,3652,5103.177871,7132.272791,8500.051979,12091.26101,14734.5541,1992.712788,6729.644052,6076.514158,20067.73226
,,,,,,,,3653,5204.055173,7357.699575,9206.854012,12329.656,15177.82848,2033.957224,6892.632145,6234.191139,20915.05813
,,,,,,,,3654,5241.393168,7515.723195,9975.224383,12602.90114,15349.5876,2059.16353,7075.55925,6281.571508,21522.80149
,,,,,,,,3655,5257.669164,7670.574585,10544.54063,12866.44158,15536.72531,2096.218437,7202.191263,6377.821563,22072.6638
,,,,,,,,3656,5282.44875,7759.85181,10954.32816,13067.29822,15749.5429,2075.121844,7376.105087,6431.201688,22492.60577
,,,,,,,,3657,5311.357936,7757.153952,11330.75178,13318.42494,16259.39569,2076.480253,7535.211687,6444.530701,23045.66613
,,,,,,,,3658,5351.916176,7845.607006,11532.63344,13517.53834,16629.54099,2079.380509,7625.377091,6460.535109,23500.78708
,,,,,,,,3659,5372.388008,7855.079391,11609.70709,13676.01572,16983.81649,2039.506333,7816.659564,6463.108199,23978.19881
,,,,,,,,3660,5412.253303,7828.137472,11646.73653,13841.12175,17305.86301,2008.353846,7916.79107,6416.344589,24171.74538
,,,,,,,,3661,5447.700315,7807.059941,11908.06251,14059.30738,17627.68421,2005.190943,8048.356222,6412.687378,24533.85509
,,,,,,,,3662,5475.566078,7820.062718,12165.70429,14149.12391,17811.28861,1979.841546,8132.560401,6409.796601,24751.40388
,,,,,,,,3663,5471.926354,7834.023157,12263.7382,14080.47598,17838.29095,1986.23067,8122.078761,6344.44724,24632.43076
,,,,,,,,3664,5420.959386,7797.225867,12411.97096,13868.16332,18114.47703,1981.412477,8145.633993,6309.163258,24213.24638
,,,,,,,,3665,5484.189839,7789.885183,12521.99656,13761.21906,18586.35912,1997.921058,8242.542227,6405.49405,23579.62513
,,,,,,,,3666,5574.161038,7820.585877,12435.0856,13563.83794,18221.83788,1999.047134,8162.911544,6274.454854,23493.98688
,,,,,,,,3667,5274.22645,7534.307823,12520.14001,12966.89097,17070.58125,1889.521482,7661.687268,5886.718127,22208.15846
,,,,,,,,3668,4963.424213,7149.123952,12314.84327,12310.34774,15762.49473,1776.68399,6999.217095,5465.54064,20502.38307
,,,,,,,,3669,4689.472486,6791.429735,11525.29704,11740.32446,14490.63811,1686.988035,6431.863505,5098.039928,18993.27436
,,,,,,,,3670,4517.705184,6486.070025,10591.79714,11359.56747,13635.3224,1642.748972,6007.180927,4926.356384,18066.02657
,,,,,,,,3671,4450.101601,6317.471403,9891.631198,11091.17184,13028.1099,1609.002783,5718.667567,4801.617981,17628.63312
,,,,,,,,3672,4423.788489,6242.408213,9375.661654,10937.33499,12598.39503,1590.411585,5546.127245,4806.189268,17337.14989
,,,,,,,,3673,4467.754987,6276.010681,8963.818743,10956.4159,12488.54327,1615.792688,5536.252151,4841.591997,17374.74885
,,,,,,,,3674,4616.367863,6485.860067,8812.068984,11205.73246,12915.02237,1710.938257,5813.764222,5157.823255,18161.4551
,,,,,,,,3675,4859.131895,6844.768615,8842.608265,11603.66256,13878.25824,1856.180441,6285.583575,5672.896964,19183.12183
,,,,,,,,3676,5008.688987,7199.432577,9199.824312,11905.3017,14778.07518,1953.685311,6689.07606,6051.239941,20376.12069
,,,,,,,,3677,5104.443749,7494.160669,9908.198864,12109.54239,15200.37021,2014.20162,6920.769378,6202.98488,21111.171
,,,,,,,,3678,5182.475468,7714.882887,10738.54383,12374.32123,15523.95257,2043.499187,7061.350194,6354.578778,22052.6235
,,,,,,,,3679,5258.906002,7921.374693,11461.9164,12666.0944,15864.20089,2125.525058,7277.939461,6503.156597,22874.26089
,,,,,,,,3680,5353.642787,8116.404836,12153.05705,12993.80561,16082.50323,2113.244105,7515.832796,6598.162067,23697.96098
,,,,,,,,3681,5492.675708,8248.93441,12767.95683,13282.55072,16481.18152,2116.377379,7718.565149,6682.114579,24534.92764
,,,,,,,,3682,5535.770595,8549.63445,13259.21439,13579.49265,17045.3348,2140.935262,7903.59591,6779.436404,25602.22535
,,,,,,,,3683,5665.942311,8703.686281,13657.38043,13879.53913,17391.52444,2128.56083,8099.912334,6768.54836,26517.4136
,,,,,,,,3684,5801.57773,8878.962011,14107.62818,14149.04371,17816.70198,2132.710026,8360.854868,6816.813578,27404.39431
,,,,,,,,3685,5890.533297,9035.932837,14536.02796,14461.29319,18325.33336,2126.104986,8714.969905,6863.392192,28073.32364
,,,,,,,,3686,5939.134654,9168.085432,14811.82554,14613.2204,18780.73427,2113.537111,8955.15179,6870.232947,28562.17605
,,,,,,,,3687,6024.66509,9146.356369,14926.55044,14580.43942,18870.72837,2122.400909,8984.191225,6826.689811,28528.79863
,,,,,,,,3688,5989.841595,9069.047341,14698.83122,14420.47785,18856.57959,2079.589391,8932.688604,6738.286623,28052.04356
,,,,,,,,3689,5908.656755,8964.274049,14104.78676,14261.11584,19057.49769,2091.567441,8885.952313,6695.366025,27088.24702
,,,,,,,,3690,5856.922078,8931.290168,13377.30406,14016.3216,18840.73133,2083.804073,8741.68278,6599.137079,26878.81484
,,,,,,,,3691,5556.680703,8543.432688,12954.47962,13378.20245,17590.9931,1976.964729,8167.447061,6178.474264,25184.52185
,,,,,,,,3692,5205.444703,7939.704917,12437.58454,12645.79823,16102.9382,1847.313143,7498.954386,5666.608604,23058.15568
,,,,,,,,3693,4899.885,7372.531117,11515.85271,12041.85942,14838.29257,1751.062812,6855.931938,5290.434136,21293.28504
,,,,,,,,3694,4690.98755,6989.873684,10518.59118,11567.5525,13844.17801,1671.891089,6352.051265,5071.129927,20048.33021
,,,,,,,,3695,4497.647986,6797.287724,9744.864811,11236.26866,13211.41489,1651.292776,6003.956716,4930.666562,19239.55299
,,,,,,,,3696,4461.308579,6618.925602,9245.822874,11062.66902,12780.63396,1636.968902,5786.48838,4840.872018,18774.47802
,,,,,,,,3697,4475.086397,6584.622372,8856.943542,11068.72503,12659.0706,1613.507416,5742.745374,4898.150862,18832.26895
,,,,,,,,3698,4642.36486,6801.714638,8660.782062,11294.45775,12955.23414,1721.322465,5981.045518,5157.803421,19449.20016
,,,,,,,,3699,4845.562207,7128.189789,8713.054895,11681.46832,13720.04993,1825.085616,6439.316065,5627.918849,20428.16685
,,,,,,,,3700,5110.574675,7550.690859,9035.667215,12095.90566,14745.45486,1956.159986,6900.752793,6020.040293,21784.16495
,,,,,,,,3701,5290.14858,8001.013711,9623.434638,12417.6492,15413.43638,2015.68927,7252.721066,6254.32948,22926.51625
,,,,,,,,3702,5409.473874,8408.892426,10285.56784,12825.73524,16079.06319,2092.77838,7560.761007,6486.108409,24284.60941
,,,,,,,,3703,5545.607644,8789.877356,10797.29928,13303.50165,16820.172,2137.388913,7865.578475,6709.233883,25626.78432
