Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,1413,5839.013869,7631.704386,10561.69005,12826.50773,16438.42752,2024.838278,7456.906525,6321.234814,22282.90135
,,,,,,,,1414,5787.232339,7434.537788,10215.96766,12701.35668,15865.85761,1970.500643,7245.454478,6181.285834,21898.96276
,,,,,,,,1415,5761.979939,7329.978121,9803.544298,12621.67782,15306.86646,1959.824148,7072.631711,6111.214579,21729.98708
,,,,,,,,1416,5778.349826,7318.210831,9459.109252,12630.57643,14968.84882,1972.450486,7006.791089,6092.762254,21813.9852
,,,,,,,,1417,5818.420932,7356.314498,9272.543645,12724.83593,14800.78092,1972.391259,7035.341823,6164.390008,22108.01614
,,,,,,,,1418,5994.487238,7558.483743,9139.075812,13075.89844,15048.78055,2032.802461,7277.428374,6355.004787,22798.58234
,,,,,,,,1419,6274.185236,7936.322093,9122.132907,13708.68697,15856.91777,2176.759735,7864.45134,6806.130316,24281.36924
,,,,,,,,1420,6672.925494,8572.66486,9366.604423,14494.24357,17139.03897,2365.029055,8604.67503,7511.270124,26441.12104
,,,,,,,,1421,6741.294642,8846.634092,10071.96007,14518.24774,17454.09883,2442.843189,8699.163998,7695.165764,27159.15813
,,,,,,,,1422,6522.924588,8867.450705,10898.97126,14063.69556,16980.78574,2401.957987,8347.003073,7556.244522,26966.69868
,,,,,,,,1423,6403.348695,8807.157195,11497.68018,13619.21116,16500.53178,2359.533422,7998.41642,7394.781803,26301.03458
,,,,,,,,1424,6246.566694,8740.812986,11729.33471,13321.19704,16387.0472,2359.717431,7757.420501,7301.11039,25748.18908
,,,,,,,,1425,6124.835226,8626.984587,11900.62917,13027.97374,16327.59815,2359.344545,7587.023082,7182.308163,25201.68691
,,,,,,,,1426,6013.803386,8539.620355,11916.93597,12828.35633,16298.25038,2301.653953,7462.034496,7048.265263,24640.44266
,,,,,,,,1427,5901.287754,8529.599931,11921.49786,12649.98814,16317.60201,2296.515922,7370.105237,6972.312707,24201.16007
,,,,,,,,1428,5802.60466,8343.352741,11919.72527,12548.46073,16387.16824,2232.028687,7306.23937,6842.555294,23736.23481
,,,,,,,,1429,5798.866856,8236.815314,11883.13696,12543.95166,16654.41504,2205.72851,7447.059879,6802.456781,23263.28876
,,,,,,,,1430,5801.845709,8386.735497,11888.71336,12842.25745,17332.59533,2207.959776,7730.35409,6927.232866,23332.28664
,,,,,,,,1431,5998.814221,8524.946159,11968.23425,13381.03078,18379.24048,2245.835866,8245.295658,7169.295661,24009.43681
,,,,,,,,1432,6343.160492,8974.246863,12241.15459,14157.64486,19812.94906,2342.362847,8891.3564,7580.560003,25159.49038
,,,,,,,,1433,6524.073758,9170.038356,12720.95533,14473.6328,20184.20896,2384.695009,9158.745955,7684.366054,25838.37318
,,,,,,,,1434,6595.101646,9085.772251,12918.37035,14485.73604,19993.97264,2358.502739,9101.277425,7575.88486,25726.78629
,,,,,,,,1435,6446.409177,8807.217206,12782.89172,14281.55407,19285.57853,2301.585488,8839.725763,7296.204597,25016.60853
,,,,,,,,1436,6181.804268,8426.820323,12485.68818,13882.23074,18130.51504,2192.186575,8315.75217,6908.032531,23773.26433
,,,,,,,,1437,6011.856676,7977.295943,11950.19416,13495.33415,16933.89293,2078.230272,7808.611749,6592.83314,22512.39345
,,,,,,,,1438,5890.219231,7707.174186,11190.79469,13256.65472,15983.46991,2037.74368,7399.497942,6387.100565,21732.95529
,,,,,,,,1439,5830.253038,7555.803961,10502.15289,13185.39126,15451.69815,2030.79298,7222.754712,6299.100019,21162.87061
,,,,,,,,1440,5736.722822,7501.402462,9988.136108,13218.34702,15089.66307,2009.382093,7130.182169,6295.45277,21098.91867
,,,,,,,,1441,5775.662044,7401.157866,9631.641666,13334.69527,14981.29268,2012.569376,7141.727814,6360.437318,20972.39996
,,,,,,,,1442,5846.912036,7496.966412,9463.142912,13598.07426,15243.11626,2068.207292,7380.659938,6571.987547,21275.05968
,,,,,,,,1443,6171.161206,7835.559075,9406.402729,14218.52514,16109.87458,2165.738852,7995.470862,7063.127203,22424.84561
,,,,,,,,1444,6503.544171,8453.5903,9580.764526,14834.04963,17359.93108,2356.891884,8708.501184,7754.256211,24507.03638
,,,,,,,,1445,6603.005408,8727.44331,10199.82399,14838.41039,17649.05892,2414.515589,8829.773143,7891.946906,25082.11574
,,,,,,,,1446,6478.182078,8816.898198,11042.72242,14367.82799,16888.09967,2402.850755,8609.056707,7650.172132,24912.61374
,,,,,,,,1447,6365.099581,8803.39143,11505.84753,13886.47184,16319.72053,2383.013042,8320.832783,7423.776179,24548.56128
,,,,,,,,1448,6335.418764,8759.044507,11677.4526,13536.38116,15942.02713,2360.431467,8080.544535,7261.13593,24207.63014
,,,,,,,,1449,6283.031729,8657.344099,11758.25074,13343.91294,15684.25217,2355.151025,7879.295014,7137.091104,23871.39226
,,,,,,,,1450,6286.664884,8516.75522,11784.44195,13348.61709,15444.4158,2339.705966,7697.590579,6975.963491,23500.8894
,,,,,,,,1451,6279.111693,8417.910194,11698.65851,13401.61657,15417.5181,2327.022089,7801.645257,6925.78004,23254.70342
,,,,,,,,1452,6185.807065,8250.697596,11752.2878,13483.00738,15548.42614,2318.356863,7930.641731,6866.155016,22879.45938
,,,,,,,,1453,6213.750705,8151.455444,11804.37562,13616.64088,16068.97631,2311.895876,8167.887939,6842.528519,22641.47944
,,,,,,,,1454,6216.243541,8173.960751,11778.19135,13880.76146,17042.30474,2297.928382,8472.01833,6965.161665,22743.1847
,,,,,,,,1455,6313.058907,8258.532371,11777.99063,14243.17568,18177.05717,2320.824821,8926.389246,7185.441844,23231.28869
,,,,,,,,1456,6549.952108,8635.355682,11971.58893,14689.30998,19424.76076,2385.263728,9270.550624,7432.581022,24249.57086
,,,,,,,,1457,6642.487209,8875.416105,12379.20382,14712.29106,19712.36032,2389.47274,9351.836283,7468.47318,25053.72712
,,,,,,,,1458,6579.298062,8842.155008,12760.24094,14532.00921,19519.01434,2357.686444,9229.935914,7296.431027,25028.22843
,,,,,,,,1459,6378.19017,8524.576239,12676.68217,14172.17451,18900.76452,2303.027788,8929.041918,7028.729125,24317.87212
,,,,,,,,1460,6124.997749,8115.880394,12425.95728,13645.82632,17838.76097,2190.393926,8447.601564,6700.99097,23238.61852
,,,,,,,,1461,5926.514091,7769.909298,11934.56839,13142.70259,16700.92288,2070.005068,7906.788388,6356.283426,22113.51932
,,,,,,,,1462,5709.127513,7475.241006,11214.96252,12785.09431,15786.47281,2031.562773,7514.764479,6135.457721,21439.5719
,,,,,,,,1463,5645.194883,7326.460042,10599.25969,12536.7451,15149.04427,1980.949138,7239.874706,6020.195851,21047.39121
,,,,,,,,1464,5558.535895,7234.92961,10130.96475,12405.58727,14751.73784,1966.242903,7093.934985,5968.084551,21018.15481
,,,,,,,,1465,5555.699564,7196.313803,9873.400048,12389.56786,14526.76188,1959.556385,7038.923041,5954.091065,21184.18693
,,,,,,,,1466,5687.258294,7263.120342,9724.59278,12539.64807,14615.14246,2003.470053,7220.009413,6079.918055,21722.41661
,,,,,,,,1467,5894.161309,7680.442538,9721.306309,13002.12208,15221.9383,2107.493743,7636.585712,6404.960551,23054.11683
,,,,,,,,1468,6258.306451,8321.436067,9964.290928,13720.73306,16013.40693,2280.654476,8373.67595,6908.915283,25320.6373
,,,,,,,,1469,6434.151275,8608.585951,10600.89394,13928.5639,16626.16425,2372.80714,8650.185113,7172.023179,26301.08573
,,,,,,,,1470,6353.847631,8653.536609,11434.25229,13873.94975,17241.51386,2364.066032,8645.155244,7324.266854,26472.31944
,,,,,,,,1471,6401.44177,8725.374468,11799.76423,13722.4128,17738.11996,2368.503784,8605.490864,7440.466361,26553.33087
,,,,,,,,1472,6370.643601,8824.238055,11840.37046,13617.1977,18116.354,2359.814355,8521.849691,7562.914488,26463.5164
,,,,,,,,1473,6340.205585,8747.68339,11777.2554,13395.31741,18472.23542,2367.461265,8402.503102,7560.088817,26318.26165
,,,,,,,,1474,6240.479665,8749.98684,11844.73723,13038.32249,18831.45077,2327.979938,8283.637333,7513.653319,26091.77376
,,,,,,,,1475,6178.020423,8769.54191,11802.76523,12782.78246,18777.62185,2330.072972,8236.870458,7403.561067,25915.83637
,,,,,,,,1476,6118.549594,8746.46864,11769.98417,12626.11862,18583.46049,2274.42005,8115.892045,7248.256493,25621.25088
,,,,,,,,1477,6157.39468,8718.573103,11800.16904,12620.81564,18393.77785,2254.435051,8245.292233,7124.668346,25315.63937
,,,,,,,,1478,6250.709484,8769.674595,11782.93193,12822.11346,18405.00155,2258.017917,8453.877867,7179.68982,25399.56608
,,,,,,,,1479,6418.585676,8856.798323,11885.69997,13303.57046,18897.10772,2288.055611,8819.483445,7310.040214,26094.83886
,,,,,,,,1480,6655.645188,9110.753683,12125.09745,13950.00406,19759.17326,2385.409559,9239.903711,7525.736078,26959.11238
,,,,,,,,1481,6729.234557,9342.165136,12615.70237,14166.31747,19732.70871,2399.623085,9380.788797,7483.265034,27789.50014
,,,,,,,,1482,6672.032607,9201.467816,13000.19756,14131.98089,19446.69267,2378.957264,9201.831511,7370.82096,27390.69177
,,,,,,,,1483,6520.957692,8944.106985,12911.28503,13860.22605,18718.02175,2313.043863,8953.695511,7124.483285,26758.62474
,,,,,,,,1484,6220.98101,8570.258513,12713.06187,13431.22035,17659.75224,2198.900119,8397.442619,6713.592662,25488.9086
,,,,,,,,1485,6047.028229,8133.268898,12184.69667,13051.20893,16573.44387,2116.00574,7808.998415,6382.508697,24270.61841
,,,,,,,,1486,5911.538529,7895.172811,11449.24683,12808.45815,15613.40464,2051.971948,7401.259825,6142.55426,23615.10456
,,,,,,,,1487,5858.110943,7706.484079,10802.54933,12747.53789,15039.23625,2040.089682,7163.896698,6042.037966,23170.6364
,,,,,,,,1488,5816.336556,7636.047835,10358.8218,12728.69526,14677.58446,1994.767908,7042.191986,6032.056343,22958.25393
,,,,,,,,1489,5813.957177,7614.196491,10096.21269,12831.91195,14491.18446,1991.664911,7049.127736,6041.829744,23001.43703
,,,,,,,,1490,5954.019567,7742.036423,9917.095747,13223.46848,14658.86225,2051.803125,7254.127199,6233.363466,23593.9493
,,,,,,,,1491,6180.22112,8095.771212,9870.698473,13789.73017,15351.67469,2151.663528,7795.073098,6681.621669,24894.64938
,,,,,,,,1492,6664.932877,8669.283918,10129.43775,14588.03955,16167.06565,2336.201719,8554.920989,7365.353806,27051.67081
,,,,,,,,1493,6657.700746,8881.865377,10741.82782,14571.67757,16854.80225,2414.544933,8630.67308,7596.322334,27858.95279
,,,,,,,,1494,6536.813174,8912.71609,11525.43083,13920.42533,16997.28614,2421.45572,8249.361748,7539.871673,27637.29172
,,,,,,,,1495,6463.989248,8974.96854,11868.6209,13491.09665,16925.1366,2396.295189,7932.508139,7469.142459,27434.3507
,,,,,,,,1496,6435.092353,8982.143906,11934.58356,13225.04965,16880.01741,2411.248106,7713.207454,7368.53034,27397.20086
,,,,,,,,1497,6300.738202,8978.176186,11912.8917,13143.58576,16806.86213,2392.408084,7664.42464,7249.882057,27167.91522
,,,,,,,,1498,6341.968144,9000.422089,11939.90784,13046.44336,16701.00379,2363.746679,7659.508557,7177.129678,26971.61297
,,,,,,,,1499,6297.155632,9015.694113,11893.76792,13070.91982,16773.32883,2348.360489,7793.450496,7173.404283,26918.58077
,,,,,,,,1500,6302.526728,8923.915885,11839.77994,13139.53724,16963.81668,2316.927011,7839.737876,7154.143773,26750.34203
,,,,,,,,1501,6324.750399,8893.432039,11814.40274,13096.30922,17239.73605,2286.985514,7931.109846,7165.06025,26672.95494
,,,,,,,,1502,6459.303071,8984.645164,11804.72809,13339.50888,17902.15427,2323.389165,8189.670212,7308.65529,27089.69705
,,,,,,,,1503,6605.05021,9142.572504,11805.74727,13891.66104,18824.21535,2360.104834,8755.737391,7538.820001,27594.69388
,,,,,,,,1504,6864.705416,9417.822105,11967.85374,14500.07323,20105.84735,2425.147516,9315.30628,7854.480349,28476.28555
,,,,,,,,1505,6991.406938,9540.761821,12323.24218,14758.22485,20458.69134,2447.088288,9517.247175,7928.736693,29109.40891
,,,,,,,,1506,6968.186528,9455.698361,12914.64989,14726.58391,20266.73727,2449.565075,9460.943202,7795.589503,28875.77847
,,,,,,,,1507,6811.60801,9142.896102,12868.02508,14489.47002,19613.26224,2376.764734,9203.665839,7545.722447,28126.0062
,,,,,,,,1508,6518.144908,8685.01097,12636.47886,13998.38152,18468.52786,2276.389536,8678.716462,7136.161598,26911.29187
,,,,,,,,1509,6260.054894,8263.173008,12120.31358,13550.18332,17287.99743,2190.896882,8167.504195,6782.0408,25653.18447
,,,,,,,,1510,6147.118907,7959.988163,11376.55092,13328.34013,16388.48822,2106.859395,7703.963526,6586.21259,24969.98165
,,,,,,,,1511,6034.759896,7720.994609,10726.17439,13224.37686,15756.51053,2087.161853,7434.315628,6486.359295,24544.85484
,,,,,,,,1512,6053.630099,7636.610842,10299.30633,13240.85151,15401.72786,2074.232263,7288.818201,6428.581342,24300.00172
,,,,,,,,1513,6003.085108,7471.133639,10057.697,13308.88789,15237.33749,2050.167891,7275.644593,6431.203427,24274.3616
,,,,,,,,1514,6150.246396,7632.941662,9861.578793,13611.63065,15427.34605,2092.883791,7459.422123,6591.440223,24896.01832
,,,,,,,,1515,6404.004717,7937.540513,9813.851138,14179.16319,16158.87194,2194.536844,7990.643923,6994.245256,25972.85838
,,,,,,,,1516,6751.702022,8611.082708,10059.31975,14862.09206,17245.59324,2327.314053,8700.963025,7616.871039,27967.76929
,,,,,,,,1517,6804.307953,8923.199239,10682.93105,14805.27302,17746.51306,2411.739472,8798.747772,7824.499567,28623.06985
,,,,,,,,1518,6845.002847,9023.335066,11371.833,14205.27738,17540.38851,2439.200818,8477.850237,7792.791403,28272.43395
,,,,,,,,1519,6713.056158,9094.641355,11676.49173,13818.10325,17373.60254,2435.271982,8208.175328,7696.880527,27704.45765
,,,,,,,,1520,6647.187353,9138.37312,11709.21419,13459.22022,17342.9053,2440.821491,8050.789506,7662.171584,27159.74511
,,,,,,,,1521,6584.163679,9034.622643,11698.30532,13228.56091,17266.59421,2437.680491,7852.219288,7570.259515,26640.71926
,,,,,,,,1522,6512.122894,9044.748176,11691.36221,13019.1112,17081.86057,2412.690639,7711.912717,7410.41351,26047.54803
,,,,,,,,1523,6469.334371,9060.331712,11635.96026,12858.07863,17011.59529,2390.895904,7803.504719,7370.74359,25433.68165
,,,,,,,,1524,6409.500241,8922.988019,11486.20691,12736.46117,16970.31946,2352.45811,7795.283163,7301.030034,24884.16578
,,,,,,,,1525,6384.660313,8893.574935,11426.99936,12644.01465,17182.02469,2306.251163,7909.036153,7270.795275,24457.17978
,,,,,,,,1526,6455.886429,8845.245192,11312.08003,12837.4322,17734.9014,2315.234209,8153.668342,7332.829232,24341.72559
,,,,,,,,1527,6525.117577,8796.57467,11278.49548,13369.06826,18587.72127,2315.190779,8618.318732,7449.740214,24622.21441
,,,,,,,,1528,6744.577992,9001.222616,11411.99092,14062.68166,19817.46475,2351.150031,9168.716164,7698.179889,25556.49578
,,,,,,,,1529,6775.234088,9090.324752,11848.27484,14345.93039,20134.76333,2351.738176,9371.50517,7735.382932,26205.85798
,,,,,,,,1530,6703.085136,9045.989278,12492.84441,14388.38748,19948.84399,2318.488238,9316.992262,7577.769022,26132.49239
,,,,,,,,1531,6605.454996,8781.548467,12406.67459,14301.02475,19461.1301,2273.369039,9052.316268,7361.576053,25659.45641
,,,,,,,,1532,6440.61652,8420.670114,12177.30669,13990.85154,18515.40345,2178.303321,8609.772306,7001.16492,24739.85377
,,,,,,,,1533,6234.139437,7973.790247,11829.79879,13664.51418,17380.32563,2062.675301,8162.335275,6652.189443,23673.57008
,,,,,,,,1534,6090.75402,7685.979854,11067.47089,13409.4131,16243.11365,1989.610002,7720.926847,6421.647943,22909.98941
,,,,,,,,1535,6019.909039,7497.179674,10521.55683,13232.2934,15687.79374,1964.89347,7513.642259,6270.349299,22579.70097
,,,,,,,,1536,5953.167922,7390.679817,10099.20539,13184.54608,15325.59011,1935.471803,7358.320172,6211.370083,22315.97415
,,,,,,,,1537,5986.66094,7381.470998,9831.498574,13142.83374,15079.72462,1940.2086,7288.925629,6193.982717,22295.78381
,,,,,,,,1538,6060.273321,7428.318243,9669.439754,13171.57223,15025.00349,1955.884805,7328.170675,6266.511896,22553.61421
,,,,,,,,1539,6166.30624,7588.317591,9544.524635,13345.80591,15315.51176,2000.890875,7452.8084,6465.446437,23060.75031
,,,,,,,,1540,6363.867178,7811.973308,9634.777205,13596.30675,15630.9597,2037.861144,7741.609402,6714.155533,23823.62133
,,,,,,,,1541,6435.313803,7966.561132,9850.795955,13734.16506,15830.19116,2121.685566,7794.159274,6915.923676,24279.65379
,,,,,,,,1542,6342.804192,8044.52826,10038.76819,13843.06159,15894.43393,2175.181962,7867.827865,6993.113398,24620.09812
,,,,,,,,1543,6158.848651,7973.207884,10187.30044,13795.19445,15946.7101,2187.098591,7768.447594,7009.596586,24527.00792
,,,,,,,,1544,6037.903869,7997.169788,10383.31821,13624.12394,15891.07308,2184.177679,7509.34251,6970.949923,24216.55028
,,,,,,,,1545,5934.797485,7958.728839,10468.78614,13402.55667,15962.07464,2151.07898,7421.631913,6935.69781,23689.12375
,,,,,,,,1546,5731.625869,7833.722847,10489.68829,13158.0567,15791.33913,2097.437662,7118.030266,6765.299316,22904.87415
,,,,,,,,1547,5590.671457,7668.745833,10409.62618,12893.56742,15607.61837,2055.959369,6948.575113,6622.121677,22260.7972
,,,,,,,,1548,5480.886923,7628.400445,10264.95581,12704.07979,15673.95561,2021.294884,6896.607494,6539.640037,21698.40439
,,,,,,,,1549,5451.429649,7527.088961,10153.40168,12558.86124,15776.87182,2015.639182,6872.03362,6478.47904,21238.76662
,,,,,,,,1550,5490.855943,7501.604779,10030.22142,12641.45664,16232.03809,2037.456926,7044.881555,6560.868183,21153.94018
,,,,,,,,1551,5582.372372,7679.221225,10036.76017,12898.23307,16863.22012,2057.780794,7364.705173,6716.125253,21527.50001
,,,,,,,,1552,5892.983813,7982.825525,10163.75677,13331.73406,18052.70445,2128.414834,7886.285498,7020.9134,22524.27762
,,,,,,,,1553,6073.536812,8254.189257,10501.76634,13508.19437,18344.2329,2169.713165,8115.536006,7065.598312,23446.83653
,,,,,,,,1554,6120.064953,8241.630311,11116.32029,13484.90936,18245.82611,2141.94392,8250.687124,6971.383498,23600.36313
,,,,,,,,1555,6041.160283,8096.13126,11207.38525,13415.03692,17920.54732,2073.988096,8124.631048,6804.064825,23401.87702
,,,,,,,,1556,5916.261422,7828.755776,11100.5592,13197.42483,17306.15428,2016.273266,7900.912572,6553.443655,22760.07011
,,,,,,,,1557,5824.357508,7557.578937,10858.48479,12954.71133,16607.21638,1940.730462,7652.10254,6315.543605,22049.26231
,,,,,,,,1558,5728.324346,7314.646703,10421.40089,12739.37148,15891.47183,1897.546414,7386.9479,6166.305719,21550.55133
,,,,,,,,1559,5662.871556,7147.623749,9970.388557,12629.67677,15396.18564,1864.191196,7230.654866,6086.300182,21300.133
,,,,,,,,1560,5689.522962,7129.523619,9627.016667,12514.39539,15081.78994,1861.351607,7110.490185,6036.419723,21260.39761
,,,,,,,,1561,5665.636254,7113.015713,9357.485061,12518.21018,14903.97905,1862.985057,7100.723341,6072.632285,21378.8638
,,,,,,,,1562,5809.146091,7144.345494,9197.395574,12601.41665,14971.31999,1893.703158,7228.054324,6194.792845,21754.41348
,,,,,,,,1563,5969.124333,7312.766132,9079.071597,12835.60957,15279.33444,1935.883315,7481.060538,6401.8562,22288.68185
,,,,,,,,1564,6124.204107,7490.282898,9191.726133,13059.70488,15469.32719,1998.207662,7633.971307,6632.96656,23006.71125
,,,,,,,,1565,6193.922227,7535.352992,9404.151471,13221.28581,15458.15198,2046.15597,7702.097244,6743.671587,23515.47956
,,,,,,,,1566,6009.571792,7556.946062,9434.545783,13265.14815,15307.49782,2064.91889,7440.456358,6777.203525,23640.39744
,,,,,,,,1567,5903.385225,7567.677056,9485.828532,13241.06303,15140.65143,2056.773137,7222.1955,6726.345151,23369.95997
,,,,,,,,1568,5762.951374,7570.77531,9590.523218,13120.42611,14938.0101,2048.427148,7055.517225,6627.318409,22868.49112
,,,,,,,,1569,5642.826367,7507.907858,9656.877846,12994.21779,14857.48318,2028.581251,6952.470403,6491.541758,22470.53995
,,,,,,,,1570,5522.895841,7424.838745,9715.30043,12829.82469,14649.8697,1990.373082,6811.694277,6321.669319,21890.06873
,,,,,,,,1571,5339.824373,7320.090148,9695.322771,12709.11713,14485.27493,1953.859256,6759.066004,6131.535903,21362.50035
,,,,,,,,1572,5276.462413,7287.087667,9695.131819,12649.43546,14665.00354,1936.606414,6794.392751,6075.655421,21001.91989
,,,,,,,,1573,5328.900404,7281.394975,9678.299922,12701.6527,14946.89552,1943.466359,6824.175519,6055.70516,21112.58738
,,,,,,,,1574,5389.658105,7384.784152,9694.166152,12911.75052,15657.55756,1965.267208,7074.172402,6179.505259,21445.91625
,,,,,,,,1575,5523.736432,7544.662542,9744.083623,13199.60562,16434.88879,1997.147264,7403.607948,6360.514435,22109.24938
,,,,,,,,1576,5891.623454,7962.790667,9845.390518,13662.60959,17729.68617,2104.354559,8057.060466,6794.147164,23359.3033
,,,,,,,,1577,6087.263931,8315.168349,10227.40119,13789.70413,18146.10759,2156.455026,8298.775475,6938.841892,24359.6088
,,,,,,,,1578,6040.330926,8215.64244,10924.60266,13625.87787,17833.7362,2125.636676,8231.318268,6805.840727,24093.86868
,,,,,,,,1579,5839.655904,7965.052551,11012.2611,13305.53979,17135.76654,2072.896145,7873.300094,6544.224223,23238.9149
,,,,,,,,1580,5747.765745,7711.388337,10844.37194,12943.23269,16297.41129,2007.502976,7474.321692,6388.149271,22448.18594
,,,,,,,,1581,5658.528459,7400.425667,10456.74828,12661.69176,15576.52591,1978.114678,7260.910732,6159.396145,21797.89287
,,,,,,,,1582,5620.750156,7277.075865,10135.56198,12579.55826,15323.9701,1963.860014,7140.670779,6121.498866,21754.72209
,,,,,,,,1583,5634.153768,7220.873835,9683.84864,12519.59795,14943.27572,1958.761541,7050.749526,6118.320562,21693.37472
,,,,,,,,1584,5653.093402,7239.607046,9410.303129,12524.97125,14754.04136,1968.776266,7037.948693,6202.350604,22004.72557
,,,,,,,,1585,5790.986879,7356.019181,9217.657356,12724.87532,14887.61307,2009.546058,7221.593455,6360.278651,22521.24934
,,,,,,,,1586,5982.300515,7845.13149,9193.696025,13180.54972,15660.07125,2098.7019,7734.248496,6893.498336,23957.97448
,,,,,,,,1587,6353.557577,8544.685019,9396.841475,13883.78129,17098.53759,2317.920227,8472.804334,7680.153009,26032.27272
,,,,,,,,1588,6587.778285,9069.657182,10007.20378,14228.85978,18004.09261,2429.293234,8836.257757,8077.928828,27545.1874
,,,,,,,,1589,6584.864589,9049.905355,11022.21514,14190.94175,17716.08419,2436.093187,8723.082562,8001.397367,27717.85276
,,,,,,,,1590,6539.386151,9035.226804,11632.79307,14154.45167,17444.44963,2405.085342,8610.659911,7923.528646,27555.26498
,,,,,,,,1591,6595.934443,8909.090048,11734.84346,14120.63151,17226.99094,2405.922679,8495.089567,7813.426582,27360.32652
,,,,,,,,1592,6419.07644,8872.749066,11766.03575,14089.22476,17097.35724,2387.496387,8324.949246,7711.86341,26902.0332
,,,,,,,,1593,6377.102413,8811.838566,11853.51618,14068.45586,17108.08172,2359.351659,8294.550385,7598.84778,26675.9554
,,,,,,,,1594,6338.548273,8746.460187,11803.74491,14078.1307,17117.39749,2336.718216,8105.505683,7528.219451,26201.80043
,,,,,,,,1595,6218.555103,8605.018106,11658.8465,14126.04312,17216.47388,2302.40161,7987.072489,7416.961757,25636.01762
,,,,,,,,1596,6167.400633,8492.845876,11568.62795,14259.75715,17442.65028,2263.270232,8096.633534,7310.999566,25322.63744
,,,,,,,,1597,6207.231474,8547.671411,11467.65287,14471.39579,17992.45967,2271.474115,8299.947081,7385.375002,25373.27526
,,,,,,,,1598,6319.26515,8676.462159,11408.18881,14791.06551,18634.20272,2275.113002,8679.583091,7526.445548,25890.6833
,,,,,,,,1599,6428.611971,8770.081902,11471.20837,15091.72056,19293.91963,2300.523241,8975.062629,7656.67222,26220.13339
,,,,,,,,1600,6699.812068,8985.765167,11611.9293,15391.52476,20249.61581,2349.849116,9373.706497,7872.661806,26863.95835
,,,,,,,,1601,6701.184507,9220.707085,11898.00717,15416.02881,20337.43447,2402.766447,9453.002285,7810.560531,27529.97868
,,,,,,,,1602,6633.142468,8968.355275,12383.47969,15124.26385,19776.28059,2326.078544,9222.212629,7529.59397,27001.34889
,,,,,,,,1603,6406.44609,8587.683518,12312.3372,14573.75611,18728.9225,2210.224377,8769.962678,7125.076395,25829.8674
,,,,,,,,1604,6130.357647,8207.90299,11939.17395,14082.71185,17555.83674,2141.257896,8210.311869,6803.781225,24548.77837
,,,,,,,,1605,6008.305209,7890.596669,11297.68305,13748.79785,16550.9012,2049.75862,7735.34861,6541.315707,23871.47344
,,,,,,,,1606,5907.602771,7706.838858,10596.20443,13534.89856,15859.56201,2014.210707,7454.125431,6396.212544,23470.59406
,,,,,,,,1607,5824.216594,7584.14484,10141.30006,13458.56926,15396.79226,1984.161857,7302.828277,6340.261643,23315.37159
,,,,,,,,1608,5874.55026,7520.690455,9837.060942,13446.02151,15178.3985,1976.405698,7279.619385,6313.471783,23415.49218
,,,,,,,,1609,5975.57678,7611.906357,9619.903007,13662.54729,15232.08535,2013.068223,7483.935265,6469.980334,23845.72112
,,,,,,,,1610,6212.54683,7976.840843,9586.975182,14178.83364,15947.57426,2135.261816,8004.087427,6878.036873,25114.228
,,,,,,,,1611,6616.534064,8606.716773,9797.961136,14865.04534,17331.14883,2312.750353,8744.281124,7584.021071,27242.58514
,,,,,,,,1612,6859.926098,9027.479286,10405.38648,15198.4322,18261.27599,2412.430234,9080.335079,7933.73045,28392.97123
,,,,,,,,1613,6773.562211,9056.484249,11408.12978,14908.12437,18397.70476,2419.247082,8855.140792,7960.729686,28224.44949
,,,,,,,,1614,6639.486013,9050.993859,11833.3796,14365.15901,18333.31448,2410.122724,8506.915833,7880.472471,27766.08899
,,,,,,,,1615,6596.077341,9017.491291,11832.99798,13950.23881,18210.61935,2427.472711,8172.382294,7748.180738,27104.6649
,,,,,,,,1616,6462.95268,8952.896119,11764.71826,13653.21313,17933.03865,2414.435039,7952.886452,7605.722274,26526.53882
,,,,,,,,1617,6396.005356,8887.658753,11774.90307,13419.44243,17479.01058,2404.761894,7816.567605,7525.575122,26302.19835
,,,,,,,,1618,6337.736094,8848.553083,11844.57611,13238.4212,17145.93439,2425.520177,7666.646371,7483.252669,26177.61721
,,,,,,,,1619,6235.105472,8747.186434,11836.85153,13057.63978,17108.19338,2357.51225,7611.754954,7437.056654,25901.35092
,,,,,,,,1620,6174.48742,8692.497128,11922.60332,12912.48939,17143.69747,2301.836209,7662.954084,7407.219336,25611.60528
,,,,,,,,1621,6204.683525,8639.893107,11916.81172,12950.63121,17498.15783,2288.545191,7845.187049,7435.127272,25647.78472
,,,,,,,,1622,6261.357426,8685.814173,12003.0967,13207.96179,18201.37077,2327.788092,8198.897299,7531.30187,25952.83204
,,,,,,,,1623,6422.686939,8804.245283,12069.99692,13629.67529,18912.19173,2336.781715,8537.283062,7561.403503,26497.45347
,,,,,,,,1624,6682.990435,9065.498777,12145.30544,14254.16679,20152.83313,2427.530602,9083.758207,7878.153737,27428.29228
