Resource,Zone,Model,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,region,cluster
50279_G_GEN6,8,1,1,0,4,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_WMAC,1
50326_G_AT1,3,1,1,0,3,-1,0,65400,16291,4.5,10.031,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
50366_G_GEN3,9,1,1,0,1,-1,0,65400,16291,4.5,14.775,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
50366_G_GEN4,9,1,1,0,1,-1,0,65400,16291,4.5,14.775,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
50366_G_GEN8,9,1,1,0,1.7,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
50366_G_GEN9,9,1,1,0,1.7,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
50366_G_GN10,9,1,1,0,1.7,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
50366_G_GT1,9,1,1,0,5.6,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
50366_G_GT2,9,1,1,0,5.6,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
50373_G_GEN1,8,1,1,0,6,-1,0,65400,16291,4.5,8.9,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_WMAC,1
50373_G_GEN2,8,1,1,0,6,-1,0,65400,16291,4.5,8.9,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_WMAC,1
50410_G_6,5,1,1,0,14.1,-1,0,65400,16291,4.5,6.37,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50410_G_6A,5,1,1,0,14.1,-1,0,65400,16291,4.5,6.37,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50410_G_7,5,1,1,0,14.1,-1,0,65400,16291,4.5,6.37,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50410_G_7A,5,1,1,0,14.1,-1,0,65400,16291,4.5,6.37,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50411_G_GEN1,5,1,1,0,3.4,-1,0,65400,16291,4.5,11.996,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50411_G_GEN2,5,1,1,0,3.4,-1,0,65400,16291,4.5,11.996,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50411_G_GEN3,5,1,1,0,3.4,-1,0,65400,16291,4.5,11.996,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50463_G_GEN1,6,1,1,0,40,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
50463_G_GEN2,6,1,1,0,0.9,-1,0,65400,16291,4.5,11.615,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
50463_G_GEN3,6,1,1,0,64,-1,0,65400,16291,4.5,12.369,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
50555_G_GEN1,4,1,1,0,75,-1,0,65400,16291,4.5,9.552,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
50555_G_GEN2,4,1,1,0,36,-1,0,65400,16291,4.5,9.552,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
50555_G_GEN3,4,1,1,0,54,-1,0,65400,16291,4.5,9.552,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
50561_G_GTG1,5,1,1,0,85,-1,0,65400,16291,4.5,8.961,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50561_G_GTG2,5,1,1,0,85,-1,0,65400,16291,4.5,8.961,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50561_G_STG1,5,1,1,0,47,-1,0,65400,16291,4.5,8.961,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50561_G_STG2,5,1,1,0,27,-1,0,65400,16291,4.5,8.961,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50563_G_GEN1,3,1,1,0,2.9,-1,0,65400,16291,4.5,17.832,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
50563_G_GEN2,3,1,1,0,2.9,-1,0,65400,16291,4.5,17.832,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
50573_G_GEN2,3,1,1,0,2.9,-1,0,65400,16291,4.5,16.528,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
50575_G_GEN2,3,1,1,0,2.9,-1,0,65400,16291,4.5,14.103,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
50575_G_GEN3,3,1,1,0,2.9,-1,0,65400,16291,4.5,14.103,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
50628_G_GEN1,5,1,1,0,27,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50628_G_GEN4,5,1,1,0,11.6,-1,0,65400,16291,4.5,10.438,Petroleum Coke,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50722_G_GEN1,3,1,1,0,7,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
50799_G_GEN1,5,1,1,0,35.9,-1,0,65400,16291,4.5,10.07,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50799_G_GEN2,5,1,1,0,37.5,-1,0,65400,16291,4.5,10.07,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50799_G_GEN3,5,1,1,0,20.6,-1,0,65400,16291,4.5,10.07,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
50799_G_GEN4,5,1,1,0,20.6,-1,0,65400,16291,4.5,10.07,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
5083_G_CUMB,5,1,1,0,86.9,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
5083_G_CUMB2,5,1,1,0,96.5,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
52019_G_GEN1,4,1,1,0,104.7,-1,0,65400,16291,4.5,8.431,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52019_G_GEN2,4,1,1,0,104.7,-1,0,65400,16291,4.5,8.431,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52019_G_GEN3,4,1,1,0,123,-1,0,65400,16291,4.5,8.431,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52019_G_GEN4,4,1,1,0,104.7,-1,0,65400,16291,4.5,8.431,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52019_G_GEN5,4,1,1,0,104.7,-1,0,65400,16291,4.5,8.431,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52019_G_GEN6,4,1,1,0,123,-1,0,65400,16291,4.5,8.431,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52019_G_GEN7,4,1,1,0,170,-1,0,65400,16291,4.5,11.149,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52019_G_GEN8,4,1,1,0,165,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52019_G_GEN9,4,1,1,0,165,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52021_G_GEN1,3,1,1,0,3.5,-1,0,65400,16291,4.5,12.804,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
52021_G_GEN2,3,1,1,0,3.5,-1,0,65400,16291,4.5,12.804,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
52087_G_GEN1,4,1,1,0,116,-1,0,65400,16291,4.5,12.074,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52087_G_GEN2,4,1,1,0,116,-1,0,65400,16291,4.5,12.074,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52087_G_GEN3,4,1,1,0,116,-1,0,65400,16291,4.5,12.074,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
52193_G_CT1,5,1,1,0,65,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
52193_G_CT2,5,1,1,0,65,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54_G_GT1,9,1,1,0,104,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54_G_GT10,9,1,1,0,74,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54_G_GT2,9,1,1,0,104,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54_G_GT3,9,1,1,0,104,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54_G_GT4,9,1,1,0,73,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54_G_GT5,9,1,1,0,73,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54_G_GT6,9,1,1,0,73,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54_G_GT7,9,1,1,0,73,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54_G_GT9,9,1,1,0,75,-1,0,65400,16291,4.5,12.578,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54333_G_G001,8,1,1,0,4.5,-1,0,65400,16291,4.5,5.5,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_WMAC,1
54333_G_G502,8,1,1,0,0.8,-1,0,65400,16291,4.5,5.5,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_WMAC,1
54556_G_TG03,3,1,1,0,4.4,-1,0,65400,16291,4.5,12.369,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54556_G_TG04,3,1,1,0,4.4,-1,0,65400,16291,4.5,12.369,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54640_G_GEN1,5,1,1,0,84.6,-1,0,65400,16291,4.5,8.217,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54640_G_GEN2,5,1,1,0,83.6,-1,0,65400,16291,4.5,8.217,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54640_G_GEN3,5,1,1,0,79.7,-1,0,65400,16291,4.5,8.217,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54662_G_GEN1,3,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54662_G_GEN2,3,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54662_G_GEN3,3,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54662_G_GEN4,3,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54723_G_UNT1,4,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54723_G_UNT2,4,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54723_G_UNT3,4,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54723_G_UNT4,4,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN1,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.849,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN10,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN11,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN12,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN13,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN14,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN15,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN16,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN17,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN18,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN19,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN2,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN20,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN21,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN22,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN23,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN24,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN25,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN26,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN27,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN28,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN29,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN3,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN30,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN31,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN32,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN33,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN34,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN4,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN5,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN6,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN7,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN8,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54766_G_GEN9,4,1,1,0,0.3,-1,0,65400,16291,4.5,11.084,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54785_G_GEN2,5,1,1,0,114,-1,0,65400,16291,4.5,5.5,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54788_G_GEN1,3,1,1,0,0.8,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54788_G_GEN2,3,1,1,0,0.8,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54788_G_GEN3,3,1,1,0,0.8,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
54832_G_1,7,1,1,0,78.6,-1,0,65400,16291,4.5,8.306,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
54832_G_2,7,1,1,0,78.6,-1,0,65400,16291,4.5,8.306,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
54832_G_3,7,1,1,0,72.8,-1,0,65400,16291,4.5,8.306,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
54844_G_GOR1,4,1,1,0,68.4,-1,0,65400,16291,4.5,8.858,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54844_G_GOR2,4,1,1,0,68.4,-1,0,65400,16291,4.5,8.858,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54844_G_GOR3,4,1,1,0,40.6,-1,0,65400,16291,4.5,8.858,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54844_G_GOR4,4,1,1,0,40.6,-1,0,65400,16291,4.5,8.858,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
54926_G_II-4,9,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
54974_G_UNT1,2,1,1,0,3.6,-1,0,65400,16291,4.5,5.301,Biomass,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
54974_G_UNT2,2,1,1,0,3.6,-1,0,65400,16291,4.5,5.301,Biomass,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
54980_G_UNT1,5,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT10,5,1,1,0,1.5,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT11,5,1,1,0,1.5,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT12,5,1,1,0,1.5,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT2,5,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT3,5,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT4,5,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT5,5,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT6,5,1,1,0,0.8,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT7,5,1,1,0,1.5,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT8,5,1,1,0,1.5,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
54980_G_UNT9,5,1,1,0,1.5,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
55014_G_GEN1,3,1,1,0,2.9,-1,0,65400,16291,4.5,17.386,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
55014_G_GEN2,3,1,1,0,2.9,-1,0,65400,16291,4.5,17.386,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
55054_G_1,3,1,1,0,3.4,-1,0,65400,16291,4.5,17.4,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
55054_G_3,3,1,1,0,3.4,-1,0,65400,16291,4.5,17.401,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
55054_G_GEN2,3,1,1,0,3.4,-1,0,65400,16291,4.5,17.401,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
55067_G_GEN4,3,1,1,0,2,-1,0,65400,16291,4.5,12.283,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
55067_G_GEN5,3,1,1,0,2,-1,0,65400,16291,4.5,12.283,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
