Resource,Zone,Model,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,region,cluster
56681_G_25,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_26,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_27,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_28,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_29,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_3,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_30,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_31,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_32,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_33,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_34,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_35,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_36,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_37,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_38,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_39,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_4,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_40,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_41,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_42,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_43,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_44,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_45,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_46,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_47,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_48,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_5,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_6,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_7,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_8,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56681_G_9,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_10,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_11,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_12,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_13,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_14,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_15,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_16,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_17,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_18,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_19,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_2,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_20,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_21,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_22,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_23,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_24,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_25,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_26,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_27,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_28,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_29,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_3,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_30,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_31,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_32,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_33,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_34,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_35,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_36,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_4,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_5,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_6,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_7,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_8,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56682_G_9,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_1,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_10,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_11,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_12,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_13,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_14,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_15,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_16,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_17,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_18,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_19,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_2,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_20,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_21,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_22,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_23,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_24,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_25,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_26,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_27,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_28,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_29,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_3,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_30,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_31,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_32,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_33,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_34,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_35,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_36,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_37,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_38,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_39,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_4,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_40,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_41,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_42,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_43,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_44,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_45,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_46,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_47,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_48,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_5,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_6,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_7,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_8,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56683_G_9,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_1,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_10,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_11,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_12,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_13,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_14,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_15,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_16,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_17,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_18,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_19,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_2,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_20,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_21,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_22,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_23,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_24,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_25,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_26,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_27,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_28,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_29,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_3,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_30,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_31,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_32,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_33,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_34,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_35,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_36,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_37,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_38,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_39,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_4,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_40,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_41,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_42,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
56684_G_43,4,1,1,0,0.3,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
